|dates|Pondera_Montana_UnitedStates.JHU_ConfirmedCases.data|Pondera_Montana_UnitedStates.JHU_ConfirmedCases.missing|Pondera_Montana_UnitedStates.NYT_ConfirmedCases.data|Pondera_Montana_UnitedStates.NYT_ConfirmedCases.missing|Pondera_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Pondera_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Pondera_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Pondera_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|823.0|0|823.0|0|6.0|0|0.0|100
0|2021-12-07|822.0|0|822.0|0|6.0|0|0.0|100
0|2021-12-08|824.0|0|824.0|0|6.0|0|0.0|100
0|2021-12-09|824.0|0|824.0|0|6.0|0|0.0|100
0|2021-12-10|826.0|0|826.0|0|6.0|0|0.0|100
0|2021-12-11|826.0|0|826.0|0|6.0|0|0.0|100
0|2021-12-12|826.0|0|826.0|0|6.0|0|0.0|100
0|2021-12-13|826.0|0|826.0|0|6.0|0|0.0|100
0|2021-12-14|826.0|0|826.0|0|6.0|0|0.0|100
0|2021-12-15|830.0|0|830.0|0|6.0|0|0.0|100
0|2021-12-16|835.0|0|835.0|0|6.0|0|0.0|100
0|2021-12-17|835.0|0|835.0|0|6.0|0|0.0|100
0|2021-12-18|835.0|0|835.0|0|6.0|0|0.0|100
0|2021-12-19|835.0|0|835.0|0|6.0|0|0.0|100
0|2021-12-20|835.0|0|835.0|0|6.0|0|0.0|100
0|2021-12-21|838.0|0|838.0|0|6.0|0|0.0|100
0|2021-12-22|840.0|0|840.0|0|6.0|0|0.0|100
0|2021-12-23|843.0|0|843.0|0|6.0|0|0.0|100
0|2021-12-24|843.0|0|843.0|0|6.0|0|0.0|100
0|2021-12-25|843.0|0|843.0|0|6.0|0|0.0|100
0|2021-12-26|843.0|0|843.0|0|6.0|0|0.0|100
0|2021-12-27|845.0|0|845.0|0|6.0|0|0.0|100
0|2021-12-28|846.0|0|846.0|0|6.0|0|0.0|100
0|2021-12-29|850.0|0|850.0|0|6.0|0|0.0|100
0|2021-12-30|849.0|0|849.0|0|6.0|0|0.0|100
0|2021-12-31|849.0|0|849.0|0|6.0|0|0.0|100
0|2022-01-01|849.0|0|849.0|0|6.0|0|0.0|100
0|2022-01-02|849.0|0|849.0|0|6.0|0|0.0|100
0|2022-01-03|850.0|0|850.0|0|6.0|0|0.0|100
0|2022-01-04|852.0|0|852.0|0|6.0|0|0.0|100
0|2022-01-05|854.0|0|854.0|0|6.0|0|0.0|100
0|2022-01-06|860.0|0|860.0|0|6.0|0|0.0|100
0|2022-01-07|864.0|0|864.0|0|6.0|0|0.0|100
0|2022-01-08|864.0|0|864.0|0|6.0|0|0.0|100
0|2022-01-09|864.0|0|864.0|0|6.0|0|0.0|100
0|2022-01-10|864.0|0|864.0|0|6.0|0|0.0|100
0|2022-01-11|866.0|0|866.0|0|6.0|0|0.0|100
0|2022-01-12|870.0|0|870.0|0|6.0|0|0.0|100
0|2022-01-13|870.0|0|879.0|0|6.0|0|0.0|100
0|2022-01-14|886.0|0|886.0|0|6.0|0|0.0|100
0|2022-01-15|886.0|0|886.0|0|6.0|0|0.0|100
0|2022-01-16|886.0|0|886.0|0|6.0|0|0.0|100
0|2022-01-17|886.0|0|0.0|100|6.0|0|0.0|100
