|dates|Polk_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Polk_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Polk_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Polk_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Polk_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Polk_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Polk_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Polk_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-18|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-19|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-20|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-21|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-22|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-23|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-24|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-25|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-26|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-27|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-28|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-29|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-30|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-10-31|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-01|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-02|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-03|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-04|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-05|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-06|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-07|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-08|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-09|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-10|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-11|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-12|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-13|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-14|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-15|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-16|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-17|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-18|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-19|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-20|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-21|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-22|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-23|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-24|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-25|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-26|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-27|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-28|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-29|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-11-30|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-01|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-02|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-03|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-04|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-05|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-06|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-07|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-08|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-09|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-10|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-11|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-12|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-13|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-14|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-15|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-16|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-17|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-18|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-19|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-20|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-21|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-22|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
0|2021-12-23|8637.0|0|380.0|0|4.21426194965066|0|9017.0|0
