|dates|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Hopkins_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Hopkins_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Hopkins_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|8859.0|0|8860.0|0|208.0|0|0.0|100
0|2021-11-27|8859.0|0|8860.0|0|208.0|0|0.0|100
0|2021-11-28|8859.0|0|8860.0|0|208.0|0|0.0|100
0|2021-11-29|8925.0|0|8926.0|0|211.0|0|0.0|100
0|2021-11-30|8955.0|0|8956.0|0|212.0|0|0.0|100
0|2021-12-01|8994.0|0|8995.0|0|213.0|0|0.0|100
0|2021-12-02|8994.0|0|9010.0|0|213.0|0|0.0|100
0|2021-12-03|9038.0|0|9039.0|0|214.0|0|0.0|100
0|2021-12-04|9038.0|0|9039.0|0|214.0|0|0.0|100
0|2021-12-05|9038.0|0|9039.0|0|214.0|0|0.0|100
0|2021-12-06|9066.0|0|9067.0|0|216.0|0|0.0|100
0|2021-12-07|9096.0|0|9097.0|0|216.0|0|0.0|100
0|2021-12-08|9116.0|0|9117.0|0|216.0|0|0.0|100
0|2021-12-09|9146.0|0|9147.0|0|218.0|0|0.0|100
0|2021-12-10|9161.0|0|9162.0|0|218.0|0|0.0|100
0|2021-12-11|9161.0|0|9162.0|0|218.0|0|0.0|100
0|2021-12-12|9161.0|0|9162.0|0|218.0|0|0.0|100
0|2021-12-13|9205.0|0|9206.0|0|218.0|0|0.0|100
0|2021-12-14|9205.0|0|9217.0|0|218.0|0|0.0|100
0|2021-12-15|9251.0|0|9252.0|0|218.0|0|0.0|100
0|2021-12-16|9268.0|0|9269.0|0|218.0|0|0.0|100
0|2021-12-17|9290.0|0|9291.0|0|218.0|0|0.0|100
0|2021-12-18|9290.0|0|9291.0|0|218.0|0|0.0|100
0|2021-12-19|9290.0|0|9291.0|0|218.0|0|0.0|100
0|2021-12-20|9318.0|0|9319.0|0|218.0|0|0.0|100
0|2021-12-21|9341.0|0|9342.0|0|218.0|0|0.0|100
0|2021-12-22|9372.0|0|9373.0|0|218.0|0|0.0|100
0|2021-12-23|9372.0|0|9373.0|0|218.0|0|0.0|100
0|2021-12-24|9372.0|0|9373.0|0|218.0|0|0.0|100
0|2021-12-25|9372.0|0|9373.0|0|218.0|0|0.0|100
0|2021-12-26|9372.0|0|9373.0|0|218.0|0|0.0|100
0|2021-12-27|9436.0|0|9437.0|0|219.0|0|0.0|100
0|2021-12-28|9451.0|0|9452.0|0|219.0|0|0.0|100
0|2021-12-29|9506.0|0|9507.0|0|219.0|0|0.0|100
0|2021-12-30|9506.0|0|9507.0|0|219.0|0|0.0|100
0|2021-12-31|9506.0|0|9507.0|0|219.0|0|0.0|100
0|2022-01-01|9506.0|0|9507.0|0|219.0|0|0.0|100
0|2022-01-02|9506.0|0|9507.0|0|219.0|0|0.0|100
0|2022-01-03|9630.0|0|9631.0|0|221.0|0|0.0|100
0|2022-01-04|9657.0|0|9658.0|0|221.0|0|0.0|100
0|2022-01-05|9752.0|0|9753.0|0|221.0|0|0.0|100
0|2022-01-06|9841.0|0|9842.0|0|221.0|0|0.0|100
0|2022-01-07|9915.0|0|9916.0|0|222.0|0|0.0|100
0|2022-01-08|9915.0|0|9916.0|0|222.0|0|0.0|100
0|2022-01-09|9915.0|0|9916.0|0|222.0|0|0.0|100
0|2022-01-10|10040.0|0|10041.0|0|223.0|0|0.0|100
0|2022-01-11|10101.0|0|10102.0|0|223.0|0|0.0|100
0|2022-01-12|10242.0|0|10243.0|0|223.0|0|0.0|100
0|2022-01-13|10242.0|0|10332.0|0|223.0|0|0.0|100
0|2022-01-14|10495.0|0|10496.0|0|223.0|0|0.0|100
0|2022-01-15|10495.0|0|10496.0|0|223.0|0|0.0|100
0|2022-01-16|10495.0|0|10496.0|0|223.0|0|0.0|100
0|2022-01-17|10495.0|0|0.0|100|223.0|0|0.0|100
