|dates|Dutchess_NewYork_UnitedStates.JHU_ConfirmedCases.data|Dutchess_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Dutchess_NewYork_UnitedStates.NYT_ConfirmedCases.data|Dutchess_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Dutchess_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Dutchess_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Dutchess_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Dutchess_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|47719.0|0|47719.0|0|538.0|0|0.0|100
0|2022-01-04|48429.0|0|48429.0|0|541.0|0|0.0|100
0|2022-01-05|49214.0|0|49214.0|0|543.0|0|0.0|100
0|2022-01-06|50003.0|0|50003.0|0|543.0|0|0.0|100
0|2022-01-07|51105.0|0|51105.0|0|544.0|0|0.0|100
0|2022-01-08|52215.0|0|52215.0|0|547.0|0|0.0|100
0|2022-01-09|53157.0|0|53157.0|0|547.0|0|0.0|100
0|2022-01-10|53846.0|0|53846.0|0|552.0|0|0.0|100
0|2022-01-11|54355.0|0|54355.0|0|553.0|0|0.0|100
0|2022-01-12|55009.0|0|55009.0|0|556.0|0|0.0|100
0|2022-01-13|55009.0|0|55713.0|0|556.0|0|0.0|100
0|2022-01-14|56421.0|0|56421.0|0|558.0|0|0.0|100
0|2022-01-15|57058.0|0|57058.0|0|565.0|0|0.0|100
0|2022-01-16|57818.0|0|57818.0|0|567.0|0|0.0|100
0|2022-01-17|58133.0|0|0.0|100|568.0|0|0.0|100
