|dates|Bacon_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bacon_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bacon_Georgia_UnitedStates.NYT_ConfirmedCases.data|Bacon_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Bacon_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bacon_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bacon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bacon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2479.0|0|2483.0|0|55.0|0|0.0|100
0|2021-10-18|2483.0|0|2488.0|0|56.0|0|0.0|100
0|2021-10-19|2484.0|0|2489.0|0|56.0|0|0.0|100
0|2021-10-20|2493.0|0|2498.0|0|58.0|0|0.0|100
0|2021-10-21|2502.0|0|2507.0|0|58.0|0|0.0|100
0|2021-10-22|2511.0|0|2516.0|0|58.0|0|0.0|100
0|2021-10-23|2511.0|0|2516.0|0|58.0|0|0.0|100
0|2021-10-24|2511.0|0|2516.0|0|58.0|0|0.0|100
0|2021-10-25|2526.0|0|2532.0|0|58.0|0|0.0|100
0|2021-10-26|2539.0|0|2545.0|0|61.0|0|0.0|100
0|2021-10-27|2541.0|0|2547.0|0|61.0|0|0.0|100
0|2021-10-28|2547.0|0|2553.0|0|61.0|0|0.0|100
0|2021-10-29|2563.0|0|2569.0|0|61.0|0|0.0|100
0|2021-10-30|2563.0|0|2569.0|0|61.0|0|0.0|100
0|2021-10-31|2563.0|0|2569.0|0|61.0|0|0.0|100
0|2021-11-01|2590.0|0|2597.0|0|61.0|0|0.0|100
0|2021-11-02|2609.0|0|2616.0|0|61.0|0|0.0|100
0|2021-11-03|2613.0|0|2620.0|0|61.0|0|0.0|100
0|2021-11-04|2614.0|0|2621.0|0|61.0|0|0.0|100
0|2021-11-05|2616.0|0|2623.0|0|62.0|0|0.0|100
0|2021-11-06|2616.0|0|2623.0|0|62.0|0|0.0|100
0|2021-11-07|2616.0|0|2623.0|0|62.0|0|0.0|100
0|2021-11-08|2616.0|0|2624.0|0|62.0|0|0.0|100
0|2021-11-09|2620.0|0|2628.0|0|62.0|0|0.0|100
0|2021-11-10|2620.0|0|2628.0|0|62.0|0|0.0|100
0|2021-11-11|2620.0|0|2628.0|0|62.0|0|0.0|100
0|2021-11-12|2621.0|0|2629.0|0|62.0|0|0.0|100
0|2021-11-13|2621.0|0|2629.0|0|62.0|0|0.0|100
0|2021-11-14|2621.0|0|2629.0|0|62.0|0|0.0|100
0|2021-11-15|2622.0|0|2630.0|0|62.0|0|0.0|100
0|2021-11-16|2627.0|0|2635.0|0|62.0|0|0.0|100
0|2021-11-17|2629.0|0|2637.0|0|62.0|0|0.0|100
0|2021-11-18|2632.0|0|2640.0|0|62.0|0|0.0|100
0|2021-11-19|2633.0|0|2641.0|0|62.0|0|0.0|100
0|2021-11-20|2633.0|0|2641.0|0|62.0|0|0.0|100
0|2021-11-21|2633.0|0|2641.0|0|62.0|0|0.0|100
0|2021-11-22|2635.0|0|2642.0|0|62.0|0|0.0|100
0|2021-11-23|2637.0|0|2644.0|0|62.0|0|0.0|100
0|2021-11-24|2639.0|0|2646.0|0|62.0|0|0.0|100
0|2021-11-25|2639.0|0|2646.0|0|62.0|0|0.0|100
0|2021-11-26|2639.0|0|2646.0|0|62.0|0|0.0|100
0|2021-11-27|2639.0|0|2646.0|0|62.0|0|0.0|100
0|2021-11-28|2639.0|0|2646.0|0|62.0|0|0.0|100
0|2021-11-29|2640.0|0|2647.0|0|63.0|0|0.0|100
0|2021-11-30|2641.0|0|2648.0|0|63.0|0|0.0|100
0|2021-12-01|2643.0|0|2650.0|0|63.0|0|0.0|100
0|2021-12-02|2643.0|0|2651.0|0|63.0|0|0.0|100
0|2021-12-03|2646.0|0|2653.0|0|64.0|0|0.0|100
0|2021-12-04|2646.0|0|2653.0|0|64.0|0|0.0|100
0|2021-12-05|2646.0|0|2653.0|0|64.0|0|0.0|100
0|2021-12-06|2650.0|0|2657.0|0|64.0|0|0.0|100
0|2021-12-07|2650.0|0|2657.0|0|64.0|0|0.0|100
0|2021-12-08|2653.0|0|2660.0|0|64.0|0|0.0|100
0|2021-12-09|2655.0|0|2662.0|0|64.0|0|0.0|100
0|2021-12-10|2657.0|0|2664.0|0|64.0|0|0.0|100
0|2021-12-11|2657.0|0|2664.0|0|64.0|0|0.0|100
0|2021-12-12|2657.0|0|2664.0|0|64.0|0|0.0|100
0|2021-12-13|2660.0|0|2667.0|0|64.0|0|0.0|100
0|2021-12-14|2660.0|0|2670.0|0|64.0|0|0.0|100
0|2021-12-15|2666.0|0|2673.0|0|64.0|0|0.0|100
0|2021-12-16|2673.0|0|2680.0|0|64.0|0|0.0|100
0|2021-12-17|2673.0|0|2680.0|0|64.0|0|0.0|100
0|2021-12-18|2673.0|0|2680.0|0|64.0|0|0.0|100
0|2021-12-19|2673.0|0|2680.0|0|64.0|0|0.0|100
0|2021-12-20|2676.0|0|2683.0|0|64.0|0|0.0|100
0|2021-12-21|2677.0|0|2684.0|0|64.0|0|0.0|100
0|2021-12-22|2685.0|0|2692.0|0|64.0|0|0.0|100
0|2021-12-23|2686.0|0|2693.0|0|64.0|0|0.0|100
0|2021-12-24|2688.0|0|2695.0|0|64.0|0|0.0|100
0|2021-12-25|2688.0|0|2695.0|0|64.0|0|0.0|100
0|2021-12-26|2688.0|0|2695.0|0|64.0|0|0.0|100
0|2021-12-27|2691.0|0|2698.0|0|64.0|0|0.0|100
0|2021-12-28|2696.0|0|2703.0|0|64.0|0|0.0|100
0|2021-12-29|2704.0|0|2711.0|0|64.0|0|0.0|100
0|2021-12-30|2708.0|0|2715.0|0|64.0|0|0.0|100
0|2021-12-31|2713.0|0|2720.0|0|64.0|0|0.0|100
0|2022-01-01|2713.0|0|2720.0|0|64.0|0|0.0|100
0|2022-01-02|2713.0|0|2720.0|0|64.0|0|0.0|100
0|2022-01-03|2713.0|0|2720.0|0|64.0|0|0.0|100
0|2022-01-04|2734.0|0|2741.0|0|64.0|0|0.0|100
0|2022-01-05|2747.0|0|2754.0|0|64.0|0|0.0|100
0|2022-01-06|2747.0|0|2754.0|0|64.0|0|0.0|100
0|2022-01-07|2747.0|0|2754.0|0|64.0|0|0.0|100
0|2022-01-08|2747.0|0|2754.0|0|64.0|0|0.0|100
0|2022-01-09|2747.0|0|2754.0|0|64.0|0|0.0|100
0|2022-01-10|2799.0|0|2806.0|0|65.0|0|0.0|100
0|2022-01-11|2821.0|0|2828.0|0|65.0|0|0.0|100
0|2022-01-12|2838.0|0|2845.0|0|65.0|0|0.0|100
0|2022-01-13|2838.0|0|2871.0|0|65.0|0|0.0|100
0|2022-01-14|2880.0|0|2887.0|0|65.0|0|0.0|100
0|2022-01-15|2880.0|0|2887.0|0|65.0|0|0.0|100
0|2022-01-16|2880.0|0|2887.0|0|65.0|0|0.0|100
0|2022-01-17|2951.0|0|0.0|100|65.0|0|0.0|100
