|dates|Ingham_Michigan_UnitedStates.AveragePrecipitationTotal.data|Ingham_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Ingham_Michigan_UnitedStates.AveragePrecipitation.data|Ingham_Michigan_UnitedStates.AveragePrecipitation.missing|Ingham_Michigan_UnitedStates.AverageWindDirection.data|Ingham_Michigan_UnitedStates.AverageWindDirection.missing|Ingham_Michigan_UnitedStates.AverageWindSpeed.data|Ingham_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|262.9166666666667|0|7.604166666666667|0
0|2021-10-18|0.0|0|0.0|0|155.625|0|3.5729166666666665|0
0|2021-10-19|0.0|0|0.0|0|134.0625|0|3.4479166666666665|0
0|2021-10-20|0.0|0|0.0|0|130.9375|0|3.4270833333333335|0
0|2021-10-21|0.0|0|0.0|0|194.375|0|5.651041666666667|0
0|2021-10-22|0.0|0|0.0|0|99.47916666666667|0|1.8541666666666667|0
0|2021-10-23|0.0|0|0.0|0|174.79166666666666|0|4.0|0
0|2021-10-24|0.0|0|0.0|0|50.729166666666664|0|3.125|0
0|2021-10-25|0.0|0|0.0|0|77.5|0|10.895833333333334|0
0|2021-10-26|0.0|0|0.0|0|253.22916666666666|0|6.71875|0
0|2021-10-27|0.0|0|0.0|0|63.333333333333336|0|1.9895833333333333|0
0|2021-10-28|0.0|0|0.0|0|88.64583333333333|0|7.40625|0
0|2021-10-29|0.0|0|0.0|0|43.385416666666664|0|7.046875|0
0|2021-10-30|0.0|0|0.0|0|110.0|0|7.302083333333333|0
0|2021-10-31|0.0|0|0.0|0|266.25|0|6.614583333333333|0
0|2021-11-01|0.0|0|0.0|0|199.6875|0|6.104166666666667|0
0|2021-11-02|0.0|0|0.0|0|229.89583333333334|0|6.5|0
0|2021-11-03|0.0|0|0.0|0|95.3125|0|1.5520833333333333|0
0|2021-11-04|0.0|0|0.0|0|79.375|0|1.46875|0
0|2021-11-05|0.0|0|0.0|0|119.16666666666667|0|3.1145833333333335|0
0|2021-11-06|0.0|0|0.0|0|136.77083333333334|0|3.9270833333333335|0
0|2021-11-07|0.0|0|0.0|0|170.57291666666666|0|3.921875|0
0|2021-11-08|0.0|0|0.0|0|133.95833333333334|0|3.9791666666666665|0
0|2021-11-09|0.0|0|0.0|0|25.208333333333332|0|2.8125|0
0|2021-11-10|0.0|0|0.0|0|59.0625|0|2.6770833333333335|0
0|2021-11-11|0.0|0|0.0|0|160.0|0|9.53125|0
0|2021-11-12|0.0|0|0.0|0|188.02083333333334|0|7.145833333333333|0
0|2021-11-13|0.0|0|0.0|0|241.45833333333334|0|7.739583333333333|0
0|2021-11-14|0.0|0|0.0|0|223.64583333333334|0|6.5|0
0|2021-11-15|0.0|0|0.0|0|257.3958333333333|0|6.125|0
0|2021-11-16|0.0|0|0.0|0|93.54166666666667|0|4.755208333333333|0
0|2021-11-17|0.0|0|0.0|0|204.21875|0|8.572916666666666|0
0|2021-11-18|0.0|0|0.0|0|260.6770833333333|0|9.817708333333334|0
0|2021-11-19|0.0|0|0.0|0|216.5625|0|5.541666666666667|0
0|2021-11-20|0.0|0|0.0|0|148.64583333333334|0|6.25|0
0|2021-11-21|0.0|0|0.0|0|187.05208333333334|0|6.71875|0
0|2021-11-22|0.0|0|0.0|0|253.17708333333334|0|9.84375|0
0|2021-11-23|0.0|0|0.0|0|120.57291666666667|0|2.5208333333333335|0
0|2021-11-24|0.0|0|0.0|0|174.79166666666666|0|7.333333333333333|0
0|2021-11-25|0.0|0|0.0|0|192.08333333333334|0|5.739583333333333|0
0|2021-11-26|0.0|0|0.0|0|258.4375|0|9.8125|0
0|2021-11-27|0.0|0|0.0|0|91.25|0|3.4791666666666665|0
0|2021-11-28|0.0|0|0.0|0|266.7708333333333|0|9.09375|0
0|2021-11-29|0.0|0|0.0|0|138.4375|0|3.6458333333333335|0
0|2021-11-30|0.0|0|0.0|0|211.875|0|6.833333333333333|0
0|2021-12-01|0.0|0|0.0|0|161.97916666666666|0|6.5625|0
0|2021-12-02|0.0|0|0.0|0|264.7916666666667|0|11.447916666666666|0
0|2021-12-03|0.0|0|0.0|0|68.02083333333333|0|1.9583333333333333|0
0|2021-12-04|0.0|0|0.0|0|238.75|0|8.1875|0
0|2021-12-05|0.0|0|0.0|0|99.0625|0|6.3125|0
0|2021-12-06|0.0|0|0.0|0|263.6458333333333|0|12.197916666666666|0
0|2021-12-07|0.0|0|0.0|0|177.91666666666666|0|4.479166666666667|0
0|2021-12-08|0.0|0|0.0|0|146.5625|0|3.2291666666666665|0
0|2021-12-09|0.0|0|0.0|0|109.375|0|7.083333333333333|0
0|2021-12-10|0.0|0|0.0|0|65.9375|0|4.697916666666667|0
0|2021-12-11|0.0|0|0.0|0|227.60416666666666|0|13.25|0
0|2021-12-12|0.0|0|0.0|0|219.89583333333334|0|8.213541666666666|0
0|2021-12-13|0.0|0|0.0|0|166.19791666666666|0|5.567708333333333|0
0|2021-12-14|0.0|0|0.0|0|88.125|0|5.927083333333333|0
0|2021-12-15|0.0|0|0.0|0|172.29166666666666|0|9.697916666666666|0
0|2021-12-16|0.0|0|0.0|0|226.97916666666666|0|13.875|0
0|2021-12-17|0.0|0|0.0|0|178.85416666666666|0|5.677083333333333|0
0|2021-12-18|0.0|0|0.0|0|174.27083333333334|0|7.947916666666667|0
0|2021-12-19|0.0|0|0.0|0|134.58333333333334|0|3.1875|0
0|2021-12-20|0.0|0|0.0|0|187.5|0|5.09375|0
0|2021-12-21|0.0|0|0.0|0|136.04166666666666|0|5.625|0
0|2021-12-22|0.0|0|0.0|0|247.91666666666666|0|10.677083333333334|0
0|2021-12-23|0.0|0|0.0|0|98.64583333333333|0|6.1875|0
0|2021-12-24|0.0|0|0.0|0|125.98958333333333|0|6.223958333333333|0
0|2021-12-25|0.0|0|0.0|0|204.53125|0|4.963541666666667|0
0|2021-12-26|0.0|0|0.0|0|127.96875|0|4.083333333333333|0
0|2021-12-27|0.0|0|0.0|0|136.5625|0|8.3125|0
0|2021-12-28|0.0|0|0.0|0|108.22916666666667|0|4.53125|0
0|2021-12-29|0.0|0|0.0|0|193.64583333333334|0|5.010416666666667|0
0|2021-12-30|0.0|0|0.0|0|89.16666666666667|0|4.072916666666667|0
0|2021-12-31|0.0|0|0.0|0|100.41666666666667|0|3.28125|0
0|2022-01-01|0.0|0|0.0|0|36.25|0|9.958333333333334|0
0|2022-01-02|0.0|0|0.0|0|262.0833333333333|0|7.625|0
0|2022-01-03|0.0|0|0.0|0|107.08333333333333|0|2.5885416666666665|0
0|2022-01-04|0.0|0|0.0|0|165.52083333333334|0|7.458333333333333|0
0|2022-01-05|0.0|0|0.0|0|225.10416666666666|0|11.895833333333334|0
0|2022-01-06|0.0|0|0.0|0|229.58333333333334|0|8.041666666666666|0
0|2022-01-07|0.0|0|0.0|0|167.1875|0|3.7395833333333335|0
0|2022-01-08|0.0|0|0.0|0|152.70833333333334|0|9.166666666666666|0
0|2022-01-09|0.0|0|0.0|0|260.1041666666667|0|13.15625|0
0|2022-01-10|0.0|0|0.0|0|286.5625|0|15.46875|0
0|2022-01-11|0.0|0|0.0|0|147.5|0|7.416666666666667|0
0|2022-01-12|0.0|0|0.0|0|161.97916666666666|0|5.020833333333333|0
0|2022-01-13|0.0|0|0.0|0|121.97916666666667|0|3.3854166666666665|0
0|2022-01-14|0.0|0|0.0|0|47.083333333333336|0|9.354166666666666|0
0|2022-01-15|0.0|0|0.0|0|42.291666666666664|0|7.010416666666667|0
0|2022-01-16|0.0|0|0.0|0|40.520833333333336|0|1.5729166666666667|0
0|2022-01-17|0.0|0|0.0|0|303.0208333333333|0|9.989583333333334|0
