|dates|Highlands_Florida_UnitedStates.JHU_ConfirmedCases.data|Highlands_Florida_UnitedStates.JHU_ConfirmedCases.missing|Highlands_Florida_UnitedStates.NYT_ConfirmedCases.data|Highlands_Florida_UnitedStates.NYT_ConfirmedCases.missing|Highlands_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Highlands_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Highlands_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Highlands_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|15909.0|0|15811.0|0|366.0|0|0.0|100
0|2021-10-18|15909.0|0|15811.0|0|366.0|0|0.0|100
0|2021-10-19|15909.0|0|15811.0|0|366.0|0|0.0|100
0|2021-10-20|15909.0|0|15811.0|0|366.0|0|0.0|100
0|2021-10-21|15909.0|0|15811.0|0|366.0|0|0.0|100
0|2021-10-22|15980.0|0|15882.0|0|366.0|0|0.0|100
0|2021-10-23|15980.0|0|15882.0|0|366.0|0|0.0|100
0|2021-10-24|15980.0|0|15882.0|0|366.0|0|0.0|100
0|2021-10-25|15980.0|0|15882.0|0|366.0|0|0.0|100
0|2021-10-26|15980.0|0|15882.0|0|366.0|0|0.0|100
0|2021-10-27|15980.0|0|15882.0|0|366.0|0|0.0|100
0|2021-10-28|15980.0|0|15882.0|0|366.0|0|0.0|100
0|2021-10-29|16029.0|0|15931.0|0|366.0|0|0.0|100
0|2021-10-30|16029.0|0|15931.0|0|366.0|0|0.0|100
0|2021-10-31|16029.0|0|15931.0|0|366.0|0|0.0|100
0|2021-11-01|16029.0|0|15931.0|0|366.0|0|0.0|100
0|2021-11-02|16029.0|0|15931.0|0|366.0|0|0.0|100
0|2021-11-03|16029.0|0|15931.0|0|366.0|0|0.0|100
0|2021-11-04|16029.0|0|15931.0|0|366.0|0|0.0|100
0|2021-11-05|16069.0|0|15971.0|0|366.0|0|0.0|100
0|2021-11-06|16069.0|0|15971.0|0|366.0|0|0.0|100
0|2021-11-07|16069.0|0|15971.0|0|366.0|0|0.0|100
0|2021-11-08|16069.0|0|15971.0|0|366.0|0|0.0|100
0|2021-11-09|16069.0|0|15971.0|0|366.0|0|0.0|100
0|2021-11-10|16069.0|0|15971.0|0|366.0|0|0.0|100
0|2021-11-11|16069.0|0|15971.0|0|366.0|0|0.0|100
0|2021-11-12|16119.0|0|16021.0|0|366.0|0|0.0|100
0|2021-11-13|16119.0|0|16021.0|0|366.0|0|0.0|100
0|2021-11-14|16119.0|0|16021.0|0|366.0|0|0.0|100
0|2021-11-15|16119.0|0|16021.0|0|366.0|0|0.0|100
0|2021-11-16|16119.0|0|16021.0|0|366.0|0|0.0|100
0|2021-11-17|16119.0|0|16021.0|0|366.0|0|0.0|100
0|2021-11-18|16119.0|0|16021.0|0|366.0|0|0.0|100
0|2021-11-19|16150.0|0|16052.0|0|366.0|0|0.0|100
0|2021-11-20|16150.0|0|16052.0|0|366.0|0|0.0|100
0|2021-11-21|16150.0|0|16052.0|0|366.0|0|0.0|100
0|2021-11-22|16150.0|0|16052.0|0|366.0|0|0.0|100
0|2021-11-23|16150.0|0|16052.0|0|366.0|0|0.0|100
0|2021-11-24|16150.0|0|16052.0|0|366.0|0|0.0|100
0|2021-11-25|16150.0|0|16052.0|0|366.0|0|0.0|100
0|2021-11-26|16150.0|0|16052.0|0|366.0|0|0.0|100
0|2021-11-27|16150.0|0|16052.0|0|366.0|0|0.0|100
0|2021-11-28|16150.0|0|16052.0|0|366.0|0|0.0|100
0|2021-11-29|16150.0|0|16052.0|0|366.0|0|0.0|100
0|2021-11-30|16171.0|0|16073.0|0|366.0|0|0.0|100
0|2021-12-01|16171.0|0|16073.0|0|366.0|0|0.0|100
0|2021-12-02|16171.0|0|16073.0|0|366.0|0|0.0|100
0|2021-12-03|16197.0|0|16099.0|0|366.0|0|0.0|100
0|2021-12-04|16197.0|0|16099.0|0|366.0|0|0.0|100
0|2021-12-05|16197.0|0|16099.0|0|366.0|0|0.0|100
0|2021-12-06|16197.0|0|16099.0|0|366.0|0|0.0|100
0|2021-12-07|16197.0|0|16099.0|0|366.0|0|0.0|100
0|2021-12-08|16197.0|0|16099.0|0|366.0|0|0.0|100
0|2021-12-09|16197.0|0|16099.0|0|366.0|0|0.0|100
0|2021-12-10|16257.0|0|16159.0|0|366.0|0|0.0|100
0|2021-12-11|16257.0|0|16159.0|0|366.0|0|0.0|100
0|2021-12-12|16257.0|0|16159.0|0|366.0|0|0.0|100
0|2021-12-13|16257.0|0|16159.0|0|366.0|0|0.0|100
0|2021-12-14|16257.0|0|16159.0|0|366.0|0|0.0|100
0|2021-12-15|16257.0|0|16159.0|0|366.0|0|0.0|100
0|2021-12-16|16257.0|0|16159.0|0|366.0|0|0.0|100
0|2021-12-17|16302.0|0|16204.0|0|366.0|0|0.0|100
0|2021-12-18|16302.0|0|16204.0|0|366.0|0|0.0|100
0|2021-12-19|16302.0|0|16204.0|0|366.0|0|0.0|100
0|2021-12-20|16302.0|0|16204.0|0|366.0|0|0.0|100
0|2021-12-21|16302.0|0|16204.0|0|366.0|0|0.0|100
0|2021-12-22|16302.0|0|16204.0|0|366.0|0|0.0|100
0|2021-12-23|16302.0|0|16204.0|0|366.0|0|0.0|100
0|2021-12-24|16302.0|0|16343.0|0|366.0|0|0.0|100
0|2021-12-25|16441.0|0|16343.0|0|366.0|0|0.0|100
0|2021-12-26|16441.0|0|16343.0|0|366.0|0|0.0|100
0|2021-12-27|16441.0|0|16343.0|0|366.0|0|0.0|100
0|2021-12-28|16441.0|0|16343.0|0|366.0|0|0.0|100
0|2021-12-29|16441.0|0|16343.0|0|366.0|0|0.0|100
0|2021-12-30|16441.0|0|16343.0|0|366.0|0|0.0|100
0|2021-12-31|17070.0|0|16972.0|0|366.0|0|0.0|100
0|2022-01-01|17070.0|0|16972.0|0|366.0|0|0.0|100
0|2022-01-02|17070.0|0|16972.0|0|366.0|0|0.0|100
0|2022-01-03|17070.0|0|16972.0|0|366.0|0|0.0|100
0|2022-01-04|17070.0|0|16972.0|0|366.0|0|0.0|100
0|2022-01-05|17070.0|0|16972.0|0|366.0|0|0.0|100
0|2022-01-06|17070.0|0|16972.0|0|366.0|0|0.0|100
0|2022-01-07|18021.0|0|17923.0|0|366.0|0|0.0|100
0|2022-01-08|18021.0|0|17923.0|0|366.0|0|0.0|100
0|2022-01-09|18021.0|0|17923.0|0|366.0|0|0.0|100
0|2022-01-10|18021.0|0|17923.0|0|366.0|0|0.0|100
0|2022-01-11|18021.0|0|17923.0|0|366.0|0|0.0|100
0|2022-01-12|18021.0|0|17923.0|0|570.0|0|0.0|100
0|2022-01-13|18021.0|0|17923.0|0|570.0|0|0.0|100
0|2022-01-14|18021.0|0|19443.0|0|570.0|0|0.0|100
0|2022-01-15|19541.0|0|19443.0|0|570.0|0|0.0|100
0|2022-01-16|19541.0|0|19443.0|0|570.0|0|0.0|100
0|2022-01-17|19541.0|0|0.0|100|570.0|0|0.0|100
