|dates|Switzerland_Indiana_UnitedStates.JHU_ConfirmedCases.data|Switzerland_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Switzerland_Indiana_UnitedStates.NYT_ConfirmedCases.data|Switzerland_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Switzerland_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Switzerland_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Switzerland_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Switzerland_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1339.0|0|1340.0|0|11.0|0|0.0|100
0|2021-10-18|1342.0|0|1343.0|0|11.0|0|0.0|100
0|2021-10-19|1343.0|0|1344.0|0|11.0|0|0.0|100
0|2021-10-20|1348.0|0|1349.0|0|11.0|0|0.0|100
0|2021-10-21|1349.0|0|1350.0|0|11.0|0|0.0|100
0|2021-10-22|1350.0|0|1351.0|0|11.0|0|0.0|100
0|2021-10-23|1350.0|0|1351.0|0|11.0|0|0.0|100
0|2021-10-24|1350.0|0|1351.0|0|11.0|0|0.0|100
0|2021-10-25|1353.0|0|1354.0|0|11.0|0|0.0|100
0|2021-10-26|1356.0|0|1357.0|0|11.0|0|0.0|100
0|2021-10-27|1360.0|0|1361.0|0|11.0|0|0.0|100
0|2021-10-28|1364.0|0|1365.0|0|11.0|0|0.0|100
0|2021-10-29|1365.0|0|1366.0|0|11.0|0|0.0|100
0|2021-10-30|1365.0|0|1366.0|0|11.0|0|0.0|100
0|2021-10-31|1365.0|0|1366.0|0|11.0|0|0.0|100
0|2021-11-01|1366.0|0|1367.0|0|11.0|0|0.0|100
0|2021-11-02|1368.0|0|1369.0|0|11.0|0|0.0|100
0|2021-11-03|1371.0|0|1372.0|0|11.0|0|0.0|100
0|2021-11-04|1372.0|0|1373.0|0|11.0|0|0.0|100
0|2021-11-05|1374.0|0|1375.0|0|12.0|0|0.0|100
0|2021-11-06|1374.0|0|1375.0|0|12.0|0|0.0|100
0|2021-11-07|1374.0|0|1375.0|0|12.0|0|0.0|100
0|2021-11-08|1374.0|0|1375.0|0|12.0|0|0.0|100
0|2021-11-09|1375.0|0|1376.0|0|12.0|0|0.0|100
0|2021-11-10|1375.0|0|1381.0|0|12.0|0|0.0|100
0|2021-11-11|1388.0|0|1389.0|0|12.0|0|0.0|100
0|2021-11-12|1389.0|0|1390.0|0|12.0|0|0.0|100
0|2021-11-13|1389.0|0|1390.0|0|12.0|0|0.0|100
0|2021-11-14|1389.0|0|1390.0|0|12.0|0|0.0|100
0|2021-11-15|1393.0|0|1394.0|0|12.0|0|0.0|100
0|2021-11-16|1399.0|0|1400.0|0|12.0|0|0.0|100
0|2021-11-17|1406.0|0|1407.0|0|12.0|0|0.0|100
0|2021-11-18|1414.0|0|1415.0|0|12.0|0|0.0|100
0|2021-11-19|1421.0|0|1422.0|0|12.0|0|0.0|100
0|2021-11-20|1421.0|0|1422.0|0|12.0|0|0.0|100
0|2021-11-21|1421.0|0|1422.0|0|12.0|0|0.0|100
0|2021-11-22|1428.0|0|1429.0|0|12.0|0|0.0|100
0|2021-11-23|1430.0|0|1431.0|0|12.0|0|0.0|100
0|2021-11-24|1437.0|0|1438.0|0|12.0|0|0.0|100
0|2021-11-25|1437.0|0|1438.0|0|12.0|0|0.0|100
0|2021-11-26|1437.0|0|1438.0|0|12.0|0|0.0|100
0|2021-11-27|1437.0|0|1438.0|0|12.0|0|0.0|100
0|2021-11-28|1437.0|0|1438.0|0|12.0|0|0.0|100
0|2021-11-29|1451.0|0|1452.0|0|12.0|0|0.0|100
0|2021-11-30|1456.0|0|1457.0|0|12.0|0|0.0|100
0|2021-12-01|1468.0|0|1469.0|0|12.0|0|0.0|100
0|2021-12-02|1468.0|0|1473.0|0|12.0|0|0.0|100
0|2021-12-03|1476.0|0|1477.0|0|12.0|0|0.0|100
0|2021-12-04|1476.0|0|1477.0|0|12.0|0|0.0|100
0|2021-12-05|1476.0|0|1477.0|0|12.0|0|0.0|100
0|2021-12-06|1494.0|0|1495.0|0|12.0|0|0.0|100
0|2021-12-07|1496.0|0|1497.0|0|12.0|0|0.0|100
0|2021-12-08|1505.0|0|1506.0|0|13.0|0|0.0|100
0|2021-12-09|1510.0|0|1511.0|0|13.0|0|0.0|100
0|2021-12-10|1520.0|0|1521.0|0|13.0|0|0.0|100
0|2021-12-11|1520.0|0|1521.0|0|13.0|0|0.0|100
0|2021-12-12|1520.0|0|1521.0|0|13.0|0|0.0|100
0|2021-12-13|1526.0|0|1527.0|0|14.0|0|0.0|100
0|2021-12-14|1526.0|0|1532.0|0|14.0|0|0.0|100
0|2021-12-15|1546.0|0|1547.0|0|14.0|0|0.0|100
0|2021-12-16|1561.0|0|1562.0|0|14.0|0|0.0|100
0|2021-12-17|1569.0|0|1570.0|0|14.0|0|0.0|100
0|2021-12-18|1569.0|0|1570.0|0|14.0|0|0.0|100
0|2021-12-19|1569.0|0|1570.0|0|14.0|0|0.0|100
0|2021-12-20|1579.0|0|1580.0|0|14.0|0|0.0|100
0|2021-12-21|1577.0|0|1578.0|0|14.0|0|0.0|100
0|2021-12-22|1580.0|0|1581.0|0|14.0|0|0.0|100
0|2021-12-23|1580.0|0|1581.0|0|14.0|0|0.0|100
0|2021-12-24|1580.0|0|1581.0|0|14.0|0|0.0|100
0|2021-12-25|1580.0|0|1581.0|0|14.0|0|0.0|100
0|2021-12-26|1580.0|0|1581.0|0|14.0|0|0.0|100
