|dates|Wilson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Wilson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Wilson_Kansas_UnitedStates.NYT_ConfirmedCases.data|Wilson_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Wilson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Wilson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Wilson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Wilson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1473.0|0|1473.0|0|33.0|0|0.0|100
0|2021-10-18|1484.0|0|1484.0|0|33.0|0|0.0|100
0|2021-10-19|1484.0|0|1484.0|0|33.0|0|0.0|100
0|2021-10-20|1501.0|0|1501.0|0|33.0|0|0.0|100
0|2021-10-21|1501.0|0|1501.0|0|33.0|0|0.0|100
0|2021-10-22|1514.0|0|1514.0|0|33.0|0|0.0|100
0|2021-10-23|1514.0|0|1514.0|0|33.0|0|0.0|100
0|2021-10-24|1514.0|0|1514.0|0|33.0|0|0.0|100
0|2021-10-25|1530.0|0|1530.0|0|33.0|0|0.0|100
0|2021-10-26|1530.0|0|1530.0|0|33.0|0|0.0|100
0|2021-10-27|1546.0|0|1546.0|0|33.0|0|0.0|100
0|2021-10-28|1546.0|0|1546.0|0|33.0|0|0.0|100
0|2021-10-29|1553.0|0|1553.0|0|33.0|0|0.0|100
0|2021-10-30|1553.0|0|1553.0|0|33.0|0|0.0|100
0|2021-10-31|1553.0|0|1553.0|0|33.0|0|0.0|100
0|2021-11-01|1559.0|0|1559.0|0|33.0|0|0.0|100
0|2021-11-02|1559.0|0|1559.0|0|33.0|0|0.0|100
0|2021-11-03|1568.0|0|1568.0|0|33.0|0|0.0|100
0|2021-11-04|1568.0|0|1568.0|0|33.0|0|0.0|100
0|2021-11-05|1571.0|0|1571.0|0|33.0|0|0.0|100
0|2021-11-06|1571.0|0|1571.0|0|33.0|0|0.0|100
0|2021-11-07|1571.0|0|1571.0|0|33.0|0|0.0|100
0|2021-11-08|1579.0|0|1579.0|0|33.0|0|0.0|100
0|2021-11-09|1579.0|0|1579.0|0|33.0|0|0.0|100
0|2021-11-10|1579.0|0|1587.0|0|33.0|0|0.0|100
0|2021-11-11|1587.0|0|1587.0|0|34.0|0|0.0|100
0|2021-11-12|1600.0|0|1600.0|0|34.0|0|0.0|100
0|2021-11-13|1600.0|0|1600.0|0|34.0|0|0.0|100
0|2021-11-14|1600.0|0|1600.0|0|34.0|0|0.0|100
0|2021-11-15|1604.0|0|1604.0|0|34.0|0|0.0|100
0|2021-11-16|1604.0|0|1604.0|0|34.0|0|0.0|100
0|2021-11-17|1608.0|0|1608.0|0|34.0|0|0.0|100
0|2021-11-18|1608.0|0|1608.0|0|34.0|0|0.0|100
0|2021-11-19|1625.0|0|1625.0|0|34.0|0|0.0|100
0|2021-11-20|1625.0|0|1625.0|0|34.0|0|0.0|100
0|2021-11-21|1625.0|0|1625.0|0|34.0|0|0.0|100
0|2021-11-22|1632.0|0|1632.0|0|34.0|0|0.0|100
0|2021-11-23|1632.0|0|1632.0|0|34.0|0|0.0|100
0|2021-11-24|1632.0|0|1638.0|0|34.0|0|0.0|100
0|2021-11-25|1638.0|0|1638.0|0|34.0|0|0.0|100
0|2021-11-26|1638.0|0|1638.0|0|34.0|0|0.0|100
0|2021-11-27|1638.0|0|1638.0|0|34.0|0|0.0|100
0|2021-11-28|1638.0|0|1638.0|0|34.0|0|0.0|100
0|2021-11-29|1656.0|0|1656.0|0|34.0|0|0.0|100
0|2021-11-30|1656.0|0|1656.0|0|34.0|0|0.0|100
0|2021-12-01|1679.0|0|1679.0|0|34.0|0|0.0|100
0|2021-12-02|1679.0|0|1679.0|0|34.0|0|0.0|100
0|2021-12-03|1679.0|0|1692.0|0|34.0|0|0.0|100
0|2021-12-04|1692.0|0|1692.0|0|34.0|0|0.0|100
0|2021-12-05|1692.0|0|1692.0|0|34.0|0|0.0|100
0|2021-12-06|1697.0|0|1697.0|0|34.0|0|0.0|100
0|2021-12-07|1697.0|0|1697.0|0|34.0|0|0.0|100
0|2021-12-08|1709.0|0|1709.0|0|34.0|0|0.0|100
0|2021-12-09|1709.0|0|1709.0|0|34.0|0|0.0|100
0|2021-12-10|1732.0|0|1732.0|0|34.0|0|0.0|100
0|2021-12-11|1732.0|0|1732.0|0|34.0|0|0.0|100
0|2021-12-12|1732.0|0|1732.0|0|34.0|0|0.0|100
0|2021-12-13|1746.0|0|1746.0|0|34.0|0|0.0|100
0|2021-12-14|1746.0|0|1746.0|0|34.0|0|0.0|100
0|2021-12-15|1773.0|0|1773.0|0|34.0|0|0.0|100
0|2021-12-16|1773.0|0|1773.0|0|34.0|0|0.0|100
0|2021-12-17|1801.0|0|1801.0|0|34.0|0|0.0|100
0|2021-12-18|1801.0|0|1801.0|0|34.0|0|0.0|100
0|2021-12-19|1801.0|0|1801.0|0|34.0|0|0.0|100
0|2021-12-20|1813.0|0|1813.0|0|34.0|0|0.0|100
0|2021-12-21|1813.0|0|1813.0|0|34.0|0|0.0|100
0|2021-12-22|1834.0|0|1834.0|0|34.0|0|0.0|100
0|2021-12-23|1834.0|0|1834.0|0|34.0|0|0.0|100
0|2021-12-24|1834.0|0|1834.0|0|34.0|0|0.0|100
0|2021-12-25|1834.0|0|1834.0|0|34.0|0|0.0|100
0|2021-12-26|1834.0|0|1834.0|0|34.0|0|0.0|100
0|2021-12-27|1861.0|0|1861.0|0|34.0|0|0.0|100
