|dates|Washington_Idaho_UnitedStates.JHU_ConfirmedCases.data|Washington_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Washington_Idaho_UnitedStates.NYT_ConfirmedCases.data|Washington_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Washington_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1801.0|0|1801.0|0|41.0|0|0.0|100
0|2021-10-18|1803.0|0|1803.0|0|43.0|0|0.0|100
0|2021-10-19|1809.0|0|1809.0|0|43.0|0|0.0|100
0|2021-10-20|1815.0|0|1815.0|0|43.0|0|0.0|100
0|2021-10-21|1819.0|0|1819.0|0|44.0|0|0.0|100
0|2021-10-22|1826.0|0|1826.0|0|44.0|0|0.0|100
0|2021-10-23|1836.0|0|1836.0|0|44.0|0|0.0|100
0|2021-10-24|1838.0|0|1838.0|0|44.0|0|0.0|100
0|2021-10-25|1842.0|0|1842.0|0|44.0|0|0.0|100
0|2021-10-26|1846.0|0|1846.0|0|46.0|0|0.0|100
0|2021-10-27|1862.0|0|1862.0|0|46.0|0|0.0|100
0|2021-10-28|1866.0|0|1866.0|0|46.0|0|0.0|100
0|2021-10-29|1872.0|0|1872.0|0|46.0|0|0.0|100
0|2021-10-30|1873.0|0|1873.0|0|46.0|0|0.0|100
0|2021-10-31|1873.0|0|1873.0|0|46.0|0|0.0|100
0|2021-11-01|1874.0|0|1874.0|0|47.0|0|0.0|100
0|2021-11-02|1888.0|0|1888.0|0|47.0|0|0.0|100
0|2021-11-03|1892.0|0|1892.0|0|47.0|0|0.0|100
0|2021-11-04|1891.0|0|1891.0|0|47.0|0|0.0|100
0|2021-11-05|1892.0|0|1892.0|0|47.0|0|0.0|100
0|2021-11-06|1892.0|0|1892.0|0|47.0|0|0.0|100
0|2021-11-07|1892.0|0|1892.0|0|47.0|0|0.0|100
0|2021-11-08|1892.0|0|1892.0|0|47.0|0|0.0|100
0|2021-11-09|1896.0|0|1896.0|0|47.0|0|0.0|100
0|2021-11-10|1896.0|0|1896.0|0|47.0|0|0.0|100
0|2021-11-11|1896.0|0|1896.0|0|47.0|0|0.0|100
0|2021-11-12|1898.0|0|1896.0|0|47.0|0|0.0|100
0|2021-11-13|1899.0|0|1898.0|0|47.0|0|0.0|100
0|2021-11-14|1899.0|0|1899.0|0|47.0|0|0.0|100
0|2021-11-15|1903.0|0|1903.0|0|47.0|0|0.0|100
0|2021-11-16|1904.0|0|1904.0|0|47.0|0|0.0|100
0|2021-11-17|1905.0|0|1905.0|0|47.0|0|0.0|100
0|2021-11-18|1909.0|0|1909.0|0|47.0|0|0.0|100
0|2021-11-19|1910.0|0|1909.0|0|47.0|0|0.0|100
0|2021-11-20|1910.0|0|1910.0|0|47.0|0|0.0|100
0|2021-11-21|1910.0|0|1910.0|0|47.0|0|0.0|100
0|2021-11-22|1912.0|0|1912.0|0|47.0|0|0.0|100
0|2021-11-23|1913.0|0|1913.0|0|47.0|0|0.0|100
0|2021-11-24|1913.0|0|1913.0|0|47.0|0|0.0|100
0|2021-11-25|1913.0|0|1913.0|0|47.0|0|0.0|100
0|2021-11-26|1913.0|0|1913.0|0|47.0|0|0.0|100
0|2021-11-27|1913.0|0|1913.0|0|47.0|0|0.0|100
0|2021-11-28|1913.0|0|1913.0|0|47.0|0|0.0|100
0|2021-11-29|1912.0|0|1912.0|0|47.0|0|0.0|100
0|2021-11-30|1913.0|0|1913.0|0|47.0|0|0.0|100
0|2021-12-01|1914.0|0|1914.0|0|47.0|0|0.0|100
0|2021-12-02|1914.0|0|1919.0|0|47.0|0|0.0|100
0|2021-12-03|1921.0|0|1919.0|0|47.0|0|0.0|100
0|2021-12-04|1922.0|0|1922.0|0|47.0|0|0.0|100
0|2021-12-05|1922.0|0|1922.0|0|47.0|0|0.0|100
0|2021-12-06|1927.0|0|1927.0|0|47.0|0|0.0|100
0|2021-12-07|1929.0|0|1929.0|0|47.0|0|0.0|100
0|2021-12-08|1930.0|0|1930.0|0|47.0|0|0.0|100
0|2021-12-09|1930.0|0|1930.0|0|47.0|0|0.0|100
0|2021-12-10|1930.0|0|1930.0|0|47.0|0|0.0|100
0|2021-12-11|1932.0|0|1932.0|0|47.0|0|0.0|100
0|2021-12-12|1932.0|0|1932.0|0|47.0|0|0.0|100
0|2021-12-13|1934.0|0|1934.0|0|47.0|0|0.0|100
0|2021-12-14|1934.0|0|1936.0|0|47.0|0|0.0|100
0|2021-12-15|1937.0|0|1937.0|0|47.0|0|0.0|100
0|2021-12-16|1937.0|0|1937.0|0|47.0|0|0.0|100
0|2021-12-17|1937.0|0|1937.0|0|47.0|0|0.0|100
0|2021-12-18|1939.0|0|1939.0|0|47.0|0|0.0|100
0|2021-12-19|1939.0|0|1939.0|0|47.0|0|0.0|100
0|2021-12-20|1939.0|0|1939.0|0|47.0|0|0.0|100
0|2021-12-21|1939.0|0|1939.0|0|47.0|0|0.0|100
0|2021-12-22|1941.0|0|1941.0|0|47.0|0|0.0|100
0|2021-12-23|1943.0|0|1943.0|0|47.0|0|0.0|100
0|2021-12-24|1943.0|0|1943.0|0|47.0|0|0.0|100
0|2021-12-25|1943.0|0|1943.0|0|47.0|0|0.0|100
0|2021-12-26|1943.0|0|1943.0|0|47.0|0|0.0|100
0|2021-12-27|1947.0|0|1947.0|0|47.0|0|0.0|100
0|2021-12-28|1947.0|0|1947.0|0|47.0|0|0.0|100
0|2021-12-29|1948.0|0|1948.0|0|47.0|0|0.0|100
0|2021-12-30|1949.0|0|1949.0|0|47.0|0|0.0|100
0|2021-12-31|1949.0|0|1949.0|0|47.0|0|0.0|100
0|2022-01-01|1949.0|0|1949.0|0|47.0|0|0.0|100
0|2022-01-02|1949.0|0|1949.0|0|47.0|0|0.0|100
0|2022-01-03|1951.0|0|1951.0|0|48.0|0|0.0|100
0|2022-01-04|1955.0|0|1955.0|0|48.0|0|0.0|100
0|2022-01-05|1957.0|0|1957.0|0|50.0|0|0.0|100
0|2022-01-06|1959.0|0|1959.0|0|50.0|0|0.0|100
0|2022-01-07|1962.0|0|1962.0|0|50.0|0|0.0|100
0|2022-01-08|1962.0|0|1962.0|0|50.0|0|0.0|100
