|dates|Clinton_Indiana_UnitedStates.JHU_ConfirmedCases.data|Clinton_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Indiana_UnitedStates.NYT_ConfirmedCases.data|Clinton_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Clinton_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5671.0|0|5677.0|0|71.0|0|0.0|100
0|2021-10-18|5702.0|0|5708.0|0|71.0|0|0.0|100
0|2021-10-19|5713.0|0|5719.0|0|71.0|0|0.0|100
0|2021-10-20|5721.0|0|5727.0|0|71.0|0|0.0|100
0|2021-10-21|5749.0|0|5755.0|0|71.0|0|0.0|100
0|2021-10-22|5761.0|0|5767.0|0|71.0|0|0.0|100
0|2021-10-23|5761.0|0|5767.0|0|71.0|0|0.0|100
0|2021-10-24|5761.0|0|5767.0|0|71.0|0|0.0|100
0|2021-10-25|5792.0|0|5798.0|0|71.0|0|0.0|100
0|2021-10-26|5797.0|0|5803.0|0|72.0|0|0.0|100
0|2021-10-27|5804.0|0|5810.0|0|72.0|0|0.0|100
0|2021-10-28|5818.0|0|5824.0|0|72.0|0|0.0|100
0|2021-10-29|5833.0|0|5839.0|0|72.0|0|0.0|100
0|2021-10-30|5833.0|0|5839.0|0|72.0|0|0.0|100
0|2021-10-31|5833.0|0|5839.0|0|72.0|0|0.0|100
0|2021-11-01|5851.0|0|5857.0|0|73.0|0|0.0|100
0|2021-11-02|5856.0|0|5862.0|0|73.0|0|0.0|100
0|2021-11-03|5868.0|0|5874.0|0|74.0|0|0.0|100
0|2021-11-04|5893.0|0|5899.0|0|74.0|0|0.0|100
0|2021-11-05|5899.0|0|5905.0|0|74.0|0|0.0|100
0|2021-11-06|5899.0|0|5905.0|0|74.0|0|0.0|100
0|2021-11-07|5899.0|0|5905.0|0|74.0|0|0.0|100
0|2021-11-08|5924.0|0|5930.0|0|74.0|0|0.0|100
0|2021-11-09|5936.0|0|5942.0|0|75.0|0|0.0|100
0|2021-11-10|5947.0|0|5953.0|0|75.0|0|0.0|100
0|2021-11-11|5980.0|0|5986.0|0|75.0|0|0.0|100
0|2021-11-12|5995.0|0|6001.0|0|75.0|0|0.0|100
0|2021-11-13|5995.0|0|6001.0|0|75.0|0|0.0|100
0|2021-11-14|5995.0|0|6001.0|0|75.0|0|0.0|100
0|2021-11-15|6022.0|0|6028.0|0|75.0|0|0.0|100
0|2021-11-16|6035.0|0|6041.0|0|75.0|0|0.0|100
0|2021-11-17|6051.0|0|6057.0|0|75.0|0|0.0|100
0|2021-11-18|6070.0|0|6076.0|0|75.0|0|0.0|100
0|2021-11-19|6083.0|0|6089.0|0|76.0|0|0.0|100
0|2021-11-20|6083.0|0|6089.0|0|76.0|0|0.0|100
0|2021-11-21|6083.0|0|6089.0|0|76.0|0|0.0|100
0|2021-11-22|6121.0|0|6127.0|0|76.0|0|0.0|100
0|2021-11-23|6133.0|0|6139.0|0|76.0|0|0.0|100
0|2021-11-24|6141.0|0|6147.0|0|76.0|0|0.0|100
0|2021-11-25|6141.0|0|6147.0|0|76.0|0|0.0|100
0|2021-11-26|6141.0|0|6147.0|0|76.0|0|0.0|100
0|2021-11-27|6141.0|0|6147.0|0|76.0|0|0.0|100
0|2021-11-28|6141.0|0|6147.0|0|76.0|0|0.0|100
0|2021-11-29|6189.0|0|6195.0|0|76.0|0|0.0|100
0|2021-11-30|6198.0|0|6204.0|0|77.0|0|0.0|100
0|2021-12-01|6221.0|0|6227.0|0|77.0|0|0.0|100
0|2021-12-02|6245.0|0|6251.0|0|79.0|0|0.0|100
0|2021-12-03|6271.0|0|6278.0|0|79.0|0|0.0|100
0|2021-12-04|6271.0|0|6278.0|0|79.0|0|0.0|100
0|2021-12-05|6271.0|0|6278.0|0|79.0|0|0.0|100
0|2021-12-06|6331.0|0|6338.0|0|79.0|0|0.0|100
0|2021-12-07|6349.0|0|6356.0|0|80.0|0|0.0|100
0|2021-12-08|6386.0|0|6393.0|0|81.0|0|0.0|100
0|2021-12-09|6407.0|0|6414.0|0|81.0|0|0.0|100
0|2021-12-10|6443.0|0|6450.0|0|81.0|0|0.0|100
0|2021-12-11|6443.0|0|6450.0|0|81.0|0|0.0|100
0|2021-12-12|6443.0|0|6450.0|0|81.0|0|0.0|100
0|2021-12-13|6494.0|0|6501.0|0|82.0|0|0.0|100
0|2021-12-14|6494.0|0|6526.0|0|82.0|0|0.0|100
0|2021-12-15|6542.0|0|6549.0|0|82.0|0|0.0|100
0|2021-12-16|6587.0|0|6594.0|0|84.0|0|0.0|100
0|2021-12-17|6626.0|0|6633.0|0|84.0|0|0.0|100
0|2021-12-18|6626.0|0|6633.0|0|84.0|0|0.0|100
0|2021-12-19|6626.0|0|6633.0|0|84.0|0|0.0|100
0|2021-12-20|6690.0|0|6697.0|0|84.0|0|0.0|100
0|2021-12-21|6711.0|0|6718.0|0|84.0|0|0.0|100
0|2021-12-22|6723.0|0|6730.0|0|84.0|0|0.0|100
0|2021-12-23|6723.0|0|6730.0|0|84.0|0|0.0|100
0|2021-12-24|6723.0|0|6730.0|0|84.0|0|0.0|100
0|2021-12-25|6723.0|0|6730.0|0|84.0|0|0.0|100
0|2021-12-26|6723.0|0|6730.0|0|84.0|0|0.0|100
0|2021-12-27|6878.0|0|6885.0|0|84.0|0|0.0|100
0|2021-12-28|6900.0|0|6907.0|0|85.0|0|0.0|100
0|2021-12-29|6923.0|0|6930.0|0|86.0|0|0.0|100
0|2021-12-30|6958.0|0|6965.0|0|86.0|0|0.0|100
0|2021-12-31|6958.0|0|6965.0|0|86.0|0|0.0|100
0|2022-01-01|6958.0|0|6965.0|0|86.0|0|0.0|100
0|2022-01-02|6958.0|0|6965.0|0|86.0|0|0.0|100
0|2022-01-03|7111.0|0|7118.0|0|86.0|0|0.0|100
0|2022-01-04|7124.0|0|7131.0|0|88.0|0|0.0|100
0|2022-01-05|7181.0|0|7188.0|0|89.0|0|0.0|100
0|2022-01-06|7237.0|0|7244.0|0|91.0|0|0.0|100
0|2022-01-07|7323.0|0|7330.0|0|91.0|0|0.0|100
0|2022-01-08|7323.0|0|7330.0|0|91.0|0|0.0|100
0|2022-01-09|7323.0|0|7330.0|0|91.0|0|0.0|100
0|2022-01-10|7503.0|0|7511.0|0|92.0|0|0.0|100
0|2022-01-11|7529.0|0|7537.0|0|93.0|0|0.0|100
0|2022-01-12|7610.0|0|7618.0|0|93.0|0|0.0|100
0|2022-01-13|7610.0|0|7740.0|0|93.0|0|0.0|100
0|2022-01-14|7784.0|0|7792.0|0|93.0|0|0.0|100
0|2022-01-15|7784.0|0|7792.0|0|93.0|0|0.0|100
0|2022-01-16|7784.0|0|7792.0|0|93.0|0|0.0|100
0|2022-01-17|7929.0|0|0.0|100|94.0|0|0.0|100
