|dates|Ray_Missouri_UnitedStates.BLS_EmployedPopulation.data|Ray_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Ray_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Ray_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Ray_Missouri_UnitedStates.BLS_UnemploymentRate.data|Ray_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Ray_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Ray_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-18|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-19|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-20|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-21|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-22|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-23|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-24|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-25|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-26|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-27|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-28|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-29|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-30|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-10-31|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-01|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-02|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-03|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-04|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-05|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-06|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-07|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-08|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-09|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-10|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-11|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-12|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-13|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-14|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-15|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-16|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-17|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-18|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-19|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-20|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-21|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-22|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-23|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-24|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-25|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-26|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-27|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-28|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-29|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-11-30|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-01|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-02|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-03|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-04|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-05|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-06|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-07|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-08|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-09|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-10|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-11|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-12|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-13|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-14|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-15|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-16|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-17|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-18|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-19|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-20|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-21|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
0|2021-12-22|10671.0|0|1171.0|0|9.888532342509711|0|11842.0|0
