|dates|Middlesex_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Middlesex_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Middlesex_Massachusetts_UnitedStates.Male_Total_Population.data|Middlesex_Massachusetts_UnitedStates.Male_Total_Population.missing|Middlesex_Massachusetts_UnitedStates.Female_Total_Population.data|Middlesex_Massachusetts_UnitedStates.Female_Total_Population.missing|Middlesex_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Middlesex_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-18|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-19|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-20|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-21|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-22|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-23|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-24|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-25|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-26|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-27|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-28|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-29|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-30|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-10-31|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-01|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-02|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-03|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-04|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-05|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-06|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-07|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-08|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-09|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-10|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-11|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-12|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-13|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-14|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-15|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-16|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-17|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-18|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-19|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-20|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-21|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-22|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-23|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-24|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-25|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-26|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-27|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-28|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-29|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-11-30|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-01|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-02|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-03|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-04|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-05|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-06|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-07|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-08|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-09|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-10|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-11|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-12|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-13|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-14|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-15|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-16|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-17|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-18|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-19|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-20|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-21|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-22|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-23|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-24|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-25|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-26|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-27|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-28|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-29|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-30|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2021-12-31|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-01|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-02|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-03|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-04|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-05|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-06|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-07|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-08|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-09|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-10|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-11|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-12|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-13|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-14|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-15|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-16|246388.0|0|790488.0|0|824226.0|0|318831.0|0
0|2022-01-17|246388.0|0|790488.0|0|824226.0|0|318831.0|0
