|dates|Iron_Missouri_UnitedStates.JHU_ConfirmedCases.data|Iron_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Iron_Missouri_UnitedStates.NYT_ConfirmedCases.data|Iron_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Iron_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Iron_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Iron_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Iron_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1352.0|0|1352.0|0|14.0|0|0.0|100
0|2021-10-18|1352.0|0|1352.0|0|14.0|0|0.0|100
0|2021-10-19|1352.0|0|1352.0|0|14.0|0|0.0|100
0|2021-10-20|1353.0|0|1353.0|0|14.0|0|0.0|100
0|2021-10-21|1353.0|0|1353.0|0|14.0|0|0.0|100
0|2021-10-22|1355.0|0|1355.0|0|14.0|0|0.0|100
0|2021-10-23|1355.0|0|1355.0|0|14.0|0|0.0|100
0|2021-10-24|1355.0|0|1355.0|0|14.0|0|0.0|100
0|2021-10-25|1355.0|0|1355.0|0|14.0|0|0.0|100
0|2021-10-26|1358.0|0|1358.0|0|14.0|0|0.0|100
0|2021-10-27|1362.0|0|1362.0|0|14.0|0|0.0|100
0|2021-10-28|1365.0|0|1365.0|0|14.0|0|0.0|100
0|2021-10-29|1367.0|0|1367.0|0|14.0|0|0.0|100
0|2021-10-30|1371.0|0|1371.0|0|13.0|0|0.0|100
0|2021-10-31|1371.0|0|1371.0|0|13.0|0|0.0|100
0|2021-11-01|1371.0|0|1371.0|0|13.0|0|0.0|100
0|2021-11-02|1373.0|0|1373.0|0|15.0|0|0.0|100
0|2021-11-03|1373.0|0|1373.0|0|15.0|0|0.0|100
0|2021-11-04|1375.0|0|1375.0|0|15.0|0|0.0|100
0|2021-11-05|1379.0|0|1379.0|0|15.0|0|0.0|100
0|2021-11-06|1382.0|0|1382.0|0|15.0|0|0.0|100
0|2021-11-07|1386.0|0|1386.0|0|15.0|0|0.0|100
0|2021-11-08|1388.0|0|1388.0|0|15.0|0|0.0|100
0|2021-11-09|1394.0|0|1394.0|0|15.0|0|0.0|100
0|2021-11-10|1394.0|0|1405.0|0|15.0|0|0.0|100
0|2021-11-11|1405.0|0|1405.0|0|15.0|0|0.0|100
0|2021-11-12|1419.0|0|1419.0|0|15.0|0|0.0|100
0|2021-11-13|1423.0|0|1423.0|0|15.0|0|0.0|100
0|2021-11-14|1423.0|0|1423.0|0|15.0|0|0.0|100
0|2021-11-15|1425.0|0|1425.0|0|15.0|0|0.0|100
0|2021-11-16|1430.0|0|1430.0|0|15.0|0|0.0|100
0|2021-11-17|1433.0|0|1433.0|0|15.0|0|0.0|100
0|2021-11-18|1455.0|0|1455.0|0|15.0|0|0.0|100
0|2021-11-19|1456.0|0|1456.0|0|15.0|0|0.0|100
0|2021-11-20|1456.0|0|1456.0|0|15.0|0|0.0|100
0|2021-11-21|1458.0|0|1458.0|0|15.0|0|0.0|100
0|2021-11-22|1459.0|0|1459.0|0|15.0|0|0.0|100
0|2021-11-23|1459.0|0|1459.0|0|15.0|0|0.0|100
0|2021-11-24|1460.0|0|1460.0|0|16.0|0|0.0|100
0|2021-11-25|1460.0|0|1460.0|0|16.0|0|0.0|100
0|2021-11-26|1460.0|0|1460.0|0|16.0|0|0.0|100
0|2021-11-27|1460.0|0|1460.0|0|16.0|0|0.0|100
0|2021-11-28|1460.0|0|1460.0|0|16.0|0|0.0|100
0|2021-11-29|1467.0|0|1467.0|0|16.0|0|0.0|100
0|2021-11-30|1467.0|0|1467.0|0|16.0|0|0.0|100
0|2021-12-01|1471.0|0|1471.0|0|16.0|0|0.0|100
0|2021-12-02|1471.0|0|1483.0|0|16.0|0|0.0|100
0|2021-12-03|1483.0|0|1483.0|0|27.0|0|0.0|100
0|2021-12-04|1489.0|0|1489.0|0|27.0|0|0.0|100
0|2021-12-05|1491.0|0|1491.0|0|27.0|0|0.0|100
0|2021-12-06|1497.0|0|1497.0|0|27.0|0|0.0|100
0|2021-12-07|1502.0|0|1502.0|0|28.0|0|0.0|100
0|2021-12-08|1508.0|0|1508.0|0|28.0|0|0.0|100
0|2021-12-09|1519.0|0|1519.0|0|28.0|0|0.0|100
0|2021-12-10|1528.0|0|1528.0|0|28.0|0|0.0|100
0|2021-12-11|1532.0|0|1532.0|0|28.0|0|0.0|100
0|2021-12-12|1535.0|0|1535.0|0|28.0|0|0.0|100
0|2021-12-13|1536.0|0|1536.0|0|28.0|0|0.0|100
0|2021-12-14|1536.0|0|1543.0|0|28.0|0|0.0|100
0|2021-12-15|1555.0|0|1555.0|0|28.0|0|0.0|100
0|2021-12-16|1565.0|0|1565.0|0|28.0|0|0.0|100
0|2021-12-17|1567.0|0|1567.0|0|28.0|0|0.0|100
0|2021-12-18|1572.0|0|1572.0|0|28.0|0|0.0|100
0|2021-12-19|1574.0|0|1574.0|0|28.0|0|0.0|100
0|2021-12-20|1578.0|0|1578.0|0|28.0|0|0.0|100
0|2021-12-21|1579.0|0|1579.0|0|29.0|0|0.0|100
0|2021-12-22|1588.0|0|1588.0|0|29.0|0|0.0|100
0|2021-12-23|1596.0|0|1596.0|0|29.0|0|0.0|100
0|2021-12-24|1596.0|0|1596.0|0|29.0|0|0.0|100
0|2021-12-25|1596.0|0|1596.0|0|29.0|0|0.0|100
