|dates|Iron_Missouri_UnitedStates.JHU_ConfirmedCases.data|Iron_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Iron_Missouri_UnitedStates.NYT_ConfirmedCases.data|Iron_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Iron_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Iron_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Iron_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Iron_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|1596.0|0|1596.0|0|29.0|0|0.0|100
0|2021-12-27|1614.0|0|1614.0|0|29.0|0|0.0|100
0|2021-12-28|1618.0|0|1618.0|0|29.0|0|0.0|100
0|2021-12-29|1624.0|0|1624.0|0|29.0|0|0.0|100
0|2021-12-30|1631.0|0|1631.0|0|29.0|0|0.0|100
0|2021-12-31|1631.0|0|1631.0|0|29.0|0|0.0|100
0|2022-01-01|1631.0|0|1631.0|0|29.0|0|0.0|100
0|2022-01-02|1631.0|0|1631.0|0|29.0|0|0.0|100
0|2022-01-03|1631.0|0|1645.0|0|29.0|0|0.0|100
0|2022-01-04|1646.0|0|1646.0|0|31.0|0|0.0|100
0|2022-01-05|1660.0|0|1660.0|0|31.0|0|0.0|100
0|2022-01-06|1670.0|0|1670.0|0|31.0|0|0.0|100
0|2022-01-07|1674.0|0|1674.0|0|31.0|0|0.0|100
0|2022-01-08|1684.0|0|1684.0|0|31.0|0|0.0|100
0|2022-01-09|1684.0|0|1684.0|0|31.0|0|0.0|100
0|2022-01-10|1687.0|0|1687.0|0|31.0|0|0.0|100
0|2022-01-11|1696.0|0|1696.0|0|32.0|0|0.0|100
0|2022-01-12|1705.0|0|1705.0|0|32.0|0|0.0|100
0|2022-01-13|1705.0|0|1715.0|0|32.0|0|0.0|100
0|2022-01-14|1726.0|0|1726.0|0|32.0|0|0.0|100
0|2022-01-15|1752.0|0|1752.0|0|32.0|0|0.0|100
0|2022-01-16|1752.0|0|1752.0|0|32.0|0|0.0|100
0|2022-01-17|1752.0|0|0.0|100|32.0|0|0.0|100
