|dates|Monroe_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Monroe_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Monroe_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Monroe_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|7068.0|0|7068.0|0|179.0|0|0.0|100
0|2021-12-06|7091.0|0|7091.0|0|179.0|0|0.0|100
0|2021-12-07|7106.0|0|7106.0|0|179.0|0|0.0|100
0|2021-12-08|7129.0|0|7129.0|0|179.0|0|0.0|100
0|2021-12-09|7146.0|0|7146.0|0|179.0|0|0.0|100
0|2021-12-10|7163.0|0|7163.0|0|179.0|0|0.0|100
0|2021-12-11|7163.0|0|7163.0|0|179.0|0|0.0|100
0|2021-12-12|7163.0|0|7163.0|0|179.0|0|0.0|100
0|2021-12-13|7178.0|0|7178.0|0|179.0|0|0.0|100
0|2021-12-14|7178.0|0|7189.0|0|179.0|0|0.0|100
0|2021-12-15|7211.0|0|7211.0|0|180.0|0|0.0|100
0|2021-12-16|7219.0|0|7219.0|0|180.0|0|0.0|100
0|2021-12-17|7234.0|0|7234.0|0|180.0|0|0.0|100
0|2021-12-18|7234.0|0|7234.0|0|180.0|0|0.0|100
0|2021-12-19|7234.0|0|7234.0|0|180.0|0|0.0|100
0|2021-12-20|7267.0|0|7267.0|0|181.0|0|0.0|100
0|2021-12-21|7289.0|0|7289.0|0|181.0|0|0.0|100
0|2021-12-22|7305.0|0|7305.0|0|181.0|0|0.0|100
0|2021-12-23|7305.0|0|7305.0|0|181.0|0|0.0|100
0|2021-12-24|7305.0|0|7305.0|0|181.0|0|0.0|100
0|2021-12-25|7305.0|0|7305.0|0|181.0|0|0.0|100
0|2021-12-26|7305.0|0|7305.0|0|181.0|0|0.0|100
0|2021-12-27|7390.0|0|7390.0|0|181.0|0|0.0|100
0|2021-12-28|7426.0|0|7426.0|0|183.0|0|0.0|100
0|2021-12-29|7459.0|0|7459.0|0|183.0|0|0.0|100
0|2021-12-30|7507.0|0|7507.0|0|183.0|0|0.0|100
0|2021-12-31|7507.0|0|7507.0|0|183.0|0|0.0|100
0|2022-01-01|7507.0|0|7507.0|0|183.0|0|0.0|100
0|2022-01-02|7507.0|0|7507.0|0|183.0|0|0.0|100
0|2022-01-03|7661.0|0|7661.0|0|183.0|0|0.0|100
0|2022-01-04|7723.0|0|7723.0|0|183.0|0|0.0|100
0|2022-01-05|7794.0|0|7794.0|0|183.0|0|0.0|100
0|2022-01-06|7895.0|0|7895.0|0|183.0|0|0.0|100
0|2022-01-07|7979.0|0|7979.0|0|183.0|0|0.0|100
0|2022-01-08|7979.0|0|7979.0|0|183.0|0|0.0|100
0|2022-01-09|7979.0|0|7979.0|0|183.0|0|0.0|100
0|2022-01-10|7979.0|0|8049.0|0|183.0|0|0.0|100
0|2022-01-11|8256.0|0|8256.0|0|183.0|0|0.0|100
0|2022-01-12|8256.0|0|8310.0|0|183.0|0|0.0|100
0|2022-01-13|8256.0|0|8486.0|0|183.0|0|0.0|100
0|2022-01-14|8652.0|0|8652.0|0|185.0|0|0.0|100
0|2022-01-15|8652.0|0|8652.0|0|185.0|0|0.0|100
0|2022-01-16|8652.0|0|8652.0|0|185.0|0|0.0|100
0|2022-01-17|8652.0|0|0.0|100|185.0|0|0.0|100
