|dates|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Sauk_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Sauk_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8166.0|0|8166.0|0|65.0|0|0.0|100
0|2021-10-18|8200.0|0|8200.0|0|65.0|0|0.0|100
0|2021-10-19|8209.0|0|8209.0|0|65.0|0|0.0|100
0|2021-10-20|8221.0|0|8221.0|0|66.0|0|0.0|100
0|2021-10-21|8245.0|0|8245.0|0|66.0|0|0.0|100
0|2021-10-22|8272.0|0|8272.0|0|66.0|0|0.0|100
0|2021-10-23|8272.0|0|8272.0|0|66.0|0|0.0|100
0|2021-10-24|8272.0|0|8272.0|0|66.0|0|0.0|100
0|2021-10-25|8352.0|0|8352.0|0|66.0|0|0.0|100
0|2021-10-26|8377.0|0|8377.0|0|70.0|0|0.0|100
0|2021-10-27|8395.0|0|8395.0|0|70.0|0|0.0|100
0|2021-10-28|8442.0|0|8442.0|0|70.0|0|0.0|100
0|2021-10-29|8477.0|0|8477.0|0|70.0|0|0.0|100
0|2021-10-30|8477.0|0|8477.0|0|70.0|0|0.0|100
0|2021-10-31|8477.0|0|8477.0|0|70.0|0|0.0|100
0|2021-11-01|8579.0|0|8579.0|0|70.0|0|0.0|100
0|2021-11-02|8594.0|0|8594.0|0|70.0|0|0.0|100
0|2021-11-03|8612.0|0|8612.0|0|71.0|0|0.0|100
0|2021-11-04|8660.0|0|8660.0|0|71.0|0|0.0|100
0|2021-11-05|8695.0|0|8695.0|0|71.0|0|0.0|100
0|2021-11-06|8695.0|0|8695.0|0|71.0|0|0.0|100
0|2021-11-07|8695.0|0|8695.0|0|71.0|0|0.0|100
0|2021-11-08|8814.0|0|8814.0|0|71.0|0|0.0|100
0|2021-11-09|8833.0|0|8833.0|0|71.0|0|0.0|100
0|2021-11-10|8833.0|0|8865.0|0|71.0|0|0.0|100
0|2021-11-11|8927.0|0|8927.0|0|73.0|0|0.0|100
0|2021-11-12|8980.0|0|8980.0|0|73.0|0|0.0|100
0|2021-11-13|8980.0|0|8980.0|0|73.0|0|0.0|100
0|2021-11-14|8980.0|0|8980.0|0|73.0|0|0.0|100
0|2021-11-15|9061.0|0|9061.0|0|74.0|0|0.0|100
0|2021-11-16|9088.0|0|9088.0|0|74.0|0|0.0|100
0|2021-11-17|9152.0|0|9152.0|0|74.0|0|0.0|100
0|2021-11-18|9191.0|0|9191.0|0|75.0|0|0.0|100
0|2021-11-19|9231.0|0|9231.0|0|75.0|0|0.0|100
0|2021-11-20|9231.0|0|9231.0|0|75.0|0|0.0|100
0|2021-11-21|9231.0|0|9231.0|0|75.0|0|0.0|100
0|2021-11-22|9346.0|0|9346.0|0|75.0|0|0.0|100
0|2021-11-23|9376.0|0|9376.0|0|75.0|0|0.0|100
0|2021-11-24|9422.0|0|9422.0|0|75.0|0|0.0|100
0|2021-11-25|9439.0|0|9439.0|0|75.0|0|0.0|100
0|2021-11-26|9483.0|0|9483.0|0|75.0|0|0.0|100
0|2021-11-27|9483.0|0|9483.0|0|75.0|0|0.0|100
0|2021-11-28|9483.0|0|9483.0|0|75.0|0|0.0|100
0|2021-11-29|9589.0|0|9589.0|0|75.0|0|0.0|100
0|2021-11-30|9631.0|0|9631.0|0|75.0|0|0.0|100
0|2021-12-01|9707.0|0|9707.0|0|75.0|0|0.0|100
0|2021-12-02|9800.0|0|9800.0|0|75.0|0|0.0|100
0|2021-12-03|9850.0|0|9850.0|0|75.0|0|0.0|100
0|2021-12-04|9850.0|0|9850.0|0|75.0|0|0.0|100
0|2021-12-05|9850.0|0|9850.0|0|75.0|0|0.0|100
0|2021-12-06|9850.0|0|9850.0|0|75.0|0|0.0|100
0|2021-12-07|9850.0|0|9850.0|0|75.0|0|0.0|100
0|2021-12-08|10038.0|0|10038.0|0|78.0|0|0.0|100
0|2021-12-09|10100.0|0|10100.0|0|78.0|0|0.0|100
0|2021-12-10|10242.0|0|10242.0|0|78.0|0|0.0|100
0|2021-12-11|10242.0|0|10242.0|0|78.0|0|0.0|100
0|2021-12-12|10242.0|0|10242.0|0|78.0|0|0.0|100
0|2021-12-13|10325.0|0|10325.0|0|78.0|0|0.0|100
0|2021-12-14|10325.0|0|10424.0|0|78.0|0|0.0|100
0|2021-12-15|10450.0|0|10450.0|0|78.0|0|0.0|100
0|2021-12-16|10543.0|0|10543.0|0|78.0|0|0.0|100
0|2021-12-17|10595.0|0|10595.0|0|79.0|0|0.0|100
0|2021-12-18|10595.0|0|10595.0|0|79.0|0|0.0|100
0|2021-12-19|10595.0|0|10595.0|0|79.0|0|0.0|100
0|2021-12-20|10689.0|0|10689.0|0|81.0|0|0.0|100
0|2021-12-21|10733.0|0|10733.0|0|81.0|0|0.0|100
0|2021-12-22|10768.0|0|10768.0|0|81.0|0|0.0|100
0|2021-12-23|10814.0|0|10814.0|0|81.0|0|0.0|100
0|2021-12-24|10916.0|0|10916.0|0|82.0|0|0.0|100
0|2021-12-25|10916.0|0|10916.0|0|82.0|0|0.0|100
0|2021-12-26|10916.0|0|10916.0|0|82.0|0|0.0|100
0|2021-12-27|10977.0|0|10977.0|0|82.0|0|0.0|100
0|2021-12-28|11015.0|0|11015.0|0|82.0|0|0.0|100
0|2021-12-29|11042.0|0|11042.0|0|82.0|0|0.0|100
0|2021-12-30|11076.0|0|11076.0|0|82.0|0|0.0|100
0|2021-12-31|11190.0|0|11190.0|0|82.0|0|0.0|100
0|2022-01-01|11190.0|0|11190.0|0|82.0|0|0.0|100
0|2022-01-02|11190.0|0|11190.0|0|82.0|0|0.0|100
0|2022-01-03|11312.0|0|11312.0|0|82.0|0|0.0|100
0|2022-01-04|11312.0|0|11442.0|0|82.0|0|0.0|100
0|2022-01-05|11489.0|0|11489.0|0|84.0|0|0.0|100
0|2022-01-06|11686.0|0|11686.0|0|84.0|0|0.0|100
0|2022-01-07|11942.0|0|11942.0|0|84.0|0|0.0|100
0|2022-01-08|11942.0|0|11942.0|0|84.0|0|0.0|100
0|2022-01-09|11942.0|0|11942.0|0|84.0|0|0.0|100
0|2022-01-10|12063.0|0|12063.0|0|84.0|0|0.0|100
0|2022-01-11|12289.0|0|12289.0|0|85.0|0|0.0|100
0|2022-01-12|12410.0|0|12410.0|0|86.0|0|0.0|100
0|2022-01-13|12410.0|0|12828.0|0|86.0|0|0.0|100
0|2022-01-14|13068.0|0|13068.0|0|87.0|0|0.0|100
0|2022-01-15|13068.0|0|13068.0|0|87.0|0|0.0|100
0|2022-01-16|13068.0|0|13068.0|0|87.0|0|0.0|100
0|2022-01-17|13527.0|0|0.0|100|88.0|0|0.0|100
