|dates|Gibson_Indiana_UnitedStates.JHU_ConfirmedCases.data|Gibson_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Gibson_Indiana_UnitedStates.NYT_ConfirmedCases.data|Gibson_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Gibson_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Gibson_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Gibson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Gibson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6480.0|0|6485.0|0|113.0|0|0.0|100
0|2021-10-18|6533.0|0|6538.0|0|113.0|0|0.0|100
0|2021-10-19|6534.0|0|6539.0|0|113.0|0|0.0|100
0|2021-10-20|6567.0|0|6572.0|0|115.0|0|0.0|100
0|2021-10-21|6584.0|0|6589.0|0|115.0|0|0.0|100
0|2021-10-22|6597.0|0|6602.0|0|115.0|0|0.0|100
0|2021-10-23|6597.0|0|6602.0|0|115.0|0|0.0|100
0|2021-10-24|6597.0|0|6602.0|0|115.0|0|0.0|100
0|2021-10-25|6614.0|0|6619.0|0|115.0|0|0.0|100
0|2021-10-26|6621.0|0|6626.0|0|115.0|0|0.0|100
0|2021-10-27|6638.0|0|6643.0|0|115.0|0|0.0|100
0|2021-10-28|6646.0|0|6651.0|0|115.0|0|0.0|100
0|2021-10-29|6662.0|0|6667.0|0|115.0|0|0.0|100
0|2021-10-30|6662.0|0|6667.0|0|115.0|0|0.0|100
0|2021-10-31|6662.0|0|6667.0|0|115.0|0|0.0|100
0|2021-11-01|6684.0|0|6689.0|0|115.0|0|0.0|100
0|2021-11-02|6695.0|0|6700.0|0|115.0|0|0.0|100
0|2021-11-03|6706.0|0|6711.0|0|115.0|0|0.0|100
0|2021-11-04|6712.0|0|6717.0|0|115.0|0|0.0|100
0|2021-11-05|6719.0|0|6724.0|0|115.0|0|0.0|100
0|2021-11-06|6719.0|0|6724.0|0|115.0|0|0.0|100
0|2021-11-07|6719.0|0|6724.0|0|115.0|0|0.0|100
0|2021-11-08|6727.0|0|6732.0|0|115.0|0|0.0|100
0|2021-11-09|6732.0|0|6737.0|0|115.0|0|0.0|100
0|2021-11-10|6732.0|0|6751.0|0|115.0|0|0.0|100
0|2021-11-11|6781.0|0|6786.0|0|115.0|0|0.0|100
0|2021-11-12|6794.0|0|6799.0|0|116.0|0|0.0|100
0|2021-11-13|6794.0|0|6799.0|0|116.0|0|0.0|100
0|2021-11-14|6794.0|0|6799.0|0|116.0|0|0.0|100
0|2021-11-15|6820.0|0|6825.0|0|116.0|0|0.0|100
0|2021-11-16|6829.0|0|6834.0|0|116.0|0|0.0|100
0|2021-11-17|6833.0|0|6838.0|0|116.0|0|0.0|100
0|2021-11-18|6846.0|0|6851.0|0|116.0|0|0.0|100
0|2021-11-19|6857.0|0|6862.0|0|116.0|0|0.0|100
0|2021-11-20|6857.0|0|6862.0|0|116.0|0|0.0|100
0|2021-11-21|6857.0|0|6862.0|0|116.0|0|0.0|100
0|2021-11-22|6888.0|0|6893.0|0|118.0|0|0.0|100
0|2021-11-23|6901.0|0|6906.0|0|118.0|0|0.0|100
0|2021-11-24|6922.0|0|6927.0|0|118.0|0|0.0|100
0|2021-11-25|6922.0|0|6927.0|0|118.0|0|0.0|100
0|2021-11-26|6922.0|0|6927.0|0|118.0|0|0.0|100
0|2021-11-27|6922.0|0|6927.0|0|118.0|0|0.0|100
0|2021-11-28|6922.0|0|6927.0|0|118.0|0|0.0|100
0|2021-11-29|7002.0|0|7007.0|0|118.0|0|0.0|100
0|2021-11-30|7019.0|0|7024.0|0|118.0|0|0.0|100
0|2021-12-01|7045.0|0|7050.0|0|118.0|0|0.0|100
0|2021-12-02|7045.0|0|7079.0|0|118.0|0|0.0|100
0|2021-12-03|7102.0|0|7107.0|0|118.0|0|0.0|100
0|2021-12-04|7102.0|0|7107.0|0|118.0|0|0.0|100
0|2021-12-05|7102.0|0|7107.0|0|118.0|0|0.0|100
0|2021-12-06|7179.0|0|7184.0|0|118.0|0|0.0|100
0|2021-12-07|7203.0|0|7208.0|0|118.0|0|0.0|100
0|2021-12-08|7238.0|0|7243.0|0|119.0|0|0.0|100
0|2021-12-09|7280.0|0|7285.0|0|119.0|0|0.0|100
0|2021-12-10|7311.0|0|7316.0|0|119.0|0|0.0|100
0|2021-12-11|7311.0|0|7316.0|0|119.0|0|0.0|100
0|2021-12-12|7311.0|0|7316.0|0|119.0|0|0.0|100
0|2021-12-13|7374.0|0|7379.0|0|119.0|0|0.0|100
0|2021-12-14|7374.0|0|7413.0|0|119.0|0|0.0|100
0|2021-12-15|7432.0|0|7437.0|0|120.0|0|0.0|100
0|2021-12-16|7454.0|0|7459.0|0|120.0|0|0.0|100
0|2021-12-17|7481.0|0|7486.0|0|121.0|0|0.0|100
0|2021-12-18|7481.0|0|7486.0|0|121.0|0|0.0|100
0|2021-12-19|7481.0|0|7486.0|0|121.0|0|0.0|100
0|2021-12-20|7529.0|0|7534.0|0|121.0|0|0.0|100
0|2021-12-21|7548.0|0|7553.0|0|121.0|0|0.0|100
0|2021-12-22|7585.0|0|7590.0|0|121.0|0|0.0|100
0|2021-12-23|7585.0|0|7590.0|0|121.0|0|0.0|100
0|2021-12-24|7585.0|0|7590.0|0|121.0|0|0.0|100
0|2021-12-25|7585.0|0|7590.0|0|121.0|0|0.0|100
0|2021-12-26|7585.0|0|7590.0|0|121.0|0|0.0|100
0|2021-12-27|7684.0|0|7689.0|0|121.0|0|0.0|100
0|2021-12-28|7700.0|0|7705.0|0|121.0|0|0.0|100
0|2021-12-29|7748.0|0|7753.0|0|121.0|0|0.0|100
0|2021-12-30|7774.0|0|7779.0|0|121.0|0|0.0|100
0|2021-12-31|7774.0|0|7779.0|0|121.0|0|0.0|100
0|2022-01-01|7774.0|0|7779.0|0|121.0|0|0.0|100
0|2022-01-02|7774.0|0|7779.0|0|121.0|0|0.0|100
0|2022-01-03|7875.0|0|7880.0|0|121.0|0|0.0|100
0|2022-01-04|7904.0|0|7909.0|0|122.0|0|0.0|100
0|2022-01-05|7988.0|0|7993.0|0|122.0|0|0.0|100
0|2022-01-06|8091.0|0|8096.0|0|124.0|0|0.0|100
0|2022-01-07|8174.0|0|8179.0|0|125.0|0|0.0|100
0|2022-01-08|8174.0|0|8179.0|0|125.0|0|0.0|100
0|2022-01-09|8174.0|0|8179.0|0|125.0|0|0.0|100
0|2022-01-10|8401.0|0|8407.0|0|125.0|0|0.0|100
0|2022-01-11|8453.0|0|8459.0|0|125.0|0|0.0|100
0|2022-01-12|8593.0|0|8599.0|0|125.0|0|0.0|100
0|2022-01-13|8593.0|0|8710.0|0|125.0|0|0.0|100
0|2022-01-14|8844.0|0|8850.0|0|125.0|0|0.0|100
0|2022-01-15|8844.0|0|8850.0|0|125.0|0|0.0|100
0|2022-01-16|8844.0|0|8850.0|0|125.0|0|0.0|100
