|dates|Richland_Ohio_UnitedStates.JHU_ConfirmedCases.data|Richland_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Richland_Ohio_UnitedStates.NYT_ConfirmedCases.data|Richland_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Richland_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Richland_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|21429.0|0|21429.0|0|345.0|0|0.0|100
0|2021-12-08|21540.0|0|21540.0|0|345.0|0|0.0|100
0|2021-12-09|21639.0|0|21639.0|0|345.0|0|0.0|100
0|2021-12-10|21726.0|0|21726.0|0|353.0|0|0.0|100
0|2021-12-11|21847.0|0|21847.0|0|353.0|0|0.0|100
0|2021-12-12|21931.0|0|21931.0|0|353.0|0|0.0|100
0|2021-12-13|21999.0|0|21999.0|0|353.0|0|0.0|100
0|2021-12-14|21999.0|0|22081.0|0|353.0|0|0.0|100
0|2021-12-15|22195.0|0|22195.0|0|360.0|0|0.0|100
0|2021-12-16|22301.0|0|22301.0|0|360.0|0|0.0|100
0|2021-12-17|22414.0|0|22414.0|0|364.0|0|0.0|100
0|2021-12-18|22504.0|0|22504.0|0|364.0|0|0.0|100
0|2021-12-19|22574.0|0|22574.0|0|364.0|0|0.0|100
0|2021-12-20|22621.0|0|22621.0|0|364.0|0|0.0|100
0|2021-12-21|22721.0|0|22721.0|0|375.0|0|0.0|100
0|2021-12-22|22822.0|0|22822.0|0|375.0|0|0.0|100
0|2021-12-23|22930.0|0|22930.0|0|375.0|0|0.0|100
0|2021-12-24|23068.0|0|23068.0|0|382.0|0|0.0|100
0|2021-12-25|23068.0|0|23068.0|0|382.0|0|0.0|100
0|2021-12-26|23244.0|0|23244.0|0|382.0|0|0.0|100
0|2021-12-27|23325.0|0|23325.0|0|382.0|0|0.0|100
0|2021-12-28|23500.0|0|23500.0|0|383.0|0|0.0|100
0|2021-12-29|23726.0|0|23726.0|0|383.0|0|0.0|100
0|2021-12-30|23985.0|0|23985.0|0|383.0|0|0.0|100
0|2021-12-31|24142.0|0|24142.0|0|396.0|0|0.0|100
0|2022-01-01|24142.0|0|24142.0|0|396.0|0|0.0|100
0|2022-01-02|24480.0|0|24480.0|0|396.0|0|0.0|100
0|2022-01-03|24702.0|0|24702.0|0|396.0|0|0.0|100
0|2022-01-04|24930.0|0|24930.0|0|398.0|0|0.0|100
0|2022-01-05|25149.0|0|25149.0|0|398.0|0|0.0|100
0|2022-01-06|25351.0|0|25351.0|0|398.0|0|0.0|100
0|2022-01-07|25656.0|0|25656.0|0|405.0|0|0.0|100
0|2022-01-08|25813.0|0|25813.0|0|405.0|0|0.0|100
0|2022-01-09|25960.0|0|25960.0|0|405.0|0|0.0|100
0|2022-01-10|26208.0|0|26208.0|0|405.0|0|0.0|100
0|2022-01-11|26340.0|0|26340.0|0|414.0|0|0.0|100
0|2022-01-12|26573.0|0|26573.0|0|414.0|0|0.0|100
0|2022-01-13|26573.0|0|26755.0|0|414.0|0|0.0|100
0|2022-01-14|27143.0|0|27143.0|0|420.0|0|0.0|100
0|2022-01-15|27688.0|0|27688.0|0|420.0|0|0.0|100
0|2022-01-16|28035.0|0|28035.0|0|420.0|0|0.0|100
0|2022-01-17|28251.0|0|0.0|100|420.0|0|0.0|100
