|dates|Harding_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Harding_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Harding_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Harding_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Harding_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Harding_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Harding_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Harding_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|157.0|0|157.0|0|1.0|0|0.0|100
0|2021-10-18|157.0|0|158.0|0|1.0|0|0.0|100
0|2021-10-19|157.0|0|158.0|0|1.0|0|0.0|100
0|2021-10-20|160.0|0|160.0|0|1.0|0|0.0|100
0|2021-10-21|160.0|0|160.0|0|1.0|0|0.0|100
0|2021-10-22|160.0|0|160.0|0|1.0|0|0.0|100
0|2021-10-23|160.0|0|160.0|0|1.0|0|0.0|100
0|2021-10-24|160.0|0|160.0|0|1.0|0|0.0|100
0|2021-10-25|161.0|0|161.0|0|1.0|0|0.0|100
0|2021-10-26|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-10-27|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-10-28|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-10-29|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-10-30|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-10-31|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-11-01|162.0|0|162.0|0|2.0|0|0.0|100
0|2021-11-02|162.0|0|162.0|0|2.0|0|0.0|100
0|2021-11-03|165.0|0|165.0|0|2.0|0|0.0|100
0|2021-11-04|165.0|0|165.0|0|2.0|0|0.0|100
0|2021-11-05|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-06|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-07|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-08|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-09|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-10|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-11|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-12|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-13|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-14|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-15|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-16|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-17|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-18|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-19|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-20|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-21|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-22|165.0|0|165.0|0|2.0|0|0.0|100
0|2021-11-23|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-24|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-25|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-26|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-27|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-28|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-29|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-11-30|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-12-01|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-12-02|166.0|0|166.0|0|2.0|0|0.0|100
0|2021-12-03|167.0|0|167.0|0|2.0|0|0.0|100
0|2021-12-04|167.0|0|167.0|0|2.0|0|0.0|100
0|2021-12-05|167.0|0|167.0|0|2.0|0|0.0|100
0|2021-12-06|167.0|0|167.0|0|2.0|0|0.0|100
0|2021-12-07|167.0|0|167.0|0|2.0|0|0.0|100
0|2021-12-08|167.0|0|167.0|0|2.0|0|0.0|100
0|2021-12-09|168.0|0|168.0|0|2.0|0|0.0|100
0|2021-12-10|168.0|0|168.0|0|2.0|0|0.0|100
0|2021-12-11|168.0|0|168.0|0|2.0|0|0.0|100
0|2021-12-12|168.0|0|168.0|0|2.0|0|0.0|100
0|2021-12-13|169.0|0|169.0|0|2.0|0|0.0|100
0|2021-12-14|169.0|0|169.0|0|2.0|0|0.0|100
0|2021-12-15|168.0|0|168.0|0|3.0|0|0.0|100
0|2021-12-16|169.0|0|169.0|0|3.0|0|0.0|100
0|2021-12-17|169.0|0|169.0|0|3.0|0|0.0|100
0|2021-12-18|169.0|0|169.0|0|3.0|0|0.0|100
0|2021-12-19|169.0|0|169.0|0|3.0|0|0.0|100
0|2021-12-20|171.0|0|171.0|0|3.0|0|0.0|100
0|2021-12-21|171.0|0|171.0|0|3.0|0|0.0|100
0|2021-12-22|171.0|0|171.0|0|3.0|0|0.0|100
0|2021-12-23|171.0|0|171.0|0|3.0|0|0.0|100
0|2021-12-24|171.0|0|171.0|0|3.0|0|0.0|100
0|2021-12-25|171.0|0|171.0|0|3.0|0|0.0|100
0|2021-12-26|171.0|0|171.0|0|3.0|0|0.0|100
0|2021-12-27|171.0|0|171.0|0|3.0|0|0.0|100
0|2021-12-28|171.0|0|170.0|0|3.0|0|0.0|100
0|2021-12-29|170.0|0|170.0|0|3.0|0|0.0|100
0|2021-12-30|170.0|0|170.0|0|3.0|0|0.0|100
0|2021-12-31|170.0|0|170.0|0|3.0|0|0.0|100
0|2022-01-01|170.0|0|170.0|0|3.0|0|0.0|100
0|2022-01-02|170.0|0|170.0|0|3.0|0|0.0|100
0|2022-01-03|170.0|0|170.0|0|3.0|0|0.0|100
0|2022-01-04|170.0|0|170.0|0|3.0|0|0.0|100
0|2022-01-05|170.0|0|170.0|0|3.0|0|0.0|100
0|2022-01-06|170.0|0|170.0|0|3.0|0|0.0|100
0|2022-01-07|170.0|0|170.0|0|3.0|0|0.0|100
0|2022-01-08|170.0|0|170.0|0|3.0|0|0.0|100
0|2022-01-09|170.0|0|170.0|0|3.0|0|0.0|100
0|2022-01-10|171.0|0|171.0|0|3.0|0|0.0|100
0|2022-01-11|173.0|0|173.0|0|3.0|0|0.0|100
0|2022-01-12|173.0|0|173.0|0|3.0|0|0.0|100
0|2022-01-13|173.0|0|174.0|0|3.0|0|0.0|100
0|2022-01-14|174.0|0|178.0|0|3.0|0|0.0|100
0|2022-01-15|178.0|0|178.0|0|3.0|0|0.0|100
0|2022-01-16|178.0|0|178.0|0|3.0|0|0.0|100
0|2022-01-17|178.0|0|0.0|100|3.0|0|0.0|100
