|dates|Gillespie_Texas_UnitedStates.JHU_ConfirmedCases.data|Gillespie_Texas_UnitedStates.JHU_ConfirmedCases.missing|Gillespie_Texas_UnitedStates.NYT_ConfirmedCases.data|Gillespie_Texas_UnitedStates.NYT_ConfirmedCases.missing|Gillespie_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Gillespie_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Gillespie_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Gillespie_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3500.0|0|3500.0|0|77.0|0|0.0|100
0|2021-10-18|3502.0|0|3502.0|0|77.0|0|0.0|100
0|2021-10-19|3504.0|0|3504.0|0|77.0|0|0.0|100
0|2021-10-20|3507.0|0|3507.0|0|77.0|0|0.0|100
0|2021-10-21|3509.0|0|3509.0|0|77.0|0|0.0|100
0|2021-10-22|3515.0|0|3515.0|0|77.0|0|0.0|100
0|2021-10-23|3515.0|0|3515.0|0|77.0|0|0.0|100
0|2021-10-24|3515.0|0|3515.0|0|77.0|0|0.0|100
0|2021-10-25|3516.0|0|3516.0|0|77.0|0|0.0|100
0|2021-10-26|3517.0|0|3517.0|0|77.0|0|0.0|100
0|2021-10-27|3517.0|0|3517.0|0|78.0|0|0.0|100
0|2021-10-28|3526.0|0|3526.0|0|78.0|0|0.0|100
0|2021-10-29|3533.0|0|3533.0|0|78.0|0|0.0|100
0|2021-10-30|3533.0|0|3533.0|0|78.0|0|0.0|100
0|2021-10-31|3533.0|0|3533.0|0|78.0|0|0.0|100
0|2021-11-01|3533.0|0|3533.0|0|78.0|0|0.0|100
0|2021-11-02|3533.0|0|3533.0|0|78.0|0|0.0|100
0|2021-11-03|3533.0|0|3533.0|0|79.0|0|0.0|100
0|2021-11-04|3533.0|0|3533.0|0|79.0|0|0.0|100
0|2021-11-05|3533.0|0|3533.0|0|79.0|0|0.0|100
0|2021-11-06|3533.0|0|3533.0|0|79.0|0|0.0|100
0|2021-11-07|3533.0|0|3533.0|0|79.0|0|0.0|100
0|2021-11-08|3533.0|0|3533.0|0|80.0|0|0.0|100
0|2021-11-09|3533.0|0|3533.0|0|80.0|0|0.0|100
0|2021-11-10|3533.0|0|3533.0|0|80.0|0|0.0|100
0|2021-11-11|3533.0|0|3533.0|0|80.0|0|0.0|100
0|2021-11-12|3542.0|0|3542.0|0|80.0|0|0.0|100
0|2021-11-13|3542.0|0|3542.0|0|80.0|0|0.0|100
0|2021-11-14|3542.0|0|3542.0|0|80.0|0|0.0|100
0|2021-11-15|3542.0|0|3542.0|0|80.0|0|0.0|100
0|2021-11-16|3559.0|0|3559.0|0|80.0|0|0.0|100
0|2021-11-17|3578.0|0|3578.0|0|80.0|0|0.0|100
0|2021-11-18|3578.0|0|3578.0|0|80.0|0|0.0|100
0|2021-11-19|3603.0|0|3603.0|0|81.0|0|0.0|100
0|2021-11-20|3603.0|0|3603.0|0|81.0|0|0.0|100
0|2021-11-21|3603.0|0|3603.0|0|82.0|0|0.0|100
0|2021-11-22|3628.0|0|3628.0|0|82.0|0|0.0|100
0|2021-11-23|3628.0|0|3628.0|0|82.0|0|0.0|100
0|2021-11-24|3628.0|0|3628.0|0|82.0|0|0.0|100
0|2021-11-25|3628.0|0|3628.0|0|82.0|0|0.0|100
0|2021-11-26|3628.0|0|3628.0|0|82.0|0|0.0|100
0|2021-11-27|3628.0|0|3628.0|0|82.0|0|0.0|100
0|2021-11-28|3628.0|0|3628.0|0|82.0|0|0.0|100
0|2021-11-29|3628.0|0|3628.0|0|82.0|0|0.0|100
0|2021-11-30|3651.0|0|3651.0|0|82.0|0|0.0|100
0|2021-12-01|3657.0|0|3657.0|0|82.0|0|0.0|100
0|2021-12-02|3661.0|0|3661.0|0|82.0|0|0.0|100
0|2021-12-03|3665.0|0|3665.0|0|82.0|0|0.0|100
0|2021-12-04|3666.0|0|3666.0|0|82.0|0|0.0|100
0|2021-12-05|3667.0|0|3667.0|0|82.0|0|0.0|100
0|2021-12-06|3671.0|0|3671.0|0|82.0|0|0.0|100
0|2021-12-07|3680.0|0|3680.0|0|82.0|0|0.0|100
0|2021-12-08|3685.0|0|3685.0|0|82.0|0|0.0|100
0|2021-12-09|3688.0|0|3688.0|0|82.0|0|0.0|100
0|2021-12-10|3699.0|0|3699.0|0|82.0|0|0.0|100
0|2021-12-11|3701.0|0|3701.0|0|82.0|0|0.0|100
0|2021-12-12|3704.0|0|3704.0|0|82.0|0|0.0|100
0|2021-12-13|3708.0|0|3708.0|0|82.0|0|0.0|100
0|2021-12-14|3708.0|0|3711.0|0|82.0|0|0.0|100
0|2021-12-15|3712.0|0|3712.0|0|82.0|0|0.0|100
0|2021-12-16|3720.0|0|3720.0|0|83.0|0|0.0|100
0|2021-12-17|3723.0|0|3723.0|0|83.0|0|0.0|100
0|2021-12-18|3728.0|0|3728.0|0|83.0|0|0.0|100
0|2021-12-19|3733.0|0|3733.0|0|83.0|0|0.0|100
0|2021-12-20|3734.0|0|3734.0|0|83.0|0|0.0|100
0|2021-12-21|3745.0|0|3745.0|0|83.0|0|0.0|100
0|2021-12-22|3748.0|0|3748.0|0|83.0|0|0.0|100
0|2021-12-23|3755.0|0|3755.0|0|83.0|0|0.0|100
0|2021-12-24|3755.0|0|3755.0|0|83.0|0|0.0|100
0|2021-12-25|3755.0|0|3755.0|0|83.0|0|0.0|100
0|2021-12-26|3755.0|0|3755.0|0|83.0|0|0.0|100
0|2021-12-27|3768.0|0|3768.0|0|84.0|0|0.0|100
0|2021-12-28|3783.0|0|3783.0|0|84.0|0|0.0|100
0|2021-12-29|3787.0|0|3787.0|0|84.0|0|0.0|100
0|2021-12-30|3792.0|0|3792.0|0|84.0|0|0.0|100
0|2021-12-31|3792.0|0|3792.0|0|84.0|0|0.0|100
0|2022-01-01|3792.0|0|3792.0|0|84.0|0|0.0|100
0|2022-01-02|3792.0|0|3792.0|0|84.0|0|0.0|100
0|2022-01-03|3857.0|0|3857.0|0|84.0|0|0.0|100
0|2022-01-04|3890.0|0|3890.0|0|84.0|0|0.0|100
0|2022-01-05|3926.0|0|3926.0|0|84.0|0|0.0|100
0|2022-01-06|3938.0|0|3938.0|0|84.0|0|0.0|100
0|2022-01-07|3965.0|0|3965.0|0|84.0|0|0.0|100
0|2022-01-08|3991.0|0|3991.0|0|84.0|0|0.0|100
0|2022-01-09|4007.0|0|4007.0|0|84.0|0|0.0|100
0|2022-01-10|4037.0|0|4037.0|0|84.0|0|0.0|100
0|2022-01-11|4082.0|0|4082.0|0|84.0|0|0.0|100
0|2022-01-12|4144.0|0|4144.0|0|85.0|0|0.0|100
0|2022-01-13|4144.0|0|4169.0|0|85.0|0|0.0|100
0|2022-01-14|4169.0|0|4380.0|0|86.0|0|0.0|100
0|2022-01-15|4433.0|0|4433.0|0|86.0|0|0.0|100
0|2022-01-16|4454.0|0|4454.0|0|86.0|0|0.0|100
0|2022-01-17|4504.0|0|0.0|100|86.0|0|0.0|100
