|dates|Marion_Georgia_UnitedStates.JHU_ConfirmedCases.data|Marion_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Marion_Georgia_UnitedStates.NYT_ConfirmedCases.data|Marion_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Marion_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|955.0|0|956.0|0|36.0|0|0.0|100
0|2021-10-18|958.0|0|959.0|0|36.0|0|0.0|100
0|2021-10-19|960.0|0|961.0|0|36.0|0|0.0|100
0|2021-10-20|960.0|0|961.0|0|36.0|0|0.0|100
0|2021-10-21|960.0|0|961.0|0|36.0|0|0.0|100
0|2021-10-22|960.0|0|961.0|0|36.0|0|0.0|100
0|2021-10-23|960.0|0|961.0|0|36.0|0|0.0|100
0|2021-10-24|960.0|0|961.0|0|36.0|0|0.0|100
0|2021-10-25|961.0|0|963.0|0|38.0|0|0.0|100
0|2021-10-26|962.0|0|964.0|0|39.0|0|0.0|100
0|2021-10-27|967.0|0|969.0|0|39.0|0|0.0|100
0|2021-10-28|967.0|0|969.0|0|39.0|0|0.0|100
0|2021-10-29|967.0|0|969.0|0|39.0|0|0.0|100
0|2021-10-30|967.0|0|969.0|0|39.0|0|0.0|100
0|2021-10-31|967.0|0|969.0|0|39.0|0|0.0|100
0|2021-11-01|967.0|0|969.0|0|39.0|0|0.0|100
0|2021-11-02|967.0|0|969.0|0|39.0|0|0.0|100
0|2021-11-03|969.0|0|971.0|0|39.0|0|0.0|100
0|2021-11-04|971.0|0|973.0|0|39.0|0|0.0|100
0|2021-11-05|972.0|0|974.0|0|39.0|0|0.0|100
0|2021-11-06|972.0|0|974.0|0|39.0|0|0.0|100
0|2021-11-07|972.0|0|974.0|0|39.0|0|0.0|100
0|2021-11-08|972.0|0|974.0|0|39.0|0|0.0|100
0|2021-11-09|974.0|0|976.0|0|39.0|0|0.0|100
0|2021-11-10|974.0|0|976.0|0|39.0|0|0.0|100
0|2021-11-11|974.0|0|976.0|0|39.0|0|0.0|100
0|2021-11-12|974.0|0|978.0|0|39.0|0|0.0|100
0|2021-11-13|976.0|0|978.0|0|39.0|0|0.0|100
0|2021-11-14|976.0|0|978.0|0|39.0|0|0.0|100
0|2021-11-15|977.0|0|979.0|0|39.0|0|0.0|100
0|2021-11-16|977.0|0|979.0|0|39.0|0|0.0|100
0|2021-11-17|977.0|0|979.0|0|39.0|0|0.0|100
0|2021-11-18|977.0|0|979.0|0|39.0|0|0.0|100
0|2021-11-19|977.0|0|979.0|0|40.0|0|0.0|100
0|2021-11-20|977.0|0|979.0|0|40.0|0|0.0|100
0|2021-11-21|977.0|0|979.0|0|40.0|0|0.0|100
0|2021-11-22|978.0|0|981.0|0|40.0|0|0.0|100
0|2021-11-23|979.0|0|982.0|0|40.0|0|0.0|100
0|2021-11-24|979.0|0|982.0|0|40.0|0|0.0|100
0|2021-11-25|979.0|0|982.0|0|40.0|0|0.0|100
0|2021-11-26|979.0|0|982.0|0|40.0|0|0.0|100
0|2021-11-27|979.0|0|982.0|0|40.0|0|0.0|100
0|2021-11-28|979.0|0|982.0|0|40.0|0|0.0|100
0|2021-11-29|980.0|0|983.0|0|40.0|0|0.0|100
0|2021-11-30|983.0|0|986.0|0|40.0|0|0.0|100
0|2021-12-01|984.0|0|987.0|0|40.0|0|0.0|100
0|2021-12-02|984.0|0|987.0|0|40.0|0|0.0|100
0|2021-12-03|987.0|0|990.0|0|40.0|0|0.0|100
0|2021-12-04|987.0|0|990.0|0|40.0|0|0.0|100
0|2021-12-05|987.0|0|990.0|0|40.0|0|0.0|100
0|2021-12-06|987.0|0|990.0|0|40.0|0|0.0|100
0|2021-12-07|987.0|0|990.0|0|40.0|0|0.0|100
0|2021-12-08|988.0|0|991.0|0|40.0|0|0.0|100
0|2021-12-09|989.0|0|992.0|0|40.0|0|0.0|100
0|2021-12-10|989.0|0|992.0|0|41.0|0|0.0|100
0|2021-12-11|989.0|0|992.0|0|41.0|0|0.0|100
0|2021-12-12|989.0|0|992.0|0|41.0|0|0.0|100
0|2021-12-13|990.0|0|993.0|0|41.0|0|0.0|100
0|2021-12-14|990.0|0|993.0|0|41.0|0|0.0|100
0|2021-12-15|990.0|0|993.0|0|41.0|0|0.0|100
0|2021-12-16|990.0|0|993.0|0|41.0|0|0.0|100
0|2021-12-17|990.0|0|993.0|0|41.0|0|0.0|100
0|2021-12-18|990.0|0|993.0|0|41.0|0|0.0|100
0|2021-12-19|990.0|0|993.0|0|41.0|0|0.0|100
0|2021-12-20|990.0|0|993.0|0|41.0|0|0.0|100
0|2021-12-21|990.0|0|993.0|0|41.0|0|0.0|100
0|2021-12-22|991.0|0|994.0|0|41.0|0|0.0|100
0|2021-12-23|993.0|0|996.0|0|41.0|0|0.0|100
0|2021-12-24|993.0|0|996.0|0|41.0|0|0.0|100
0|2021-12-25|993.0|0|996.0|0|41.0|0|0.0|100
0|2021-12-26|993.0|0|996.0|0|41.0|0|0.0|100
0|2021-12-27|993.0|0|996.0|0|41.0|0|0.0|100
0|2021-12-28|995.0|0|998.0|0|41.0|0|0.0|100
0|2021-12-29|1006.0|0|1009.0|0|41.0|0|0.0|100
0|2021-12-30|1009.0|0|1012.0|0|41.0|0|0.0|100
0|2021-12-31|1031.0|0|1034.0|0|41.0|0|0.0|100
0|2022-01-01|1031.0|0|1034.0|0|41.0|0|0.0|100
0|2022-01-02|1031.0|0|1034.0|0|41.0|0|0.0|100
0|2022-01-03|1031.0|0|1034.0|0|41.0|0|0.0|100
0|2022-01-04|1046.0|0|1049.0|0|42.0|0|0.0|100
0|2022-01-05|1050.0|0|1053.0|0|42.0|0|0.0|100
0|2022-01-06|1050.0|0|1053.0|0|42.0|0|0.0|100
0|2022-01-07|1050.0|0|1053.0|0|42.0|0|0.0|100
0|2022-01-08|1050.0|0|1053.0|0|42.0|0|0.0|100
0|2022-01-09|1050.0|0|1053.0|0|42.0|0|0.0|100
0|2022-01-10|1135.0|0|1138.0|0|43.0|0|0.0|100
0|2022-01-11|1154.0|0|1157.0|0|43.0|0|0.0|100
0|2022-01-12|1168.0|0|1171.0|0|43.0|0|0.0|100
0|2022-01-13|1168.0|0|1190.0|0|43.0|0|0.0|100
0|2022-01-14|1206.0|0|1209.0|0|43.0|0|0.0|100
0|2022-01-15|1206.0|0|1209.0|0|43.0|0|0.0|100
0|2022-01-16|1206.0|0|1209.0|0|43.0|0|0.0|100
0|2022-01-17|1221.0|0|0.0|100|43.0|0|0.0|100
