|dates|Amador_California_UnitedStates.JHU_ConfirmedCases.data|Amador_California_UnitedStates.JHU_ConfirmedCases.missing|Amador_California_UnitedStates.NYT_ConfirmedCases.data|Amador_California_UnitedStates.NYT_ConfirmedCases.missing|Amador_California_UnitedStates.JHU_ConfirmedDeaths.data|Amador_California_UnitedStates.JHU_ConfirmedDeaths.missing|Amador_California_UnitedStates.JHU_ConfirmedRecoveries.data|Amador_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|5977.0|0|5976.0|0|70.0|0|0.0|100
0|2021-12-30|5984.0|0|5983.0|0|70.0|0|0.0|100
0|2021-12-31|5992.0|0|5991.0|0|70.0|0|0.0|100
0|2022-01-01|5992.0|0|5991.0|0|70.0|0|0.0|100
0|2022-01-02|5992.0|0|5991.0|0|70.0|0|0.0|100
0|2022-01-03|5992.0|0|5991.0|0|70.0|0|0.0|100
0|2022-01-04|6083.0|0|6082.0|0|71.0|0|0.0|100
0|2022-01-05|6104.0|0|6103.0|0|71.0|0|0.0|100
0|2022-01-06|6104.0|0|6103.0|0|70.0|0|0.0|100
0|2022-01-07|6183.0|0|6182.0|0|71.0|0|0.0|100
0|2022-01-08|6183.0|0|6182.0|0|71.0|0|0.0|100
0|2022-01-09|6183.0|0|6182.0|0|71.0|0|0.0|100
0|2022-01-10|6307.0|0|6306.0|0|71.0|0|0.0|100
0|2022-01-11|6371.0|0|6370.0|0|71.0|0|0.0|100
0|2022-01-12|6483.0|0|6408.0|0|71.0|0|0.0|100
0|2022-01-13|6483.0|0|6482.0|0|71.0|0|0.0|100
0|2022-01-14|6563.0|0|6562.0|0|72.0|0|0.0|100
0|2022-01-15|6563.0|0|6562.0|0|72.0|0|0.0|100
0|2022-01-16|6563.0|0|6562.0|0|72.0|0|0.0|100
0|2022-01-17|6747.0|0|0.0|100|73.0|0|0.0|100
