|dates|Amador_California_UnitedStates.JHU_ConfirmedCases.data|Amador_California_UnitedStates.JHU_ConfirmedCases.missing|Amador_California_UnitedStates.NYT_ConfirmedCases.data|Amador_California_UnitedStates.NYT_ConfirmedCases.missing|Amador_California_UnitedStates.JHU_ConfirmedDeaths.data|Amador_California_UnitedStates.JHU_ConfirmedDeaths.missing|Amador_California_UnitedStates.JHU_ConfirmedRecoveries.data|Amador_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5402.0|0|5371.0|0|64.0|0|0.0|100
0|2021-10-18|5406.0|0|5402.0|0|64.0|0|0.0|100
0|2021-10-19|5428.0|0|5406.0|0|64.0|0|0.0|100
0|2021-10-20|5440.0|0|5428.0|0|64.0|0|0.0|100
0|2021-10-21|5473.0|0|5439.0|0|64.0|0|0.0|100
0|2021-10-22|5473.0|0|5472.0|0|64.0|0|0.0|100
0|2021-10-23|5474.0|0|5472.0|0|64.0|0|0.0|100
0|2021-10-24|5474.0|0|5472.0|0|64.0|0|0.0|100
0|2021-10-25|5517.0|0|5473.0|0|64.0|0|0.0|100
0|2021-10-26|5527.0|0|5515.0|0|64.0|0|0.0|100
0|2021-10-27|5532.0|0|5525.0|0|64.0|0|0.0|100
0|2021-10-28|5543.0|0|5531.0|0|64.0|0|0.0|100
0|2021-10-29|5543.0|0|5541.0|0|64.0|0|0.0|100
0|2021-10-30|5543.0|0|5541.0|0|64.0|0|0.0|100
0|2021-10-31|5581.0|0|5541.0|0|64.0|0|0.0|100
0|2021-11-01|5596.0|0|5579.0|0|64.0|0|0.0|100
0|2021-11-02|5599.0|0|5593.0|0|64.0|0|0.0|100
0|2021-11-03|5609.0|0|5596.0|0|66.0|0|0.0|100
0|2021-11-04|5621.0|0|5608.0|0|66.0|0|0.0|100
0|2021-11-05|5621.0|0|5620.0|0|66.0|0|0.0|100
0|2021-11-06|5621.0|0|5620.0|0|66.0|0|0.0|100
0|2021-11-07|5621.0|0|5620.0|0|66.0|0|0.0|100
0|2021-11-08|5644.0|0|5643.0|0|66.0|0|0.0|100
0|2021-11-09|5654.0|0|5653.0|0|66.0|0|0.0|100
0|2021-11-10|5654.0|0|5659.0|0|66.0|0|0.0|100
0|2021-11-11|5666.0|0|5665.0|0|66.0|0|0.0|100
0|2021-11-12|5666.0|0|5665.0|0|66.0|0|0.0|100
0|2021-11-13|5677.0|0|5676.0|0|66.0|0|0.0|100
0|2021-11-14|5677.0|0|5676.0|0|66.0|0|0.0|100
0|2021-11-15|5695.0|0|5694.0|0|66.0|0|0.0|100
0|2021-11-16|5700.0|0|5699.0|0|66.0|0|0.0|100
0|2021-11-17|5707.0|0|5706.0|0|66.0|0|0.0|100
0|2021-11-18|5713.0|0|5712.0|0|66.0|0|0.0|100
0|2021-11-19|5719.0|0|5718.0|0|66.0|0|0.0|100
0|2021-11-20|5719.0|0|5718.0|0|66.0|0|0.0|100
0|2021-11-21|5719.0|0|5718.0|0|66.0|0|0.0|100
0|2021-11-22|5729.0|0|5728.0|0|66.0|0|0.0|100
0|2021-11-23|5737.0|0|5736.0|0|66.0|0|0.0|100
0|2021-11-24|5737.0|0|5736.0|0|66.0|0|0.0|100
0|2021-11-25|5737.0|0|5736.0|0|66.0|0|0.0|100
0|2021-11-26|5737.0|0|5737.0|0|66.0|0|0.0|100
0|2021-11-27|5737.0|0|5737.0|0|66.0|0|0.0|100
0|2021-11-28|5737.0|0|5737.0|0|66.0|0|0.0|100
0|2021-11-29|5770.0|0|5769.0|0|66.0|0|0.0|100
0|2021-11-30|5770.0|0|5772.0|0|66.0|0|0.0|100
0|2021-12-01|5783.0|0|5782.0|0|66.0|0|0.0|100
0|2021-12-02|5794.0|0|5793.0|0|67.0|0|0.0|100
0|2021-12-03|5800.0|0|5799.0|0|67.0|0|0.0|100
0|2021-12-04|5800.0|0|5799.0|0|67.0|0|0.0|100
0|2021-12-05|5800.0|0|5799.0|0|67.0|0|0.0|100
0|2021-12-06|5832.0|0|5831.0|0|67.0|0|0.0|100
0|2021-12-07|5832.0|0|5839.0|0|67.0|0|0.0|100
0|2021-12-08|5849.0|0|5848.0|0|69.0|0|0.0|100
0|2021-12-09|5853.0|0|5852.0|0|69.0|0|0.0|100
0|2021-12-10|5859.0|0|5858.0|0|69.0|0|0.0|100
0|2021-12-11|5859.0|0|5858.0|0|69.0|0|0.0|100
0|2021-12-12|5859.0|0|5858.0|0|69.0|0|0.0|100
0|2021-12-13|5869.0|0|5868.0|0|69.0|0|0.0|100
0|2021-12-14|5869.0|0|5868.0|0|69.0|0|0.0|100
0|2021-12-15|5880.0|0|5879.0|0|69.0|0|0.0|100
0|2021-12-16|5887.0|0|5886.0|0|69.0|0|0.0|100
0|2021-12-17|5898.0|0|5897.0|0|69.0|0|0.0|100
0|2021-12-18|5898.0|0|5897.0|0|69.0|0|0.0|100
0|2021-12-19|5898.0|0|5897.0|0|69.0|0|0.0|100
0|2021-12-20|5909.0|0|5908.0|0|70.0|0|0.0|100
0|2021-12-21|5915.0|0|5914.0|0|70.0|0|0.0|100
0|2021-12-22|5922.0|0|5921.0|0|70.0|0|0.0|100
0|2021-12-23|5927.0|0|5926.0|0|70.0|0|0.0|100
0|2021-12-24|5938.0|0|5937.0|0|70.0|0|0.0|100
0|2021-12-25|5938.0|0|5937.0|0|70.0|0|0.0|100
0|2021-12-26|5938.0|0|5937.0|0|70.0|0|0.0|100
0|2021-12-27|5938.0|0|5937.0|0|70.0|0|0.0|100
0|2021-12-28|5968.0|0|5967.0|0|70.0|0|0.0|100
