|dates|Suffolk_Virginia_UnitedStates.JHU_ConfirmedCases.data|Suffolk_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Suffolk_Virginia_UnitedStates.NYT_ConfirmedCases.data|Suffolk_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Suffolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Suffolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Suffolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Suffolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|11364.0|0|11364.0|0|249.0|0|0.0|100
0|2021-12-08|11385.0|0|11385.0|0|249.0|0|0.0|100
0|2021-12-09|11412.0|0|11412.0|0|251.0|0|0.0|100
0|2021-12-10|11427.0|0|11427.0|0|251.0|0|0.0|100
0|2021-12-11|11427.0|0|11427.0|0|251.0|0|0.0|100
0|2021-12-12|11427.0|0|11427.0|0|251.0|0|0.0|100
0|2021-12-13|11499.0|0|11499.0|0|251.0|0|0.0|100
0|2021-12-14|11499.0|0|11535.0|0|251.0|0|0.0|100
0|2021-12-15|11562.0|0|11562.0|0|252.0|0|0.0|100
0|2021-12-16|11592.0|0|11592.0|0|252.0|0|0.0|100
0|2021-12-17|11627.0|0|11627.0|0|253.0|0|0.0|100
0|2021-12-18|11627.0|0|11627.0|0|253.0|0|0.0|100
0|2021-12-19|11627.0|0|11627.0|0|253.0|0|0.0|100
0|2021-12-20|11684.0|0|11684.0|0|254.0|0|0.0|100
0|2021-12-21|11718.0|0|11718.0|0|254.0|0|0.0|100
0|2021-12-22|11763.0|0|11763.0|0|254.0|0|0.0|100
0|2021-12-23|11808.0|0|11808.0|0|254.0|0|0.0|100
0|2021-12-24|11876.0|0|11876.0|0|254.0|0|0.0|100
0|2021-12-25|11876.0|0|11876.0|0|254.0|0|0.0|100
0|2021-12-26|11876.0|0|11876.0|0|254.0|0|0.0|100
0|2021-12-27|12019.0|0|12019.0|0|256.0|0|0.0|100
0|2021-12-28|12070.0|0|12070.0|0|256.0|0|0.0|100
0|2021-12-29|12207.0|0|12207.0|0|259.0|0|0.0|100
0|2021-12-30|12351.0|0|12351.0|0|259.0|0|0.0|100
0|2021-12-31|12561.0|0|12561.0|0|260.0|0|0.0|100
0|2022-01-01|12561.0|0|12561.0|0|260.0|0|0.0|100
0|2022-01-02|12561.0|0|12561.0|0|260.0|0|0.0|100
0|2022-01-03|12982.0|0|12982.0|0|260.0|0|0.0|100
0|2022-01-04|13187.0|0|13187.0|0|258.0|0|0.0|100
0|2022-01-05|13368.0|0|13368.0|0|258.0|0|0.0|100
0|2022-01-06|13606.0|0|13606.0|0|258.0|0|0.0|100
0|2022-01-07|13867.0|0|13867.0|0|258.0|0|0.0|100
0|2022-01-08|13867.0|0|13867.0|0|258.0|0|0.0|100
0|2022-01-09|13867.0|0|13867.0|0|258.0|0|0.0|100
0|2022-01-10|14563.0|0|14563.0|0|259.0|0|0.0|100
0|2022-01-11|14744.0|0|14744.0|0|259.0|0|0.0|100
0|2022-01-12|14957.0|0|14957.0|0|259.0|0|0.0|100
0|2022-01-13|14957.0|0|15188.0|0|259.0|0|0.0|100
0|2022-01-14|15419.0|0|15419.0|0|254.0|0|0.0|100
0|2022-01-15|15419.0|0|15419.0|0|254.0|0|0.0|100
0|2022-01-16|15419.0|0|15419.0|0|254.0|0|0.0|100
0|2022-01-17|16029.0|0|0.0|100|256.0|0|0.0|100
