|dates|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Craven_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Craven_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14051.0|0|14051.0|0|152.0|0|0.0|100
0|2021-10-18|14123.0|0|14123.0|0|153.0|0|0.0|100
0|2021-10-19|14129.0|0|14129.0|0|153.0|0|0.0|100
0|2021-10-20|14154.0|0|14154.0|0|154.0|0|0.0|100
0|2021-10-21|14177.0|0|14177.0|0|155.0|0|0.0|100
0|2021-10-22|14189.0|0|14189.0|0|155.0|0|0.0|100
0|2021-10-23|14189.0|0|14189.0|0|155.0|0|0.0|100
0|2021-10-24|14189.0|0|14189.0|0|155.0|0|0.0|100
0|2021-10-25|14225.0|0|14225.0|0|155.0|0|0.0|100
0|2021-10-26|14250.0|0|14250.0|0|155.0|0|0.0|100
0|2021-10-27|14260.0|0|14260.0|0|157.0|0|0.0|100
0|2021-10-28|14272.0|0|14272.0|0|157.0|0|0.0|100
0|2021-10-29|14286.0|0|14286.0|0|157.0|0|0.0|100
0|2021-10-30|14286.0|0|14286.0|0|157.0|0|0.0|100
0|2021-10-31|14286.0|0|14286.0|0|157.0|0|0.0|100
0|2021-11-01|14316.0|0|14316.0|0|157.0|0|0.0|100
0|2021-11-02|14325.0|0|14325.0|0|157.0|0|0.0|100
0|2021-11-03|14331.0|0|14331.0|0|157.0|0|0.0|100
0|2021-11-04|14342.0|0|14342.0|0|157.0|0|0.0|100
0|2021-11-05|14351.0|0|14351.0|0|157.0|0|0.0|100
0|2021-11-06|14351.0|0|14351.0|0|157.0|0|0.0|100
0|2021-11-07|14351.0|0|14351.0|0|157.0|0|0.0|100
0|2021-11-08|14369.0|0|14369.0|0|157.0|0|0.0|100
0|2021-11-09|14374.0|0|14374.0|0|157.0|0|0.0|100
0|2021-11-10|14374.0|0|14383.0|0|157.0|0|0.0|100
0|2021-11-11|14383.0|0|14383.0|0|157.0|0|0.0|100
0|2021-11-12|14417.0|0|14417.0|0|157.0|0|0.0|100
0|2021-11-13|14417.0|0|14417.0|0|157.0|0|0.0|100
0|2021-11-14|14417.0|0|14417.0|0|157.0|0|0.0|100
0|2021-11-15|14420.0|0|14420.0|0|157.0|0|0.0|100
0|2021-11-16|14424.0|0|14424.0|0|157.0|0|0.0|100
0|2021-11-17|14438.0|0|14438.0|0|158.0|0|0.0|100
0|2021-11-18|14452.0|0|14452.0|0|158.0|0|0.0|100
0|2021-11-19|14490.0|0|14490.0|0|159.0|0|0.0|100
0|2021-11-20|14490.0|0|14490.0|0|159.0|0|0.0|100
0|2021-11-21|14490.0|0|14490.0|0|159.0|0|0.0|100
0|2021-11-22|14522.0|0|14522.0|0|159.0|0|0.0|100
0|2021-11-23|14527.0|0|14527.0|0|159.0|0|0.0|100
0|2021-11-24|14541.0|0|14541.0|0|159.0|0|0.0|100
0|2021-11-25|14541.0|0|14541.0|0|159.0|0|0.0|100
0|2021-11-26|14541.0|0|14541.0|0|159.0|0|0.0|100
0|2021-11-27|14541.0|0|14541.0|0|159.0|0|0.0|100
0|2021-11-28|14541.0|0|14541.0|0|159.0|0|0.0|100
0|2021-11-29|14581.0|0|14581.0|0|159.0|0|0.0|100
0|2021-11-30|14591.0|0|14591.0|0|160.0|0|0.0|100
0|2021-12-01|14619.0|0|14619.0|0|160.0|0|0.0|100
0|2021-12-02|14642.0|0|14642.0|0|160.0|0|0.0|100
0|2021-12-03|14642.0|0|14664.0|0|160.0|0|0.0|100
0|2021-12-04|14664.0|0|14664.0|0|160.0|0|0.0|100
0|2021-12-05|14664.0|0|14664.0|0|160.0|0|0.0|100
0|2021-12-06|14713.0|0|14713.0|0|160.0|0|0.0|100
0|2021-12-07|14751.0|0|14751.0|0|160.0|0|0.0|100
0|2021-12-08|14766.0|0|14766.0|0|161.0|0|0.0|100
0|2021-12-09|14786.0|0|14786.0|0|161.0|0|0.0|100
0|2021-12-10|14812.0|0|14812.0|0|161.0|0|0.0|100
0|2021-12-11|14812.0|0|14812.0|0|161.0|0|0.0|100
0|2021-12-12|14812.0|0|14812.0|0|161.0|0|0.0|100
0|2021-12-13|14850.0|0|14850.0|0|162.0|0|0.0|100
0|2021-12-14|14850.0|0|14865.0|0|162.0|0|0.0|100
0|2021-12-15|14909.0|0|14909.0|0|162.0|0|0.0|100
0|2021-12-16|14936.0|0|14936.0|0|162.0|0|0.0|100
0|2021-12-17|14959.0|0|14959.0|0|162.0|0|0.0|100
0|2021-12-18|14959.0|0|14959.0|0|162.0|0|0.0|100
0|2021-12-19|14959.0|0|14959.0|0|162.0|0|0.0|100
0|2021-12-20|15020.0|0|15020.0|0|163.0|0|0.0|100
0|2021-12-21|15047.0|0|15047.0|0|163.0|0|0.0|100
0|2021-12-22|15090.0|0|15090.0|0|164.0|0|0.0|100
0|2021-12-23|15090.0|0|15090.0|0|164.0|0|0.0|100
0|2021-12-24|15090.0|0|15090.0|0|164.0|0|0.0|100
0|2021-12-25|15090.0|0|15090.0|0|164.0|0|0.0|100
0|2021-12-26|15090.0|0|15090.0|0|164.0|0|0.0|100
0|2021-12-27|15090.0|0|15090.0|0|164.0|0|0.0|100
0|2021-12-28|15238.0|0|15238.0|0|164.0|0|0.0|100
0|2021-12-29|15276.0|0|15276.0|0|164.0|0|0.0|100
0|2021-12-30|15427.0|0|15427.0|0|164.0|0|0.0|100
0|2021-12-31|15427.0|0|15512.0|0|164.0|0|0.0|100
0|2022-01-01|15427.0|0|15512.0|0|164.0|0|0.0|100
0|2022-01-02|15427.0|0|15512.0|0|164.0|0|0.0|100
0|2022-01-03|15705.0|0|15705.0|0|164.0|0|0.0|100
0|2022-01-04|15746.0|0|15746.0|0|164.0|0|0.0|100
0|2022-01-05|15862.0|0|15862.0|0|164.0|0|0.0|100
0|2022-01-06|16097.0|0|16097.0|0|165.0|0|0.0|100
0|2022-01-07|16266.0|0|16266.0|0|165.0|0|0.0|100
0|2022-01-08|16266.0|0|16266.0|0|165.0|0|0.0|100
0|2022-01-09|16266.0|0|16266.0|0|165.0|0|0.0|100
0|2022-01-10|16689.0|0|16689.0|0|165.0|0|0.0|100
0|2022-01-11|16785.0|0|16785.0|0|165.0|0|0.0|100
0|2022-01-12|16979.0|0|16979.0|0|165.0|0|0.0|100
0|2022-01-13|16979.0|0|17301.0|0|165.0|0|0.0|100
0|2022-01-14|17550.0|0|17550.0|0|165.0|0|0.0|100
0|2022-01-15|17550.0|0|17550.0|0|165.0|0|0.0|100
0|2022-01-16|17550.0|0|17550.0|0|165.0|0|0.0|100
0|2022-01-17|17550.0|0|0.0|100|165.0|0|0.0|100
