|dates|Lawrence_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Lawrence_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Lawrence_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Lawrence_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|4748.0|0|4748.0|0|68.0|0|0.0|100
0|2021-12-04|4748.0|0|4748.0|0|68.0|0|0.0|100
0|2021-12-05|4748.0|0|4748.0|0|68.0|0|0.0|100
0|2021-12-06|4757.0|0|4757.0|0|68.0|0|0.0|100
0|2021-12-07|4783.0|0|4783.0|0|68.0|0|0.0|100
0|2021-12-08|4793.0|0|4793.0|0|69.0|0|0.0|100
0|2021-12-09|4803.0|0|4803.0|0|70.0|0|0.0|100
0|2021-12-10|4810.0|0|4810.0|0|71.0|0|0.0|100
0|2021-12-11|4810.0|0|4810.0|0|71.0|0|0.0|100
0|2021-12-12|4810.0|0|4810.0|0|71.0|0|0.0|100
0|2021-12-13|4823.0|0|4823.0|0|71.0|0|0.0|100
0|2021-12-14|4823.0|0|4836.0|0|71.0|0|0.0|100
0|2021-12-15|4844.0|0|4844.0|0|72.0|0|0.0|100
0|2021-12-16|4855.0|0|4855.0|0|72.0|0|0.0|100
0|2021-12-17|4863.0|0|4863.0|0|73.0|0|0.0|100
0|2021-12-18|4863.0|0|4863.0|0|73.0|0|0.0|100
0|2021-12-19|4863.0|0|4863.0|0|73.0|0|0.0|100
0|2021-12-20|4870.0|0|4870.0|0|73.0|0|0.0|100
0|2021-12-21|4887.0|0|4887.0|0|73.0|0|0.0|100
0|2021-12-22|4895.0|0|4895.0|0|73.0|0|0.0|100
0|2021-12-23|4901.0|0|4901.0|0|73.0|0|0.0|100
0|2021-12-24|4901.0|0|4901.0|0|73.0|0|0.0|100
0|2021-12-25|4901.0|0|4901.0|0|73.0|0|0.0|100
0|2021-12-26|4901.0|0|4901.0|0|73.0|0|0.0|100
0|2021-12-27|4903.0|0|4903.0|0|74.0|0|0.0|100
0|2021-12-28|4919.0|0|4919.0|0|74.0|0|0.0|100
0|2021-12-29|4931.0|0|4931.0|0|75.0|0|0.0|100
0|2021-12-30|4942.0|0|4942.0|0|76.0|0|0.0|100
0|2021-12-31|4942.0|0|4942.0|0|76.0|0|0.0|100
0|2022-01-01|4942.0|0|4942.0|0|76.0|0|0.0|100
0|2022-01-02|4942.0|0|4942.0|0|76.0|0|0.0|100
0|2022-01-03|4964.0|0|4964.0|0|76.0|0|0.0|100
0|2022-01-04|5019.0|0|5019.0|0|76.0|0|0.0|100
0|2022-01-05|5053.0|0|5053.0|0|76.0|0|0.0|100
0|2022-01-06|5107.0|0|5107.0|0|77.0|0|0.0|100
0|2022-01-07|5147.0|0|5147.0|0|77.0|0|0.0|100
0|2022-01-08|5147.0|0|5147.0|0|77.0|0|0.0|100
0|2022-01-09|5147.0|0|5147.0|0|77.0|0|0.0|100
0|2022-01-10|5198.0|0|5198.0|0|77.0|0|0.0|100
0|2022-01-11|5295.0|0|5295.0|0|77.0|0|0.0|100
0|2022-01-12|5355.0|0|5355.0|0|77.0|0|0.0|100
0|2022-01-13|5355.0|0|5426.0|0|77.0|0|0.0|100
0|2022-01-14|5426.0|0|5494.0|0|77.0|0|0.0|100
0|2022-01-15|5494.0|0|5494.0|0|77.0|0|0.0|100
0|2022-01-16|5494.0|0|5494.0|0|77.0|0|0.0|100
0|2022-01-17|5494.0|0|0.0|100|77.0|0|0.0|100
