|dates|Newaygo_Michigan_UnitedStates.JHU_ConfirmedCases.data|Newaygo_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Newaygo_Michigan_UnitedStates.NYT_ConfirmedCases.data|Newaygo_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Newaygo_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Newaygo_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Newaygo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Newaygo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|7915.0|0|7915.0|0|104.0|0|0.0|100
0|2021-12-03|8080.0|0|8080.0|0|107.0|0|0.0|100
0|2021-12-04|8080.0|0|8080.0|0|107.0|0|0.0|100
0|2021-12-05|8080.0|0|8080.0|0|107.0|0|0.0|100
0|2021-12-06|8185.0|0|8185.0|0|108.0|0|0.0|100
0|2021-12-07|8185.0|0|8185.0|0|108.0|0|0.0|100
0|2021-12-08|8276.0|0|8276.0|0|116.0|0|0.0|100
0|2021-12-09|8276.0|0|8276.0|0|116.0|0|0.0|100
0|2021-12-10|8327.0|0|8327.0|0|117.0|0|0.0|100
0|2021-12-11|8327.0|0|8327.0|0|117.0|0|0.0|100
0|2021-12-12|8327.0|0|8327.0|0|117.0|0|0.0|100
0|2021-12-13|8439.0|0|8439.0|0|118.0|0|0.0|100
0|2021-12-14|8439.0|0|8439.0|0|118.0|0|0.0|100
0|2021-12-15|8503.0|0|8503.0|0|121.0|0|0.0|100
0|2021-12-16|8503.0|0|8503.0|0|121.0|0|0.0|100
0|2021-12-17|8556.0|0|8556.0|0|124.0|0|0.0|100
0|2021-12-18|8556.0|0|8556.0|0|124.0|0|0.0|100
0|2021-12-19|8556.0|0|8556.0|0|124.0|0|0.0|100
0|2021-12-20|8611.0|0|8611.0|0|124.0|0|0.0|100
0|2021-12-21|8611.0|0|8611.0|0|124.0|0|0.0|100
0|2021-12-22|8671.0|0|8671.0|0|128.0|0|0.0|100
0|2021-12-23|8671.0|0|8671.0|0|128.0|0|0.0|100
0|2021-12-24|8671.0|0|8671.0|0|128.0|0|0.0|100
0|2021-12-25|8671.0|0|8671.0|0|128.0|0|0.0|100
0|2021-12-26|8671.0|0|8671.0|0|128.0|0|0.0|100
0|2021-12-27|8778.0|0|8778.0|0|129.0|0|0.0|100
0|2021-12-28|8778.0|0|8778.0|0|129.0|0|0.0|100
0|2021-12-29|8839.0|0|8839.0|0|129.0|0|0.0|100
0|2021-12-30|8839.0|0|8839.0|0|129.0|0|0.0|100
0|2021-12-31|8839.0|0|8839.0|0|129.0|0|0.0|100
0|2022-01-01|8839.0|0|8839.0|0|129.0|0|0.0|100
0|2022-01-02|8839.0|0|8839.0|0|129.0|0|0.0|100
0|2022-01-03|8989.0|0|8989.0|0|130.0|0|0.0|100
0|2022-01-04|8989.0|0|8989.0|0|130.0|0|0.0|100
0|2022-01-05|9080.0|0|9080.0|0|130.0|0|0.0|100
0|2022-01-06|9080.0|0|9080.0|0|130.0|0|0.0|100
0|2022-01-07|9184.0|0|9184.0|0|131.0|0|0.0|100
0|2022-01-08|9184.0|0|9184.0|0|131.0|0|0.0|100
0|2022-01-09|9184.0|0|9184.0|0|131.0|0|0.0|100
0|2022-01-10|9318.0|0|9318.0|0|131.0|0|0.0|100
0|2022-01-11|9318.0|0|9318.0|0|131.0|0|0.0|100
0|2022-01-12|9387.0|0|9387.0|0|133.0|0|0.0|100
0|2022-01-13|9387.0|0|9387.0|0|133.0|0|0.0|100
0|2022-01-14|9479.0|0|9479.0|0|133.0|0|0.0|100
0|2022-01-15|9479.0|0|9479.0|0|133.0|0|0.0|100
0|2022-01-16|9479.0|0|9479.0|0|133.0|0|0.0|100
0|2022-01-17|9479.0|0|0.0|100|133.0|0|0.0|100
