|dates|Douglas_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Douglas_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Douglas_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Douglas_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Douglas_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Douglas_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Douglas_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Douglas_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-18|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-19|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-20|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-21|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-22|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-23|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-24|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-25|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-26|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-27|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-28|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-29|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-30|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-10-31|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-01|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-02|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-03|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-04|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-05|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-06|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-07|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-08|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-09|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-10|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-11|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-12|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-13|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-14|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-15|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-16|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-17|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-18|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-19|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-20|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-21|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-22|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-23|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-24|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-25|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-26|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
0|2021-11-27|288402.0|0|8067.0|0|2.7210264816894854|0|296469.0|0
