|dates|Massac_Illinois_UnitedStates.JHU_ConfirmedCases.data|Massac_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Massac_Illinois_UnitedStates.NYT_ConfirmedCases.data|Massac_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Massac_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Massac_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Massac_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Massac_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|2277.0|0|2277.0|0|54.0|0|0.0|100
0|2021-11-22|2278.0|0|2278.0|0|54.0|0|0.0|100
0|2021-11-23|2282.0|0|2282.0|0|54.0|0|0.0|100
0|2021-11-24|2287.0|0|2287.0|0|54.0|0|0.0|100
0|2021-11-25|2287.0|0|2287.0|0|54.0|0|0.0|100
0|2021-11-26|2287.0|0|2287.0|0|54.0|0|0.0|100
0|2021-11-27|2287.0|0|2287.0|0|54.0|0|0.0|100
0|2021-11-28|2287.0|0|2287.0|0|54.0|0|0.0|100
0|2021-11-29|2303.0|0|2303.0|0|54.0|0|0.0|100
0|2021-11-30|2317.0|0|2317.0|0|54.0|0|0.0|100
0|2021-12-01|2325.0|0|2325.0|0|54.0|0|0.0|100
0|2021-12-02|2325.0|0|2337.0|0|54.0|0|0.0|100
0|2021-12-03|2349.0|0|2349.0|0|54.0|0|0.0|100
0|2021-12-04|2349.0|0|2349.0|0|54.0|0|0.0|100
0|2021-12-05|2349.0|0|2349.0|0|54.0|0|0.0|100
0|2021-12-06|2365.0|0|2365.0|0|54.0|0|0.0|100
0|2021-12-07|2385.0|0|2385.0|0|54.0|0|0.0|100
0|2021-12-08|2392.0|0|2392.0|0|54.0|0|0.0|100
0|2021-12-09|2413.0|0|2413.0|0|54.0|0|0.0|100
0|2021-12-10|2426.0|0|2426.0|0|55.0|0|0.0|100
0|2021-12-11|2426.0|0|2426.0|0|55.0|0|0.0|100
0|2021-12-12|2426.0|0|2426.0|0|55.0|0|0.0|100
0|2021-12-13|2443.0|0|2443.0|0|56.0|0|0.0|100
0|2021-12-14|2443.0|0|2456.0|0|56.0|0|0.0|100
0|2021-12-15|2479.0|0|2479.0|0|56.0|0|0.0|100
0|2021-12-16|2483.0|0|2483.0|0|56.0|0|0.0|100
0|2021-12-17|2496.0|0|2496.0|0|56.0|0|0.0|100
0|2021-12-18|2496.0|0|2496.0|0|56.0|0|0.0|100
0|2021-12-19|2496.0|0|2496.0|0|56.0|0|0.0|100
0|2021-12-20|2516.0|0|2516.0|0|56.0|0|0.0|100
0|2021-12-21|2534.0|0|2534.0|0|56.0|0|0.0|100
0|2021-12-22|2552.0|0|2552.0|0|56.0|0|0.0|100
0|2021-12-23|2565.0|0|2565.0|0|56.0|0|0.0|100
0|2021-12-24|2565.0|0|2565.0|0|56.0|0|0.0|100
0|2021-12-25|2565.0|0|2565.0|0|56.0|0|0.0|100
0|2021-12-26|2565.0|0|2565.0|0|56.0|0|0.0|100
0|2021-12-27|2593.0|0|2593.0|0|56.0|0|0.0|100
0|2021-12-28|2606.0|0|2606.0|0|58.0|0|0.0|100
0|2021-12-29|2614.0|0|2614.0|0|58.0|0|0.0|100
0|2021-12-30|2631.0|0|2631.0|0|58.0|0|0.0|100
0|2021-12-31|2631.0|0|2631.0|0|58.0|0|0.0|100
0|2022-01-01|2631.0|0|2631.0|0|58.0|0|0.0|100
0|2022-01-02|2631.0|0|2631.0|0|58.0|0|0.0|100
0|2022-01-03|2663.0|0|2663.0|0|58.0|0|0.0|100
0|2022-01-04|2695.0|0|2695.0|0|59.0|0|0.0|100
0|2022-01-05|2724.0|0|2724.0|0|59.0|0|0.0|100
0|2022-01-06|2757.0|0|2757.0|0|61.0|0|0.0|100
0|2022-01-07|2787.0|0|2787.0|0|61.0|0|0.0|100
0|2022-01-08|2787.0|0|2787.0|0|61.0|0|0.0|100
0|2022-01-09|2787.0|0|2787.0|0|61.0|0|0.0|100
0|2022-01-10|2827.0|0|2827.0|0|61.0|0|0.0|100
0|2022-01-11|2857.0|0|2857.0|0|61.0|0|0.0|100
0|2022-01-12|2885.0|0|2885.0|0|61.0|0|0.0|100
0|2022-01-13|2885.0|0|2923.0|0|61.0|0|0.0|100
0|2022-01-14|2957.0|0|2957.0|0|61.0|0|0.0|100
0|2022-01-15|2957.0|0|2957.0|0|61.0|0|0.0|100
0|2022-01-16|2957.0|0|2957.0|0|61.0|0|0.0|100
0|2022-01-17|2957.0|0|0.0|100|61.0|0|0.0|100
