|dates|Weld_Colorado_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Weld_Colorado_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Weld_Colorado_UnitedStates.NYT_ConfirmedDeaths.data|Weld_Colorado_UnitedStates.NYT_ConfirmedDeaths.missing|Weld_Colorado_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Weld_Colorado_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Weld_Colorado_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Weld_Colorado_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|430.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|433.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|434.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|435.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|438.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|440.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|440.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|440.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|448.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|451.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|453.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|454.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|455.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|455.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|455.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|460.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|463.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|464.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|469.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|473.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|473.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|473.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|483.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|483.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|484.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|485.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|488.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|488.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|488.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|493.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|499.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|504.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|509.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|510.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|510.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|510.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|512.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|518.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|522.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|525.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|525.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|525.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|527.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|528.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|533.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|537.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|540.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|540.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|538.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|538.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|541.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|547.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|549.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|554.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|558.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|558.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|558.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|560.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|561.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|562.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|565.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|567.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|567.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|567.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|569.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|576.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|579.0|0|0.0|100|0.0|100
0|2021-12-23|0.0|100|580.0|0|0.0|100|0.0|100
0|2021-12-24|0.0|100|580.0|0|0.0|100|0.0|100
0|2021-12-25|0.0|100|580.0|0|0.0|100|0.0|100
0|2021-12-26|0.0|100|580.0|0|0.0|100|0.0|100
0|2021-12-27|0.0|100|580.0|0|0.0|100|0.0|100
0|2021-12-28|0.0|100|580.0|0|0.0|100|0.0|100
