|dates|Potter_Texas_UnitedStates.JHU_ConfirmedCases.data|Potter_Texas_UnitedStates.JHU_ConfirmedCases.missing|Potter_Texas_UnitedStates.NYT_ConfirmedCases.data|Potter_Texas_UnitedStates.NYT_ConfirmedCases.missing|Potter_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Potter_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Potter_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Potter_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|25370.0|0|25370.0|0|573.0|0|0.0|100
0|2021-12-06|25454.0|0|25454.0|0|573.0|0|0.0|100
0|2021-12-07|25588.0|0|25588.0|0|577.0|0|0.0|100
0|2021-12-08|25735.0|0|25735.0|0|579.0|0|0.0|100
0|2021-12-09|25802.0|0|25802.0|0|579.0|0|0.0|100
0|2021-12-10|25853.0|0|25853.0|0|579.0|0|0.0|100
0|2021-12-11|25853.0|0|25853.0|0|579.0|0|0.0|100
0|2021-12-12|25853.0|0|25853.0|0|579.0|0|0.0|100
0|2021-12-13|25951.0|0|25951.0|0|579.0|0|0.0|100
0|2021-12-14|25951.0|0|26100.0|0|579.0|0|0.0|100
0|2021-12-15|26216.0|0|26216.0|0|579.0|0|0.0|100
0|2021-12-16|26272.0|0|26272.0|0|587.0|0|0.0|100
0|2021-12-17|26369.0|0|26369.0|0|588.0|0|0.0|100
0|2021-12-18|26369.0|0|26369.0|0|588.0|0|0.0|100
0|2021-12-19|26369.0|0|26369.0|0|588.0|0|0.0|100
0|2021-12-20|26437.0|0|26437.0|0|588.0|0|0.0|100
0|2021-12-21|26550.0|0|26550.0|0|588.0|0|0.0|100
0|2021-12-22|26608.0|0|26608.0|0|590.0|0|0.0|100
0|2021-12-23|26692.0|0|26692.0|0|592.0|0|0.0|100
0|2021-12-24|26692.0|0|26692.0|0|592.0|0|0.0|100
0|2021-12-25|26692.0|0|26692.0|0|592.0|0|0.0|100
0|2021-12-26|26692.0|0|26692.0|0|592.0|0|0.0|100
0|2021-12-27|26692.0|0|26692.0|0|592.0|0|0.0|100
0|2021-12-28|26692.0|0|26692.0|0|592.0|0|0.0|100
0|2021-12-29|26983.0|0|26983.0|0|605.0|0|0.0|100
0|2021-12-30|27044.0|0|27044.0|0|608.0|0|0.0|100
0|2021-12-31|27044.0|0|27044.0|0|608.0|0|0.0|100
0|2022-01-01|27044.0|0|27044.0|0|608.0|0|0.0|100
0|2022-01-02|27044.0|0|27044.0|0|608.0|0|0.0|100
0|2022-01-03|27165.0|0|27165.0|0|608.0|0|0.0|100
0|2022-01-04|27482.0|0|27482.0|0|612.0|0|0.0|100
0|2022-01-05|27794.0|0|27794.0|0|616.0|0|0.0|100
0|2022-01-06|27997.0|0|27997.0|0|617.0|0|0.0|100
0|2022-01-07|28299.0|0|27997.0|0|617.0|0|0.0|100
0|2022-01-08|28299.0|0|27997.0|0|617.0|0|0.0|100
0|2022-01-09|28299.0|0|28299.0|0|617.0|0|0.0|100
0|2022-01-10|28578.0|0|28578.0|0|618.0|0|0.0|100
0|2022-01-11|28909.0|0|28909.0|0|619.0|0|0.0|100
0|2022-01-12|29151.0|0|29151.0|0|619.0|0|0.0|100
0|2022-01-13|29151.0|0|29482.0|0|619.0|0|0.0|100
0|2022-01-14|29762.0|0|29762.0|0|621.0|0|0.0|100
0|2022-01-15|29762.0|0|29762.0|0|621.0|0|0.0|100
0|2022-01-16|29762.0|0|29762.0|0|621.0|0|0.0|100
0|2022-01-17|29762.0|0|0.0|100|621.0|0|0.0|100
