|dates|Westchester_NewYork_UnitedStates.JHU_ConfirmedCases.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Westchester_NewYork_UnitedStates.NYT_ConfirmedCases.data|Westchester_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Westchester_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Westchester_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|149446.0|0|149445.0|0|2357.0|0|0.0|100
0|2021-12-05|149834.0|0|149833.0|0|2357.0|0|0.0|100
0|2021-12-06|150068.0|0|150067.0|0|2358.0|0|0.0|100
0|2021-12-07|150348.0|0|150347.0|0|2358.0|0|0.0|100
0|2021-12-08|150743.0|0|150742.0|0|2358.0|0|0.0|100
0|2021-12-09|151109.0|0|151108.0|0|2359.0|0|0.0|100
0|2021-12-10|151550.0|0|151549.0|0|2360.0|0|0.0|100
0|2021-12-11|152047.0|0|152046.0|0|2360.0|0|0.0|100
0|2021-12-12|152506.0|0|152505.0|0|2362.0|0|0.0|100
0|2021-12-13|152856.0|0|152855.0|0|2363.0|0|0.0|100
0|2021-12-14|152856.0|0|153147.0|0|2363.0|0|0.0|100
0|2021-12-15|153696.0|0|153695.0|0|2366.0|0|0.0|100
0|2021-12-16|154426.0|0|154425.0|0|2367.0|0|0.0|100
0|2021-12-17|155409.0|0|155408.0|0|2369.0|0|0.0|100
0|2021-12-18|156313.0|0|156312.0|0|2370.0|0|0.0|100
0|2021-12-19|157296.0|0|157295.0|0|2370.0|0|0.0|100
0|2021-12-20|158253.0|0|158252.0|0|2372.0|0|0.0|100
0|2021-12-21|159078.0|0|159077.0|0|2373.0|0|0.0|100
0|2021-12-22|160478.0|0|160477.0|0|2374.0|0|0.0|100
0|2021-12-23|162233.0|0|162232.0|0|2379.0|0|0.0|100
0|2021-12-24|164596.0|0|164595.0|0|2383.0|0|0.0|100
0|2021-12-25|164596.0|0|164595.0|0|2383.0|0|0.0|100
0|2021-12-26|169325.0|0|169324.0|0|2385.0|0|0.0|100
0|2021-12-27|170514.0|0|170513.0|0|2388.0|0|0.0|100
0|2021-12-28|172563.0|0|172562.0|0|2392.0|0|0.0|100
0|2021-12-29|175671.0|0|175670.0|0|2396.0|0|0.0|100
0|2021-12-30|179080.0|0|179079.0|0|2399.0|0|0.0|100
0|2021-12-31|182682.0|0|182681.0|0|2403.0|0|0.0|100
0|2022-01-01|182682.0|0|186738.0|0|2410.0|0|0.0|100
0|2022-01-02|182682.0|0|190045.0|0|2416.0|0|0.0|100
0|2022-01-03|192288.0|0|192287.0|0|2422.0|0|0.0|100
0|2022-01-04|194964.0|0|194963.0|0|2426.0|0|0.0|100
0|2022-01-05|198900.0|0|198899.0|0|2433.0|0|0.0|100
0|2022-01-06|203075.0|0|203074.0|0|2436.0|0|0.0|100
0|2022-01-07|207055.0|0|207054.0|0|2444.0|0|0.0|100
0|2022-01-08|211487.0|0|211486.0|0|2450.0|0|0.0|100
0|2022-01-09|215425.0|0|215424.0|0|2463.0|0|0.0|100
0|2022-01-10|218229.0|0|218228.0|0|2469.0|0|0.0|100
0|2022-01-11|220258.0|0|220257.0|0|2477.0|0|0.0|100
0|2022-01-12|222732.0|0|222731.0|0|2482.0|0|0.0|100
0|2022-01-13|222732.0|0|225085.0|0|2482.0|0|0.0|100
0|2022-01-14|227667.0|0|227666.0|0|2498.0|0|0.0|100
0|2022-01-15|229897.0|0|229896.0|0|2504.0|0|0.0|100
0|2022-01-16|232068.0|0|232067.0|0|2509.0|0|0.0|100
0|2022-01-17|233046.0|0|0.0|100|2514.0|0|0.0|100
