|dates|St.Clair_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Clair_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Clair_Illinois_UnitedStates.Male_Total_Population.data|St.Clair_Illinois_UnitedStates.Male_Total_Population.missing|St.Clair_Illinois_UnitedStates.Female_Total_Population.data|St.Clair_Illinois_UnitedStates.Female_Total_Population.missing|St.Clair_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|St.Clair_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-06|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-07|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-08|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-09|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-10|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-11|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-12|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-13|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-14|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-15|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-16|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-17|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-18|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-19|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-20|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-21|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-22|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-23|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-24|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-25|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-26|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-27|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-28|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-29|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-11-30|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-01|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-02|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-03|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-04|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-05|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-06|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-07|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-08|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-09|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-10|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-11|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-12|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-13|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-14|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-15|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-16|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-17|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-18|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-19|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-20|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-21|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-22|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-23|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-24|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-25|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-26|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-27|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-28|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-29|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-30|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2021-12-31|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-01|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-02|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-03|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-04|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-05|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-06|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-07|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-08|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-09|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-10|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-11|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-12|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-13|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-14|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-15|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-16|41261.0|0|125939.0|0|135120.0|0|61073.0|0
0|2022-01-17|41261.0|0|125939.0|0|135120.0|0|61073.0|0
