|dates|Fountain_Indiana_UnitedStates.JHU_ConfirmedCases.data|Fountain_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Fountain_Indiana_UnitedStates.NYT_ConfirmedCases.data|Fountain_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Fountain_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Fountain_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Fountain_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Fountain_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3318.0|0|3323.0|0|58.0|0|0.0|100
0|2021-10-18|3325.0|0|3330.0|0|58.0|0|0.0|100
0|2021-10-19|3326.0|0|3331.0|0|58.0|0|0.0|100
0|2021-10-20|3338.0|0|3343.0|0|60.0|0|0.0|100
0|2021-10-21|3347.0|0|3352.0|0|60.0|0|0.0|100
0|2021-10-22|3357.0|0|3362.0|0|60.0|0|0.0|100
0|2021-10-23|3357.0|0|3362.0|0|60.0|0|0.0|100
0|2021-10-24|3357.0|0|3362.0|0|60.0|0|0.0|100
0|2021-10-25|3361.0|0|3366.0|0|60.0|0|0.0|100
0|2021-10-26|3370.0|0|3375.0|0|60.0|0|0.0|100
0|2021-10-27|3376.0|0|3381.0|0|60.0|0|0.0|100
0|2021-10-28|3384.0|0|3389.0|0|60.0|0|0.0|100
0|2021-10-29|3390.0|0|3395.0|0|60.0|0|0.0|100
0|2021-10-30|3390.0|0|3395.0|0|60.0|0|0.0|100
0|2021-10-31|3390.0|0|3395.0|0|60.0|0|0.0|100
0|2021-11-01|3398.0|0|3403.0|0|60.0|0|0.0|100
0|2021-11-02|3406.0|0|3411.0|0|60.0|0|0.0|100
0|2021-11-03|3417.0|0|3422.0|0|60.0|0|0.0|100
0|2021-11-04|3422.0|0|3427.0|0|60.0|0|0.0|100
0|2021-11-05|3430.0|0|3435.0|0|60.0|0|0.0|100
0|2021-11-06|3430.0|0|3435.0|0|60.0|0|0.0|100
0|2021-11-07|3430.0|0|3435.0|0|60.0|0|0.0|100
0|2021-11-08|3446.0|0|3451.0|0|60.0|0|0.0|100
0|2021-11-09|3456.0|0|3461.0|0|60.0|0|0.0|100
0|2021-11-10|3456.0|0|3474.0|0|60.0|0|0.0|100
0|2021-11-11|3498.0|0|3503.0|0|60.0|0|0.0|100
0|2021-11-12|3506.0|0|3512.0|0|61.0|0|0.0|100
0|2021-11-13|3506.0|0|3512.0|0|61.0|0|0.0|100
0|2021-11-14|3506.0|0|3512.0|0|61.0|0|0.0|100
0|2021-11-15|3522.0|0|3528.0|0|61.0|0|0.0|100
0|2021-11-16|3535.0|0|3541.0|0|61.0|0|0.0|100
0|2021-11-17|3549.0|0|3555.0|0|61.0|0|0.0|100
0|2021-11-18|3570.0|0|3576.0|0|62.0|0|0.0|100
0|2021-11-19|3582.0|0|3588.0|0|62.0|0|0.0|100
0|2021-11-20|3582.0|0|3588.0|0|62.0|0|0.0|100
0|2021-11-21|3582.0|0|3588.0|0|62.0|0|0.0|100
0|2021-11-22|3607.0|0|3613.0|0|62.0|0|0.0|100
0|2021-11-23|3619.0|0|3625.0|0|62.0|0|0.0|100
0|2021-11-24|3649.0|0|3655.0|0|62.0|0|0.0|100
0|2021-11-25|3649.0|0|3655.0|0|62.0|0|0.0|100
0|2021-11-26|3649.0|0|3655.0|0|62.0|0|0.0|100
0|2021-11-27|3649.0|0|3655.0|0|62.0|0|0.0|100
0|2021-11-28|3649.0|0|3655.0|0|62.0|0|0.0|100
0|2021-11-29|3683.0|0|3689.0|0|62.0|0|0.0|100
0|2021-11-30|3687.0|0|3693.0|0|62.0|0|0.0|100
0|2021-12-01|3704.0|0|3710.0|0|64.0|0|0.0|100
