|dates|Phillips_Kansas_UnitedStates.JHU_ConfirmedCases.data|Phillips_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Phillips_Kansas_UnitedStates.NYT_ConfirmedCases.data|Phillips_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Phillips_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Phillips_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Phillips_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Phillips_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|1009.0|0|1009.0|0|28.0|0|0.0|100
0|2021-12-08|1023.0|0|1023.0|0|28.0|0|0.0|100
0|2021-12-09|1023.0|0|1023.0|0|28.0|0|0.0|100
0|2021-12-10|1030.0|0|1030.0|0|28.0|0|0.0|100
0|2021-12-11|1030.0|0|1030.0|0|28.0|0|0.0|100
0|2021-12-12|1030.0|0|1030.0|0|28.0|0|0.0|100
0|2021-12-13|1041.0|0|1041.0|0|28.0|0|0.0|100
0|2021-12-14|1041.0|0|1041.0|0|28.0|0|0.0|100
0|2021-12-15|1045.0|0|1045.0|0|28.0|0|0.0|100
0|2021-12-16|1045.0|0|1045.0|0|28.0|0|0.0|100
0|2021-12-17|1055.0|0|1055.0|0|28.0|0|0.0|100
0|2021-12-18|1055.0|0|1055.0|0|28.0|0|0.0|100
0|2021-12-19|1055.0|0|1055.0|0|28.0|0|0.0|100
0|2021-12-20|1060.0|0|1060.0|0|28.0|0|0.0|100
0|2021-12-21|1060.0|0|1060.0|0|28.0|0|0.0|100
0|2021-12-22|1067.0|0|1067.0|0|28.0|0|0.0|100
0|2021-12-23|1067.0|0|1067.0|0|28.0|0|0.0|100
0|2021-12-24|1067.0|0|1067.0|0|28.0|0|0.0|100
0|2021-12-25|1067.0|0|1067.0|0|28.0|0|0.0|100
0|2021-12-26|1067.0|0|1067.0|0|28.0|0|0.0|100
0|2021-12-27|1071.0|0|1071.0|0|28.0|0|0.0|100
0|2021-12-28|1071.0|0|1071.0|0|28.0|0|0.0|100
0|2021-12-29|1079.0|0|1079.0|0|28.0|0|0.0|100
0|2021-12-30|1079.0|0|1079.0|0|28.0|0|0.0|100
0|2021-12-31|1079.0|0|1079.0|0|28.0|0|0.0|100
0|2022-01-01|1079.0|0|1079.0|0|28.0|0|0.0|100
0|2022-01-02|1079.0|0|1079.0|0|28.0|0|0.0|100
0|2022-01-03|1091.0|0|1091.0|0|28.0|0|0.0|100
0|2022-01-04|1091.0|0|1091.0|0|28.0|0|0.0|100
0|2022-01-05|1098.0|0|1098.0|0|28.0|0|0.0|100
0|2022-01-06|1098.0|0|1098.0|0|28.0|0|0.0|100
0|2022-01-07|1109.0|0|1109.0|0|28.0|0|0.0|100
0|2022-01-08|1109.0|0|1109.0|0|28.0|0|0.0|100
0|2022-01-09|1109.0|0|1109.0|0|28.0|0|0.0|100
0|2022-01-10|1117.0|0|1117.0|0|28.0|0|0.0|100
0|2022-01-11|1117.0|0|1117.0|0|28.0|0|0.0|100
0|2022-01-12|1117.0|0|1126.0|0|28.0|0|0.0|100
0|2022-01-13|1117.0|0|1134.0|0|28.0|0|0.0|100
0|2022-01-14|1169.0|0|1169.0|0|28.0|0|0.0|100
0|2022-01-15|1169.0|0|1169.0|0|28.0|0|0.0|100
0|2022-01-16|1169.0|0|1169.0|0|28.0|0|0.0|100
0|2022-01-17|1169.0|0|0.0|100|28.0|0|0.0|100
