|dates|Pierce_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Pierce_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Pierce_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Pierce_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Pierce_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Pierce_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Pierce_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Pierce_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|981.0|0|981.0|0|20.0|0|0.0|100
0|2021-12-24|981.0|0|981.0|0|20.0|0|0.0|100
0|2021-12-25|981.0|0|981.0|0|20.0|0|0.0|100
0|2021-12-26|981.0|0|981.0|0|20.0|0|0.0|100
0|2021-12-27|981.0|0|981.0|0|20.0|0|0.0|100
0|2021-12-28|985.0|0|985.0|0|20.0|0|0.0|100
0|2021-12-29|990.0|0|990.0|0|20.0|0|0.0|100
0|2021-12-30|992.0|0|992.0|0|20.0|0|0.0|100
0|2021-12-31|992.0|0|992.0|0|20.0|0|0.0|100
0|2022-01-01|992.0|0|992.0|0|20.0|0|0.0|100
0|2022-01-02|992.0|0|992.0|0|20.0|0|0.0|100
0|2022-01-03|998.0|0|998.0|0|20.0|0|0.0|100
0|2022-01-04|998.0|0|998.0|0|20.0|0|0.0|100
0|2022-01-05|998.0|0|998.0|0|20.0|0|0.0|100
0|2022-01-06|1006.0|0|1006.0|0|20.0|0|0.0|100
0|2022-01-07|1014.0|0|1014.0|0|20.0|0|0.0|100
0|2022-01-08|1014.0|0|1014.0|0|20.0|0|0.0|100
0|2022-01-09|1014.0|0|1014.0|0|20.0|0|0.0|100
0|2022-01-10|1032.0|0|1032.0|0|20.0|0|0.0|100
0|2022-01-11|1037.0|0|1037.0|0|20.0|0|0.0|100
0|2022-01-12|1048.0|0|1048.0|0|20.0|0|0.0|100
0|2022-01-13|1048.0|0|1063.0|0|20.0|0|0.0|100
0|2022-01-14|1075.0|0|1075.0|0|20.0|0|0.0|100
0|2022-01-15|1075.0|0|1075.0|0|20.0|0|0.0|100
0|2022-01-16|1075.0|0|1075.0|0|20.0|0|0.0|100
0|2022-01-17|1094.0|0|0.0|100|20.0|0|0.0|100
