|dates|Cowley_Kansas_UnitedStates.JHU_ConfirmedCases.data|Cowley_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Cowley_Kansas_UnitedStates.NYT_ConfirmedCases.data|Cowley_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Cowley_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Cowley_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Cowley_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Cowley_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|6601.0|0|6601.0|0|128.0|0|0.0|100
0|2021-12-14|6601.0|0|6601.0|0|128.0|0|0.0|100
0|2021-12-15|6663.0|0|6663.0|0|128.0|0|0.0|100
0|2021-12-16|6663.0|0|6663.0|0|128.0|0|0.0|100
0|2021-12-17|6714.0|0|6714.0|0|128.0|0|0.0|100
0|2021-12-18|6714.0|0|6714.0|0|128.0|0|0.0|100
0|2021-12-19|6714.0|0|6714.0|0|128.0|0|0.0|100
0|2021-12-20|6747.0|0|6747.0|0|128.0|0|0.0|100
0|2021-12-21|6747.0|0|6747.0|0|128.0|0|0.0|100
0|2021-12-22|6824.0|0|6824.0|0|128.0|0|0.0|100
0|2021-12-23|6824.0|0|6824.0|0|128.0|0|0.0|100
0|2021-12-24|6824.0|0|6824.0|0|128.0|0|0.0|100
0|2021-12-25|6824.0|0|6824.0|0|128.0|0|0.0|100
0|2021-12-26|6824.0|0|6824.0|0|128.0|0|0.0|100
0|2021-12-27|6889.0|0|6889.0|0|128.0|0|0.0|100
0|2021-12-28|6889.0|0|6889.0|0|128.0|0|0.0|100
0|2021-12-29|6985.0|0|6985.0|0|128.0|0|0.0|100
0|2021-12-30|6985.0|0|6985.0|0|128.0|0|0.0|100
0|2021-12-31|6985.0|0|6985.0|0|128.0|0|0.0|100
0|2022-01-01|6985.0|0|6985.0|0|128.0|0|0.0|100
0|2022-01-02|6985.0|0|6985.0|0|128.0|0|0.0|100
0|2022-01-03|7177.0|0|7177.0|0|128.0|0|0.0|100
0|2022-01-04|7177.0|0|7177.0|0|128.0|0|0.0|100
0|2022-01-05|7388.0|0|7388.0|0|128.0|0|0.0|100
0|2022-01-06|7388.0|0|7388.0|0|128.0|0|0.0|100
0|2022-01-07|7616.0|0|7616.0|0|136.0|0|0.0|100
0|2022-01-08|7616.0|0|7616.0|0|136.0|0|0.0|100
0|2022-01-09|7616.0|0|7616.0|0|136.0|0|0.0|100
0|2022-01-10|7793.0|0|7793.0|0|136.0|0|0.0|100
0|2022-01-11|7793.0|0|7793.0|0|136.0|0|0.0|100
0|2022-01-12|7793.0|0|8015.0|0|136.0|0|0.0|100
0|2022-01-13|7793.0|0|8236.0|0|136.0|0|0.0|100
0|2022-01-14|8491.0|0|8491.0|0|137.0|0|0.0|100
0|2022-01-15|8491.0|0|8491.0|0|137.0|0|0.0|100
0|2022-01-16|8491.0|0|8491.0|0|137.0|0|0.0|100
0|2022-01-17|8491.0|0|0.0|100|137.0|0|0.0|100
