|dates|Payette_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Payette_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Payette_Idaho_UnitedStates.Male_Total_Population.data|Payette_Idaho_UnitedStates.Male_Total_Population.missing|Payette_Idaho_UnitedStates.Female_Total_Population.data|Payette_Idaho_UnitedStates.Female_Total_Population.missing|Payette_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Payette_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-09|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-10|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-11|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-12|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-13|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-14|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-15|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-16|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-17|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-18|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-19|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-20|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-21|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-22|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-23|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-24|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-25|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-26|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-27|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-28|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-29|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-30|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2021-12-31|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-01|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-02|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-03|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-04|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-05|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-06|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-07|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-08|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-09|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-10|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-11|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-12|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-13|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-14|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-15|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-16|4331.0|0|11755.0|0|11796.0|0|6171.0|0
0|2022-01-17|4331.0|0|11755.0|0|11796.0|0|6171.0|0
