|dates|Jackson_Colorado_UnitedStates.JHU_ConfirmedCases.data|Jackson_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Colorado_UnitedStates.NYT_ConfirmedCases.data|Jackson_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|101.0|0|101.0|0|0.0|0|0.0|100
0|2021-10-18|107.0|0|107.0|0|0.0|0|0.0|100
0|2021-10-19|106.0|0|106.0|0|0.0|0|0.0|100
0|2021-10-20|110.0|0|110.0|0|0.0|0|0.0|100
0|2021-10-21|110.0|0|110.0|0|0.0|0|0.0|100
0|2021-10-22|111.0|0|111.0|0|0.0|0|0.0|100
0|2021-10-23|111.0|0|111.0|0|0.0|0|0.0|100
0|2021-10-24|111.0|0|111.0|0|0.0|0|0.0|100
0|2021-10-25|114.0|0|114.0|0|0.0|0|0.0|100
0|2021-10-26|114.0|0|114.0|0|0.0|0|0.0|100
0|2021-10-27|114.0|0|114.0|0|0.0|0|0.0|100
0|2021-10-28|114.0|0|114.0|0|0.0|0|0.0|100
0|2021-10-29|114.0|0|114.0|0|0.0|0|0.0|100
0|2021-10-30|114.0|0|114.0|0|0.0|0|0.0|100
0|2021-10-31|114.0|0|114.0|0|0.0|0|0.0|100
0|2021-11-01|114.0|0|114.0|0|0.0|0|0.0|100
0|2021-11-02|114.0|0|114.0|0|0.0|0|0.0|100
0|2021-11-03|115.0|0|115.0|0|0.0|0|0.0|100
0|2021-11-04|115.0|0|115.0|0|0.0|0|0.0|100
0|2021-11-05|115.0|0|115.0|0|0.0|0|0.0|100
0|2021-11-06|115.0|0|115.0|0|0.0|0|0.0|100
0|2021-11-07|115.0|0|115.0|0|0.0|0|0.0|100
0|2021-11-08|116.0|0|116.0|0|0.0|0|0.0|100
0|2021-11-09|116.0|0|116.0|0|0.0|0|0.0|100
0|2021-11-10|116.0|0|116.0|0|0.0|0|0.0|100
0|2021-11-11|116.0|0|116.0|0|0.0|0|0.0|100
0|2021-11-12|116.0|0|116.0|0|0.0|0|0.0|100
0|2021-11-13|116.0|0|116.0|0|0.0|0|0.0|100
0|2021-11-14|116.0|0|116.0|0|0.0|0|0.0|100
0|2021-11-15|117.0|0|117.0|0|0.0|0|0.0|100
0|2021-11-16|117.0|0|117.0|0|0.0|0|0.0|100
0|2021-11-17|117.0|0|117.0|0|0.0|0|0.0|100
0|2021-11-18|118.0|0|118.0|0|0.0|0|0.0|100
0|2021-11-19|118.0|0|118.0|0|0.0|0|0.0|100
0|2021-11-20|118.0|0|118.0|0|0.0|0|0.0|100
0|2021-11-21|118.0|0|118.0|0|0.0|0|0.0|100
0|2021-11-22|118.0|0|118.0|0|0.0|0|0.0|100
0|2021-11-23|121.0|0|121.0|0|0.0|0|0.0|100
0|2021-11-24|122.0|0|122.0|0|0.0|0|0.0|100
0|2021-11-25|122.0|0|122.0|0|0.0|0|0.0|100
0|2021-11-26|122.0|0|122.0|0|0.0|0|0.0|100
0|2021-11-27|122.0|0|122.0|0|0.0|0|0.0|100
0|2021-11-28|122.0|0|122.0|0|0.0|0|0.0|100
0|2021-11-29|122.0|0|122.0|0|0.0|0|0.0|100
0|2021-11-30|122.0|0|122.0|0|0.0|0|0.0|100
