|dates|Zavala_Texas_UnitedStates.JHU_ConfirmedCases.data|Zavala_Texas_UnitedStates.JHU_ConfirmedCases.missing|Zavala_Texas_UnitedStates.NYT_ConfirmedCases.data|Zavala_Texas_UnitedStates.NYT_ConfirmedCases.missing|Zavala_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Zavala_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Zavala_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Zavala_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|2555.0|0|2555.0|0|56.0|0|0.0|100
0|2021-11-25|2555.0|0|2555.0|0|56.0|0|0.0|100
0|2021-11-26|2555.0|0|2555.0|0|56.0|0|0.0|100
0|2021-11-27|2555.0|0|2555.0|0|56.0|0|0.0|100
0|2021-11-28|2555.0|0|2555.0|0|56.0|0|0.0|100
0|2021-11-29|2555.0|0|2555.0|0|56.0|0|0.0|100
0|2021-11-30|2559.0|0|2559.0|0|56.0|0|0.0|100
0|2021-12-01|2559.0|0|2559.0|0|56.0|0|0.0|100
0|2021-12-02|2562.0|0|2562.0|0|56.0|0|0.0|100
0|2021-12-03|2563.0|0|2563.0|0|56.0|0|0.0|100
0|2021-12-04|2563.0|0|2563.0|0|56.0|0|0.0|100
0|2021-12-05|2563.0|0|2563.0|0|56.0|0|0.0|100
0|2021-12-06|2563.0|0|2563.0|0|56.0|0|0.0|100
0|2021-12-07|2564.0|0|2564.0|0|56.0|0|0.0|100
0|2021-12-08|2565.0|0|2565.0|0|56.0|0|0.0|100
0|2021-12-09|2565.0|0|2565.0|0|56.0|0|0.0|100
0|2021-12-10|2575.0|0|2575.0|0|56.0|0|0.0|100
0|2021-12-11|2575.0|0|2575.0|0|56.0|0|0.0|100
0|2021-12-12|2575.0|0|2575.0|0|56.0|0|0.0|100
0|2021-12-13|2575.0|0|2575.0|0|56.0|0|0.0|100
0|2021-12-14|2575.0|0|2576.0|0|56.0|0|0.0|100
0|2021-12-15|2576.0|0|2576.0|0|56.0|0|0.0|100
0|2021-12-16|2577.0|0|2577.0|0|56.0|0|0.0|100
0|2021-12-17|2577.0|0|2577.0|0|56.0|0|0.0|100
0|2021-12-18|2584.0|0|2584.0|0|56.0|0|0.0|100
0|2021-12-19|2585.0|0|2585.0|0|56.0|0|0.0|100
0|2021-12-20|2586.0|0|2586.0|0|56.0|0|0.0|100
0|2021-12-21|2587.0|0|2587.0|0|56.0|0|0.0|100
0|2021-12-22|2588.0|0|2588.0|0|56.0|0|0.0|100
0|2021-12-23|2589.0|0|2589.0|0|56.0|0|0.0|100
0|2021-12-24|2589.0|0|2589.0|0|56.0|0|0.0|100
0|2021-12-25|2589.0|0|2589.0|0|56.0|0|0.0|100
0|2021-12-26|2589.0|0|2589.0|0|56.0|0|0.0|100
0|2021-12-27|2596.0|0|2596.0|0|56.0|0|0.0|100
0|2021-12-28|2597.0|0|2597.0|0|56.0|0|0.0|100
0|2021-12-29|2599.0|0|2599.0|0|56.0|0|0.0|100
0|2021-12-30|2599.0|0|2601.0|0|56.0|0|0.0|100
0|2021-12-31|2601.0|0|2601.0|0|56.0|0|0.0|100
0|2022-01-01|2601.0|0|2601.0|0|56.0|0|0.0|100
0|2022-01-02|2601.0|0|2601.0|0|56.0|0|0.0|100
0|2022-01-03|2721.0|0|2721.0|0|56.0|0|0.0|100
0|2022-01-04|2744.0|0|2744.0|0|56.0|0|0.0|100
0|2022-01-05|2765.0|0|2765.0|0|56.0|0|0.0|100
0|2022-01-06|2799.0|0|2799.0|0|56.0|0|0.0|100
0|2022-01-07|2834.0|0|2834.0|0|56.0|0|0.0|100
0|2022-01-08|2875.0|0|2875.0|0|56.0|0|0.0|100
0|2022-01-09|2896.0|0|2896.0|0|56.0|0|0.0|100
0|2022-01-10|2913.0|0|2913.0|0|56.0|0|0.0|100
0|2022-01-11|2926.0|0|2926.0|0|56.0|0|0.0|100
0|2022-01-12|2960.0|0|2960.0|0|56.0|0|0.0|100
0|2022-01-13|2960.0|0|3003.0|0|56.0|0|0.0|100
0|2022-01-14|3003.0|0|3173.0|0|56.0|0|0.0|100
0|2022-01-15|3225.0|0|3225.0|0|56.0|0|0.0|100
0|2022-01-16|3265.0|0|3265.0|0|56.0|0|0.0|100
0|2022-01-17|3282.0|0|0.0|100|56.0|0|0.0|100
