|dates|Hidalgo_Texas_UnitedStates.JHU_ConfirmedCases.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hidalgo_Texas_UnitedStates.NYT_ConfirmedCases.data|Hidalgo_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hidalgo_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hidalgo_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|123725.0|0|120675.0|0|3528.0|0|0.0|100
0|2021-12-31|123725.0|0|120675.0|0|3528.0|0|0.0|100
0|2022-01-01|123725.0|0|120675.0|0|3528.0|0|0.0|100
0|2022-01-02|123725.0|0|120675.0|0|3528.0|0|0.0|100
0|2022-01-03|123725.0|0|123562.0|0|3528.0|0|0.0|100
0|2022-01-04|124660.0|0|124660.0|0|3531.0|0|0.0|100
0|2022-01-05|124660.0|0|125912.0|0|3532.0|0|0.0|100
0|2022-01-06|126710.0|0|126710.0|0|3534.0|0|0.0|100
0|2022-01-07|128459.0|0|128459.0|0|3535.0|0|0.0|100
0|2022-01-08|129882.0|0|129882.0|0|3535.0|0|0.0|100
0|2022-01-09|131389.0|0|131389.0|0|3535.0|0|0.0|100
0|2022-01-10|132460.0|0|132460.0|0|3536.0|0|0.0|100
0|2022-01-11|133585.0|0|133585.0|0|3537.0|0|0.0|100
0|2022-01-12|135002.0|0|135002.0|0|3541.0|0|0.0|100
0|2022-01-13|135002.0|0|136311.0|0|3541.0|0|0.0|100
0|2022-01-14|136311.0|0|147468.0|0|3552.0|0|0.0|100
0|2022-01-15|148755.0|0|148755.0|0|3552.0|0|0.0|100
0|2022-01-16|150859.0|0|150859.0|0|3552.0|0|0.0|100
0|2022-01-17|152060.0|0|0.0|100|3552.0|0|0.0|100
