|dates|Hidalgo_Texas_UnitedStates.JHU_ConfirmedCases.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hidalgo_Texas_UnitedStates.NYT_ConfirmedCases.data|Hidalgo_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hidalgo_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hidalgo_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|116517.0|0|114013.0|0|3409.0|0|0.0|100
0|2021-10-18|116645.0|0|114090.0|0|3413.0|0|0.0|100
0|2021-10-19|116762.0|0|114157.0|0|3418.0|0|0.0|100
0|2021-10-20|116938.0|0|114298.0|0|3420.0|0|0.0|100
0|2021-10-21|117053.0|0|114361.0|0|3424.0|0|0.0|100
0|2021-10-22|117194.0|0|114450.0|0|3429.0|0|0.0|100
0|2021-10-23|117194.0|0|114450.0|0|3429.0|0|0.0|100
0|2021-10-24|117194.0|0|114450.0|0|3429.0|0|0.0|100
0|2021-10-25|117372.0|0|114574.0|0|3434.0|0|0.0|100
0|2021-10-26|117463.0|0|114622.0|0|3436.0|0|0.0|100
0|2021-10-27|117555.0|0|114698.0|0|3440.0|0|0.0|100
0|2021-10-28|117676.0|0|114810.0|0|3445.0|0|0.0|100
0|2021-10-29|117782.0|0|114910.0|0|3449.0|0|0.0|100
0|2021-10-30|117782.0|0|114910.0|0|3449.0|0|0.0|100
0|2021-10-31|117782.0|0|114910.0|0|3449.0|0|0.0|100
0|2021-11-01|117867.0|0|114991.0|0|3455.0|0|0.0|100
0|2021-11-02|117926.0|0|115048.0|0|3458.0|0|0.0|100
0|2021-11-03|118008.0|0|115128.0|0|3460.0|0|0.0|100
0|2021-11-04|118131.0|0|115236.0|0|3463.0|0|0.0|100
0|2021-11-05|118171.0|0|115277.0|0|3466.0|0|0.0|100
0|2021-11-06|118171.0|0|115277.0|0|3466.0|0|0.0|100
0|2021-11-07|118171.0|0|115277.0|0|3466.0|0|0.0|100
0|2021-11-08|118232.0|0|115338.0|0|3471.0|0|0.0|100
0|2021-11-09|118289.0|0|115392.0|0|3475.0|0|0.0|100
0|2021-11-10|118390.0|0|115491.0|0|3478.0|0|0.0|100
0|2021-11-11|118390.0|0|115491.0|0|3478.0|0|0.0|100
0|2021-11-12|118456.0|0|115553.0|0|3481.0|0|0.0|100
0|2021-11-13|118456.0|0|115553.0|0|3481.0|0|0.0|100
0|2021-11-14|118456.0|0|115553.0|0|3481.0|0|0.0|100
0|2021-11-15|118505.0|0|115604.0|0|3483.0|0|0.0|100
0|2021-11-16|118592.0|0|115691.0|0|3483.0|0|0.0|100
0|2021-11-17|118644.0|0|115740.0|0|3484.0|0|0.0|100
0|2021-11-18|118744.0|0|115839.0|0|3487.0|0|0.0|100
0|2021-11-19|118786.0|0|115880.0|0|3489.0|0|0.0|100
0|2021-11-20|118786.0|0|115880.0|0|3489.0|0|0.0|100
0|2021-11-21|118786.0|0|115880.0|0|3489.0|0|0.0|100
0|2021-11-22|118877.0|0|115971.0|0|3491.0|0|0.0|100
0|2021-11-23|118909.0|0|116003.0|0|3492.0|0|0.0|100
0|2021-11-24|119064.0|0|116154.0|0|3493.0|0|0.0|100
0|2021-11-25|119064.0|0|116154.0|0|3493.0|0|0.0|100
0|2021-11-26|119064.0|0|116154.0|0|3493.0|0|0.0|100
0|2021-11-27|119064.0|0|116154.0|0|3493.0|0|0.0|100
0|2021-11-28|119064.0|0|116154.0|0|3493.0|0|0.0|100
0|2021-11-29|119238.0|0|116326.0|0|3495.0|0|0.0|100
0|2021-11-30|119314.0|0|116400.0|0|3495.0|0|0.0|100
0|2021-12-01|119419.0|0|116495.0|0|3496.0|0|0.0|100
0|2021-12-02|119605.0|0|116649.0|0|3500.0|0|0.0|100
0|2021-12-03|119984.0|0|116988.0|0|3502.0|0|0.0|100
0|2021-12-04|119984.0|0|116988.0|0|3502.0|0|0.0|100
0|2021-12-05|119984.0|0|116988.0|0|3502.0|0|0.0|100
0|2021-12-06|120274.0|0|117233.0|0|3503.0|0|0.0|100
0|2021-12-07|120542.0|0|117463.0|0|3504.0|0|0.0|100
0|2021-12-08|120542.0|0|117463.0|0|3504.0|0|0.0|100
0|2021-12-09|120542.0|0|117463.0|0|3504.0|0|0.0|100
0|2021-12-10|120542.0|0|117715.0|0|3504.0|0|0.0|100
0|2021-12-11|120542.0|0|117902.0|0|3504.0|0|0.0|100
0|2021-12-12|120542.0|0|117939.0|0|3504.0|0|0.0|100
0|2021-12-13|120542.0|0|117974.0|0|3504.0|0|0.0|100
0|2021-12-14|120542.0|0|118285.0|0|3504.0|0|0.0|100
0|2021-12-15|121639.0|0|118475.0|0|3512.0|0|0.0|100
0|2021-12-16|121777.0|0|118597.0|0|3512.0|0|0.0|100
0|2021-12-17|121875.0|0|118694.0|0|3514.0|0|0.0|100
0|2021-12-18|121875.0|0|118694.0|0|3514.0|0|0.0|100
0|2021-12-19|121875.0|0|118779.0|0|3514.0|0|0.0|100
0|2021-12-20|121976.0|0|118885.0|0|3517.0|0|0.0|100
0|2021-12-21|122132.0|0|119016.0|0|3519.0|0|0.0|100
0|2021-12-22|122378.0|0|119196.0|0|3522.0|0|0.0|100
0|2021-12-23|122378.0|0|119274.0|0|3522.0|0|0.0|100
0|2021-12-24|122378.0|0|119274.0|0|3522.0|0|0.0|100
0|2021-12-25|122378.0|0|119274.0|0|3522.0|0|0.0|100
0|2021-12-26|122378.0|0|119274.0|0|3522.0|0|0.0|100
0|2021-12-27|122378.0|0|119818.0|0|3522.0|0|0.0|100
0|2021-12-28|122725.0|0|120105.0|0|3525.0|0|0.0|100
0|2021-12-29|123125.0|0|120398.0|0|3526.0|0|0.0|100
