|dates|Chisago_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Chisago_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Chisago_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Chisago_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Chisago_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Chisago_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Chisago_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Chisago_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|9746.0|0|9746.0|0|76.0|0|0.0|100
0|2021-11-29|9795.0|0|9795.0|0|78.0|0|0.0|100
0|2021-11-30|9923.0|0|9923.0|0|78.0|0|0.0|100
0|2021-12-01|9953.0|0|9953.0|0|79.0|0|0.0|100
0|2021-12-02|9953.0|0|9995.0|0|79.0|0|0.0|100
0|2021-12-03|10052.0|0|10052.0|0|81.0|0|0.0|100
0|2021-12-04|10052.0|0|10052.0|0|81.0|0|0.0|100
0|2021-12-05|10052.0|0|10052.0|0|81.0|0|0.0|100
0|2021-12-06|10117.0|0|10117.0|0|81.0|0|0.0|100
0|2021-12-07|10241.0|0|10241.0|0|81.0|0|0.0|100
0|2021-12-08|10265.0|0|10265.0|0|82.0|0|0.0|100
0|2021-12-09|10307.0|0|10307.0|0|83.0|0|0.0|100
0|2021-12-10|10361.0|0|10361.0|0|86.0|0|0.0|100
0|2021-12-11|10361.0|0|10361.0|0|86.0|0|0.0|100
0|2021-12-12|10361.0|0|10361.0|0|86.0|0|0.0|100
0|2021-12-13|10410.0|0|10410.0|0|89.0|0|0.0|100
0|2021-12-14|10410.0|0|10535.0|0|89.0|0|0.0|100
0|2021-12-15|10555.0|0|10555.0|0|91.0|0|0.0|100
0|2021-12-16|10597.0|0|10597.0|0|92.0|0|0.0|100
0|2021-12-17|10636.0|0|10636.0|0|92.0|0|0.0|100
0|2021-12-18|10636.0|0|10636.0|0|92.0|0|0.0|100
0|2021-12-19|10636.0|0|10636.0|0|92.0|0|0.0|100
0|2021-12-20|10688.0|0|10688.0|0|94.0|0|0.0|100
0|2021-12-21|10781.0|0|10781.0|0|94.0|0|0.0|100
0|2021-12-22|10796.0|0|10796.0|0|94.0|0|0.0|100
0|2021-12-23|10826.0|0|10826.0|0|98.0|0|0.0|100
0|2021-12-24|10826.0|0|10826.0|0|98.0|0|0.0|100
0|2021-12-25|10826.0|0|10826.0|0|98.0|0|0.0|100
0|2021-12-26|10826.0|0|10826.0|0|98.0|0|0.0|100
0|2021-12-27|10856.0|0|10856.0|0|98.0|0|0.0|100
0|2021-12-28|10947.0|0|10947.0|0|98.0|0|0.0|100
0|2021-12-29|10985.0|0|10985.0|0|100.0|0|0.0|100
0|2021-12-30|11021.0|0|11021.0|0|100.0|0|0.0|100
0|2021-12-31|11021.0|0|11021.0|0|100.0|0|0.0|100
0|2022-01-01|11021.0|0|11021.0|0|100.0|0|0.0|100
0|2022-01-02|11021.0|0|11021.0|0|100.0|0|0.0|100
0|2022-01-03|11064.0|0|11064.0|0|101.0|0|0.0|100
0|2022-01-04|11138.0|0|11138.0|0|102.0|0|0.0|100
0|2022-01-05|11165.0|0|11165.0|0|103.0|0|0.0|100
0|2022-01-06|11200.0|0|11200.0|0|103.0|0|0.0|100
0|2022-01-07|11270.0|0|11270.0|0|104.0|0|0.0|100
0|2022-01-08|11270.0|0|11270.0|0|104.0|0|0.0|100
0|2022-01-09|11270.0|0|11270.0|0|104.0|0|0.0|100
0|2022-01-10|11328.0|0|11328.0|0|104.0|0|0.0|100
0|2022-01-11|11545.0|0|11545.0|0|104.0|0|0.0|100
0|2022-01-12|11602.0|0|11602.0|0|105.0|0|0.0|100
0|2022-01-13|11602.0|0|11689.0|0|105.0|0|0.0|100
0|2022-01-14|11751.0|0|11751.0|0|106.0|0|0.0|100
0|2022-01-15|11751.0|0|11751.0|0|106.0|0|0.0|100
0|2022-01-16|11751.0|0|11751.0|0|106.0|0|0.0|100
0|2022-01-17|11751.0|0|0.0|100|106.0|0|0.0|100
