|dates|Apache_Arizona_UnitedStates.JHU_ConfirmedCases.data|Apache_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Apache_Arizona_UnitedStates.NYT_ConfirmedCases.data|Apache_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Apache_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Apache_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Apache_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Apache_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|13501.0|0|13501.0|0|481.0|0|0.0|100
0|2021-10-18|13501.0|0|13501.0|0|481.0|0|0.0|100
0|2021-10-19|13565.0|0|13565.0|0|482.0|0|0.0|100
0|2021-10-20|13600.0|0|13600.0|0|482.0|0|0.0|100
0|2021-10-21|13646.0|0|13646.0|0|483.0|0|0.0|100
0|2021-10-22|13704.0|0|13704.0|0|485.0|0|0.0|100
0|2021-10-23|14040.0|0|14040.0|0|485.0|0|0.0|100
0|2021-10-24|14067.0|0|14067.0|0|485.0|0|0.0|100
0|2021-10-25|14073.0|0|14073.0|0|485.0|0|0.0|100
0|2021-10-26|14086.0|0|14086.0|0|486.0|0|0.0|100
0|2021-10-27|14145.0|0|14145.0|0|485.0|0|0.0|100
0|2021-10-28|14192.0|0|14192.0|0|486.0|0|0.0|100
0|2021-10-29|14251.0|0|14251.0|0|486.0|0|0.0|100
0|2021-10-30|14282.0|0|14282.0|0|487.0|0|0.0|100
0|2021-10-31|14327.0|0|14327.0|0|487.0|0|0.0|100
0|2021-11-01|14348.0|0|14348.0|0|487.0|0|0.0|100
0|2021-11-02|14358.0|0|14358.0|0|487.0|0|0.0|100
0|2021-11-03|14379.0|0|14379.0|0|492.0|0|0.0|100
0|2021-11-04|14432.0|0|14432.0|0|492.0|0|0.0|100
0|2021-11-05|14494.0|0|14494.0|0|493.0|0|0.0|100
0|2021-11-06|14538.0|0|14538.0|0|495.0|0|0.0|100
0|2021-11-07|14560.0|0|14560.0|0|495.0|0|0.0|100
0|2021-11-08|14573.0|0|14573.0|0|495.0|0|0.0|100
0|2021-11-09|14585.0|0|14585.0|0|494.0|0|0.0|100
0|2021-11-10|14585.0|0|14629.0|0|494.0|0|0.0|100
0|2021-11-11|14661.0|0|14661.0|0|494.0|0|0.0|100
0|2021-11-12|14699.0|0|14699.0|0|497.0|0|0.0|100
0|2021-11-13|14731.0|0|14731.0|0|497.0|0|0.0|100
0|2021-11-14|14766.0|0|14766.0|0|497.0|0|0.0|100
0|2021-11-15|14796.0|0|14796.0|0|497.0|0|0.0|100
0|2021-11-16|14816.0|0|14816.0|0|498.0|0|0.0|100
0|2021-11-17|14840.0|0|14840.0|0|498.0|0|0.0|100
0|2021-11-18|14886.0|0|14886.0|0|499.0|0|0.0|100
0|2021-11-19|14929.0|0|14929.0|0|500.0|0|0.0|100
0|2021-11-20|14987.0|0|14987.0|0|502.0|0|0.0|100
0|2021-11-21|15035.0|0|15035.0|0|502.0|0|0.0|100
0|2021-11-22|15051.0|0|15051.0|0|502.0|0|0.0|100
0|2021-11-23|15087.0|0|15087.0|0|503.0|0|0.0|100
0|2021-11-24|15115.0|0|15115.0|0|505.0|0|0.0|100
0|2021-11-25|15157.0|0|15157.0|0|508.0|0|0.0|100
0|2021-11-26|15196.0|0|15196.0|0|508.0|0|0.0|100
0|2021-11-27|15231.0|0|15231.0|0|509.0|0|0.0|100
0|2021-11-28|15251.0|0|15251.0|0|509.0|0|0.0|100
0|2021-11-29|15266.0|0|15266.0|0|509.0|0|0.0|100
0|2021-11-30|15266.0|0|15290.0|0|509.0|0|0.0|100
0|2021-12-01|15327.0|0|15327.0|0|512.0|0|0.0|100
0|2021-12-02|15369.0|0|15369.0|0|512.0|0|0.0|100
0|2021-12-03|15425.0|0|15425.0|0|512.0|0|0.0|100
0|2021-12-04|15492.0|0|15492.0|0|513.0|0|0.0|100
0|2021-12-05|15532.0|0|15532.0|0|514.0|0|0.0|100
0|2021-12-06|15558.0|0|15558.0|0|514.0|0|0.0|100
0|2021-12-07|15564.0|0|15564.0|0|518.0|0|0.0|100
0|2021-12-08|15594.0|0|15594.0|0|518.0|0|0.0|100
0|2021-12-09|15628.0|0|15628.0|0|518.0|0|0.0|100
0|2021-12-10|15684.0|0|15684.0|0|520.0|0|0.0|100
0|2021-12-11|15723.0|0|15723.0|0|521.0|0|0.0|100
0|2021-12-12|15745.0|0|15745.0|0|521.0|0|0.0|100
0|2021-12-13|15745.0|0|15763.0|0|521.0|0|0.0|100
0|2021-12-14|15745.0|0|15784.0|0|521.0|0|0.0|100
0|2021-12-15|15800.0|0|15800.0|0|529.0|0|0.0|100
0|2021-12-16|15829.0|0|15829.0|0|529.0|0|0.0|100
0|2021-12-17|15861.0|0|15861.0|0|535.0|0|0.0|100
0|2021-12-18|15861.0|0|15889.0|0|535.0|0|0.0|100
0|2021-12-19|15912.0|0|15912.0|0|534.0|0|0.0|100
0|2021-12-20|15922.0|0|15922.0|0|534.0|0|0.0|100
0|2021-12-21|15924.0|0|15924.0|0|536.0|0|0.0|100
0|2021-12-22|15946.0|0|15946.0|0|537.0|0|0.0|100
0|2021-12-23|15971.0|0|15971.0|0|537.0|0|0.0|100
0|2021-12-24|16012.0|0|16012.0|0|540.0|0|0.0|100
0|2021-12-25|16012.0|0|16035.0|0|540.0|0|0.0|100
0|2021-12-26|16035.0|0|16035.0|0|540.0|0|0.0|100
0|2021-12-27|16070.0|0|16070.0|0|540.0|0|0.0|100
0|2021-12-28|16070.0|0|16090.0|0|540.0|0|0.0|100
0|2021-12-29|16090.0|0|16127.0|0|541.0|0|0.0|100
0|2021-12-30|16127.0|0|16196.0|0|541.0|0|0.0|100
0|2021-12-31|16261.0|0|16261.0|0|542.0|0|0.0|100
0|2022-01-01|16324.0|0|16324.0|0|542.0|0|0.0|100
0|2022-01-02|16324.0|0|16324.0|0|542.0|0|0.0|100
0|2022-01-03|16392.0|0|16392.0|0|542.0|0|0.0|100
0|2022-01-04|16420.0|0|16420.0|0|544.0|0|0.0|100
0|2022-01-05|16476.0|0|16476.0|0|545.0|0|0.0|100
0|2022-01-06|16610.0|0|16610.0|0|545.0|0|0.0|100
0|2022-01-07|16770.0|0|16770.0|0|545.0|0|0.0|100
0|2022-01-08|16924.0|0|16924.0|0|547.0|0|0.0|100
0|2022-01-09|16924.0|0|17005.0|0|547.0|0|0.0|100
