|dates|Union_Indiana_UnitedStates.JHU_ConfirmedCases.data|Union_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Union_Indiana_UnitedStates.NYT_ConfirmedCases.data|Union_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Union_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Union_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|1322.0|0|1351.0|0|17.0|0|0.0|100
0|2021-12-18|1322.0|0|1351.0|0|17.0|0|0.0|100
0|2021-12-19|1322.0|0|1351.0|0|17.0|0|0.0|100
0|2021-12-20|1341.0|0|1370.0|0|17.0|0|0.0|100
0|2021-12-21|1345.0|0|1374.0|0|17.0|0|0.0|100
0|2021-12-22|1358.0|0|1387.0|0|17.0|0|0.0|100
0|2021-12-23|1358.0|0|1387.0|0|17.0|0|0.0|100
0|2021-12-24|1358.0|0|1387.0|0|17.0|0|0.0|100
0|2021-12-25|1358.0|0|1387.0|0|17.0|0|0.0|100
0|2021-12-26|1358.0|0|1387.0|0|17.0|0|0.0|100
0|2021-12-27|1377.0|0|1406.0|0|18.0|0|0.0|100
0|2021-12-28|1383.0|0|1412.0|0|18.0|0|0.0|100
0|2021-12-29|1397.0|0|1426.0|0|18.0|0|0.0|100
0|2021-12-30|1412.0|0|1441.0|0|18.0|0|0.0|100
0|2021-12-31|1412.0|0|1441.0|0|18.0|0|0.0|100
0|2022-01-01|1412.0|0|1441.0|0|18.0|0|0.0|100
0|2022-01-02|1412.0|0|1441.0|0|18.0|0|0.0|100
0|2022-01-03|1431.0|0|1460.0|0|18.0|0|0.0|100
0|2022-01-04|1441.0|0|1470.0|0|18.0|0|0.0|100
0|2022-01-05|1458.0|0|1487.0|0|18.0|0|0.0|100
0|2022-01-06|1468.0|0|1497.0|0|18.0|0|0.0|100
0|2022-01-07|1476.0|0|1505.0|0|18.0|0|0.0|100
0|2022-01-08|1476.0|0|1505.0|0|18.0|0|0.0|100
0|2022-01-09|1476.0|0|1505.0|0|18.0|0|0.0|100
0|2022-01-10|1503.0|0|1532.0|0|18.0|0|0.0|100
0|2022-01-11|1514.0|0|1543.0|0|19.0|0|0.0|100
0|2022-01-12|1536.0|0|1565.0|0|19.0|0|0.0|100
0|2022-01-13|1536.0|0|1587.0|0|19.0|0|0.0|100
0|2022-01-14|1584.0|0|1613.0|0|19.0|0|0.0|100
0|2022-01-15|1584.0|0|1613.0|0|19.0|0|0.0|100
0|2022-01-16|1584.0|0|1613.0|0|19.0|0|0.0|100
0|2022-01-17|1636.0|0|0.0|100|19.0|0|0.0|100
