|dates|Union_Indiana_UnitedStates.JHU_ConfirmedCases.data|Union_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Union_Indiana_UnitedStates.NYT_ConfirmedCases.data|Union_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Union_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Union_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1066.0|0|1095.0|0|15.0|0|0.0|100
0|2021-10-18|1068.0|0|1097.0|0|15.0|0|0.0|100
0|2021-10-19|1069.0|0|1098.0|0|16.0|0|0.0|100
0|2021-10-20|1070.0|0|1099.0|0|16.0|0|0.0|100
0|2021-10-21|1070.0|0|1099.0|0|16.0|0|0.0|100
0|2021-10-22|1070.0|0|1099.0|0|16.0|0|0.0|100
0|2021-10-23|1070.0|0|1099.0|0|16.0|0|0.0|100
0|2021-10-24|1070.0|0|1099.0|0|16.0|0|0.0|100
0|2021-10-25|1072.0|0|1101.0|0|16.0|0|0.0|100
0|2021-10-26|1073.0|0|1102.0|0|16.0|0|0.0|100
0|2021-10-27|1073.0|0|1102.0|0|16.0|0|0.0|100
0|2021-10-28|1074.0|0|1103.0|0|16.0|0|0.0|100
0|2021-10-29|1077.0|0|1106.0|0|16.0|0|0.0|100
0|2021-10-30|1077.0|0|1106.0|0|16.0|0|0.0|100
0|2021-10-31|1077.0|0|1106.0|0|16.0|0|0.0|100
0|2021-11-01|1080.0|0|1109.0|0|16.0|0|0.0|100
0|2021-11-02|1080.0|0|1109.0|0|16.0|0|0.0|100
0|2021-11-03|1085.0|0|1114.0|0|16.0|0|0.0|100
0|2021-11-04|1088.0|0|1117.0|0|16.0|0|0.0|100
0|2021-11-05|1091.0|0|1120.0|0|16.0|0|0.0|100
0|2021-11-06|1091.0|0|1120.0|0|16.0|0|0.0|100
0|2021-11-07|1091.0|0|1120.0|0|16.0|0|0.0|100
0|2021-11-08|1092.0|0|1121.0|0|16.0|0|0.0|100
0|2021-11-09|1096.0|0|1125.0|0|16.0|0|0.0|100
0|2021-11-10|1096.0|0|1126.0|0|16.0|0|0.0|100
0|2021-11-11|1100.0|0|1129.0|0|16.0|0|0.0|100
0|2021-11-12|1103.0|0|1132.0|0|16.0|0|0.0|100
0|2021-11-13|1103.0|0|1132.0|0|16.0|0|0.0|100
0|2021-11-14|1103.0|0|1132.0|0|16.0|0|0.0|100
0|2021-11-15|1106.0|0|1135.0|0|16.0|0|0.0|100
0|2021-11-16|1109.0|0|1138.0|0|16.0|0|0.0|100
0|2021-11-17|1114.0|0|1143.0|0|16.0|0|0.0|100
0|2021-11-18|1120.0|0|1149.0|0|16.0|0|0.0|100
0|2021-11-19|1123.0|0|1152.0|0|16.0|0|0.0|100
0|2021-11-20|1123.0|0|1152.0|0|16.0|0|0.0|100
0|2021-11-21|1123.0|0|1152.0|0|16.0|0|0.0|100
0|2021-11-22|1133.0|0|1162.0|0|16.0|0|0.0|100
0|2021-11-23|1137.0|0|1166.0|0|16.0|0|0.0|100
0|2021-11-24|1154.0|0|1183.0|0|16.0|0|0.0|100
0|2021-11-25|1154.0|0|1183.0|0|16.0|0|0.0|100
0|2021-11-26|1154.0|0|1183.0|0|16.0|0|0.0|100
0|2021-11-27|1154.0|0|1183.0|0|16.0|0|0.0|100
0|2021-11-28|1154.0|0|1183.0|0|16.0|0|0.0|100
0|2021-11-29|1178.0|0|1207.0|0|16.0|0|0.0|100
0|2021-11-30|1183.0|0|1212.0|0|16.0|0|0.0|100
0|2021-12-01|1205.0|0|1234.0|0|16.0|0|0.0|100
0|2021-12-02|1205.0|0|1239.0|0|16.0|0|0.0|100
0|2021-12-03|1226.0|0|1255.0|0|16.0|0|0.0|100
0|2021-12-04|1226.0|0|1255.0|0|16.0|0|0.0|100
0|2021-12-05|1226.0|0|1255.0|0|16.0|0|0.0|100
0|2021-12-06|1251.0|0|1280.0|0|16.0|0|0.0|100
0|2021-12-07|1257.0|0|1286.0|0|16.0|0|0.0|100
0|2021-12-08|1270.0|0|1299.0|0|16.0|0|0.0|100
0|2021-12-09|1274.0|0|1303.0|0|16.0|0|0.0|100
0|2021-12-10|1276.0|0|1305.0|0|16.0|0|0.0|100
0|2021-12-11|1276.0|0|1305.0|0|16.0|0|0.0|100
0|2021-12-12|1276.0|0|1305.0|0|16.0|0|0.0|100
0|2021-12-13|1292.0|0|1321.0|0|16.0|0|0.0|100
0|2021-12-14|1292.0|0|1332.0|0|16.0|0|0.0|100
0|2021-12-15|1314.0|0|1343.0|0|16.0|0|0.0|100
0|2021-12-16|1318.0|0|1347.0|0|16.0|0|0.0|100
