|dates|Essex_NewYork_UnitedStates.JHU_ConfirmedCases.data|Essex_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Essex_NewYork_UnitedStates.NYT_ConfirmedCases.data|Essex_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Essex_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Essex_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Essex_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Essex_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|3346.0|0|3354.0|0|45.0|0|0.0|100
0|2021-12-18|3373.0|0|3381.0|0|45.0|0|0.0|100
0|2021-12-19|3395.0|0|3403.0|0|45.0|0|0.0|100
0|2021-12-20|3410.0|0|3418.0|0|45.0|0|0.0|100
0|2021-12-21|3419.0|0|3427.0|0|45.0|0|0.0|100
0|2021-12-22|3443.0|0|3451.0|0|45.0|0|0.0|100
0|2021-12-23|3470.0|0|3478.0|0|46.0|0|0.0|100
0|2021-12-24|3493.0|0|3501.0|0|47.0|0|0.0|100
0|2021-12-25|3493.0|0|3501.0|0|47.0|0|0.0|100
0|2021-12-26|3527.0|0|3535.0|0|47.0|0|0.0|100
0|2021-12-27|3530.0|0|3538.0|0|47.0|0|0.0|100
0|2021-12-28|3537.0|0|3545.0|0|47.0|0|0.0|100
0|2021-12-29|3577.0|0|3585.0|0|47.0|0|0.0|100
0|2021-12-30|3624.0|0|3632.0|0|48.0|0|0.0|100
0|2021-12-31|3694.0|0|3702.0|0|48.0|0|0.0|100
0|2022-01-01|3694.0|0|3767.0|0|48.0|0|0.0|100
0|2022-01-02|3694.0|0|3833.0|0|48.0|0|0.0|100
0|2022-01-03|3849.0|0|3857.0|0|48.0|0|0.0|100
0|2022-01-04|3879.0|0|3887.0|0|48.0|0|0.0|100
0|2022-01-05|3935.0|0|3943.0|0|48.0|0|0.0|100
0|2022-01-06|3987.0|0|3995.0|0|48.0|0|0.0|100
0|2022-01-07|4062.0|0|4070.0|0|48.0|0|0.0|100
0|2022-01-08|4169.0|0|4177.0|0|49.0|0|0.0|100
0|2022-01-09|4230.0|0|4238.0|0|49.0|0|0.0|100
0|2022-01-10|4277.0|0|4285.0|0|49.0|0|0.0|100
0|2022-01-11|4312.0|0|4320.0|0|49.0|0|0.0|100
0|2022-01-12|4370.0|0|4378.0|0|50.0|0|0.0|100
0|2022-01-13|4370.0|0|4446.0|0|50.0|0|0.0|100
0|2022-01-14|4483.0|0|4491.0|0|50.0|0|0.0|100
0|2022-01-15|4547.0|0|4555.0|0|52.0|0|0.0|100
0|2022-01-16|4595.0|0|4603.0|0|52.0|0|0.0|100
0|2022-01-17|4618.0|0|0.0|100|52.0|0|0.0|100
