|dates|Grady_Georgia_UnitedStates.JHU_ConfirmedCases.data|Grady_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Grady_Georgia_UnitedStates.NYT_ConfirmedCases.data|Grady_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Grady_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Grady_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Grady_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Grady_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3581.0|0|3606.0|0|86.0|0|0.0|100
0|2021-10-18|3586.0|0|3611.0|0|88.0|0|0.0|100
0|2021-10-19|3589.0|0|3614.0|0|88.0|0|0.0|100
0|2021-10-20|3597.0|0|3622.0|0|88.0|0|0.0|100
0|2021-10-21|3598.0|0|3623.0|0|88.0|0|0.0|100
0|2021-10-22|3601.0|0|3626.0|0|88.0|0|0.0|100
0|2021-10-23|3601.0|0|3626.0|0|88.0|0|0.0|100
0|2021-10-24|3601.0|0|3626.0|0|88.0|0|0.0|100
0|2021-10-25|3605.0|0|3630.0|0|88.0|0|0.0|100
0|2021-10-26|3606.0|0|3631.0|0|88.0|0|0.0|100
0|2021-10-27|3607.0|0|3632.0|0|88.0|0|0.0|100
0|2021-10-28|3608.0|0|3633.0|0|88.0|0|0.0|100
0|2021-10-29|3610.0|0|3635.0|0|88.0|0|0.0|100
0|2021-10-30|3610.0|0|3635.0|0|88.0|0|0.0|100
0|2021-10-31|3610.0|0|3635.0|0|88.0|0|0.0|100
0|2021-11-01|3615.0|0|3642.0|0|88.0|0|0.0|100
0|2021-11-02|3617.0|0|3644.0|0|88.0|0|0.0|100
0|2021-11-03|3619.0|0|3646.0|0|88.0|0|0.0|100
0|2021-11-04|3623.0|0|3650.0|0|88.0|0|0.0|100
0|2021-11-05|3627.0|0|3654.0|0|88.0|0|0.0|100
0|2021-11-06|3627.0|0|3654.0|0|88.0|0|0.0|100
0|2021-11-07|3627.0|0|3654.0|0|88.0|0|0.0|100
0|2021-11-08|3627.0|0|3656.0|0|88.0|0|0.0|100
0|2021-11-09|3636.0|0|3665.0|0|90.0|0|0.0|100
0|2021-11-10|3637.0|0|3666.0|0|90.0|0|0.0|100
0|2021-11-11|3637.0|0|3666.0|0|90.0|0|0.0|100
0|2021-11-12|3643.0|0|3672.0|0|91.0|0|0.0|100
0|2021-11-13|3643.0|0|3672.0|0|91.0|0|0.0|100
0|2021-11-14|3643.0|0|3672.0|0|91.0|0|0.0|100
0|2021-11-15|3647.0|0|3677.0|0|91.0|0|0.0|100
0|2021-11-16|3651.0|0|3681.0|0|91.0|0|0.0|100
0|2021-11-17|3655.0|0|3685.0|0|92.0|0|0.0|100
0|2021-11-18|3661.0|0|3691.0|0|92.0|0|0.0|100
0|2021-11-19|3661.0|0|3691.0|0|92.0|0|0.0|100
0|2021-11-20|3661.0|0|3691.0|0|92.0|0|0.0|100
0|2021-11-21|3661.0|0|3691.0|0|92.0|0|0.0|100
0|2021-11-22|3662.0|0|3693.0|0|92.0|0|0.0|100
0|2021-11-23|3662.0|0|3693.0|0|92.0|0|0.0|100
0|2021-11-24|3663.0|0|3694.0|0|92.0|0|0.0|100
0|2021-11-25|3663.0|0|3694.0|0|92.0|0|0.0|100
0|2021-11-26|3663.0|0|3694.0|0|92.0|0|0.0|100
0|2021-11-27|3663.0|0|3694.0|0|92.0|0|0.0|100
0|2021-11-28|3663.0|0|3694.0|0|92.0|0|0.0|100
0|2021-11-29|3669.0|0|3700.0|0|92.0|0|0.0|100
0|2021-11-30|3669.0|0|3699.0|0|93.0|0|0.0|100
0|2021-12-01|3672.0|0|3702.0|0|92.0|0|0.0|100
0|2021-12-02|3674.0|0|3704.0|0|92.0|0|0.0|100
0|2021-12-03|3675.0|0|3705.0|0|92.0|0|0.0|100
0|2021-12-04|3675.0|0|3705.0|0|92.0|0|0.0|100
0|2021-12-05|3675.0|0|3705.0|0|92.0|0|0.0|100
0|2021-12-06|3677.0|0|3707.0|0|92.0|0|0.0|100
0|2021-12-07|3679.0|0|3709.0|0|92.0|0|0.0|100
0|2021-12-08|3680.0|0|3710.0|0|92.0|0|0.0|100
0|2021-12-09|3682.0|0|3712.0|0|92.0|0|0.0|100
0|2021-12-10|3683.0|0|3713.0|0|92.0|0|0.0|100
0|2021-12-11|3683.0|0|3713.0|0|92.0|0|0.0|100
0|2021-12-12|3683.0|0|3713.0|0|92.0|0|0.0|100
0|2021-12-13|3689.0|0|3719.0|0|92.0|0|0.0|100
0|2021-12-14|3689.0|0|3720.0|0|92.0|0|0.0|100
0|2021-12-15|3688.0|0|3718.0|0|91.0|0|0.0|100
0|2021-12-16|3685.0|0|3715.0|0|91.0|0|0.0|100
0|2021-12-17|3686.0|0|3716.0|0|91.0|0|0.0|100
0|2021-12-18|3686.0|0|3716.0|0|91.0|0|0.0|100
0|2021-12-19|3686.0|0|3716.0|0|91.0|0|0.0|100
0|2021-12-20|3691.0|0|3721.0|0|91.0|0|0.0|100
0|2021-12-21|3698.0|0|3728.0|0|92.0|0|0.0|100
0|2021-12-22|3704.0|0|3734.0|0|92.0|0|0.0|100
0|2021-12-23|3706.0|0|3736.0|0|93.0|0|0.0|100
0|2021-12-24|3719.0|0|3749.0|0|93.0|0|0.0|100
0|2021-12-25|3719.0|0|3749.0|0|93.0|0|0.0|100
0|2021-12-26|3719.0|0|3749.0|0|93.0|0|0.0|100
0|2021-12-27|3729.0|0|3759.0|0|93.0|0|0.0|100
0|2021-12-28|3741.0|0|3771.0|0|93.0|0|0.0|100
0|2021-12-29|3755.0|0|3785.0|0|93.0|0|0.0|100
0|2021-12-30|3789.0|0|3819.0|0|93.0|0|0.0|100
0|2021-12-31|3831.0|0|3861.0|0|93.0|0|0.0|100
0|2022-01-01|3831.0|0|3861.0|0|93.0|0|0.0|100
0|2022-01-02|3831.0|0|3861.0|0|93.0|0|0.0|100
0|2022-01-03|3831.0|0|3861.0|0|93.0|0|0.0|100
0|2022-01-04|3906.0|0|3936.0|0|93.0|0|0.0|100
0|2022-01-05|3961.0|0|3991.0|0|93.0|0|0.0|100
0|2022-01-06|3961.0|0|3991.0|0|93.0|0|0.0|100
0|2022-01-07|3961.0|0|3991.0|0|93.0|0|0.0|100
0|2022-01-08|3961.0|0|3991.0|0|93.0|0|0.0|100
0|2022-01-09|3961.0|0|3991.0|0|93.0|0|0.0|100
0|2022-01-10|4178.0|0|4210.0|0|93.0|0|0.0|100
0|2022-01-11|4264.0|0|4296.0|0|94.0|0|0.0|100
0|2022-01-12|4304.0|0|4336.0|0|94.0|0|0.0|100
0|2022-01-13|4304.0|0|4423.0|0|94.0|0|0.0|100
0|2022-01-14|4442.0|0|4474.0|0|94.0|0|0.0|100
0|2022-01-15|4442.0|0|4474.0|0|94.0|0|0.0|100
0|2022-01-16|4442.0|0|4474.0|0|94.0|0|0.0|100
0|2022-01-17|4545.0|0|0.0|100|95.0|0|0.0|100
