|dates|Butts_Georgia_UnitedStates.JHU_ConfirmedCases.data|Butts_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Butts_Georgia_UnitedStates.NYT_ConfirmedCases.data|Butts_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Butts_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Butts_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Butts_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Butts_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|4746.0|0|4751.0|0|123.0|0|0.0|100
0|2021-11-22|4751.0|0|4757.0|0|123.0|0|0.0|100
0|2021-11-23|4753.0|0|4759.0|0|123.0|0|0.0|100
0|2021-11-24|4755.0|0|4761.0|0|123.0|0|0.0|100
0|2021-11-25|4755.0|0|4761.0|0|123.0|0|0.0|100
0|2021-11-26|4755.0|0|4761.0|0|123.0|0|0.0|100
0|2021-11-27|4755.0|0|4761.0|0|123.0|0|0.0|100
0|2021-11-28|4755.0|0|4761.0|0|123.0|0|0.0|100
0|2021-11-29|4766.0|0|4772.0|0|123.0|0|0.0|100
0|2021-11-30|4770.0|0|4776.0|0|123.0|0|0.0|100
0|2021-12-01|4773.0|0|4779.0|0|123.0|0|0.0|100
0|2021-12-02|4773.0|0|4785.0|0|123.0|0|0.0|100
0|2021-12-03|4780.0|0|4786.0|0|123.0|0|0.0|100
0|2021-12-04|4780.0|0|4786.0|0|123.0|0|0.0|100
0|2021-12-05|4780.0|0|4786.0|0|123.0|0|0.0|100
0|2021-12-06|4787.0|0|4793.0|0|123.0|0|0.0|100
0|2021-12-07|4789.0|0|4795.0|0|123.0|0|0.0|100
0|2021-12-08|4793.0|0|4799.0|0|123.0|0|0.0|100
0|2021-12-09|4793.0|0|4799.0|0|123.0|0|0.0|100
0|2021-12-10|4797.0|0|4803.0|0|123.0|0|0.0|100
0|2021-12-11|4797.0|0|4803.0|0|123.0|0|0.0|100
0|2021-12-12|4797.0|0|4803.0|0|123.0|0|0.0|100
0|2021-12-13|4804.0|0|4810.0|0|123.0|0|0.0|100
0|2021-12-14|4804.0|0|4811.0|0|123.0|0|0.0|100
0|2021-12-15|4813.0|0|4819.0|0|123.0|0|0.0|100
0|2021-12-16|4824.0|0|4830.0|0|123.0|0|0.0|100
0|2021-12-17|4827.0|0|4833.0|0|124.0|0|0.0|100
0|2021-12-18|4827.0|0|4833.0|0|124.0|0|0.0|100
0|2021-12-19|4827.0|0|4833.0|0|124.0|0|0.0|100
0|2021-12-20|4844.0|0|4850.0|0|124.0|0|0.0|100
0|2021-12-21|4857.0|0|4863.0|0|124.0|0|0.0|100
0|2021-12-22|4873.0|0|4879.0|0|124.0|0|0.0|100
0|2021-12-23|4896.0|0|4902.0|0|124.0|0|0.0|100
0|2021-12-24|4910.0|0|4916.0|0|124.0|0|0.0|100
0|2021-12-25|4910.0|0|4916.0|0|124.0|0|0.0|100
0|2021-12-26|4910.0|0|4916.0|0|124.0|0|0.0|100
0|2021-12-27|4967.0|0|4973.0|0|124.0|0|0.0|100
0|2021-12-28|5007.0|0|5013.0|0|124.0|0|0.0|100
0|2021-12-29|5050.0|0|5056.0|0|125.0|0|0.0|100
0|2021-12-30|5100.0|0|5106.0|0|125.0|0|0.0|100
0|2021-12-31|5180.0|0|5186.0|0|125.0|0|0.0|100
0|2022-01-01|5180.0|0|5186.0|0|125.0|0|0.0|100
0|2022-01-02|5180.0|0|5186.0|0|125.0|0|0.0|100
0|2022-01-03|5180.0|0|5186.0|0|125.0|0|0.0|100
0|2022-01-04|5363.0|0|5369.0|0|125.0|0|0.0|100
0|2022-01-05|5424.0|0|5430.0|0|125.0|0|0.0|100
0|2022-01-06|5424.0|0|5430.0|0|125.0|0|0.0|100
0|2022-01-07|5424.0|0|5430.0|0|125.0|0|0.0|100
0|2022-01-08|5424.0|0|5430.0|0|125.0|0|0.0|100
0|2022-01-09|5424.0|0|5430.0|0|125.0|0|0.0|100
0|2022-01-10|5645.0|0|5652.0|0|125.0|0|0.0|100
0|2022-01-11|5699.0|0|5706.0|0|125.0|0|0.0|100
0|2022-01-12|5726.0|0|5733.0|0|125.0|0|0.0|100
0|2022-01-13|5726.0|0|5774.0|0|125.0|0|0.0|100
0|2022-01-14|5811.0|0|5818.0|0|125.0|0|0.0|100
0|2022-01-15|5811.0|0|5818.0|0|125.0|0|0.0|100
0|2022-01-16|5811.0|0|5818.0|0|125.0|0|0.0|100
0|2022-01-17|5865.0|0|0.0|100|126.0|0|0.0|100
