|dates|Arecibo_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Arecibo_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Arecibo_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Arecibo_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Arecibo_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Arecibo_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Arecibo_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Arecibo_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-02|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-03|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-04|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-05|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-06|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-07|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-08|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-09|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-10|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-11|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-12|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-13|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-14|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-15|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-16|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-17|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-18|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-19|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-20|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-21|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-22|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-23|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-24|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-25|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-26|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-27|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-28|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-29|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-30|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-01-31|20454.5|0|2688.5|0|11.616903599360498|0|23143.0|0
0|2020-02-01|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-02|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-03|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-04|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-05|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-06|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-07|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-08|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-09|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-10|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-11|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-12|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-13|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-14|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-15|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-16|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-17|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-18|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-19|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-20|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-21|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-22|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-23|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-24|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-25|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-26|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-27|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-28|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-02-29|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-03-01|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-03-02|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-03-03|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-03-04|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-03-05|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-03-06|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-03-07|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
0|2020-03-08|20964.0|0|2087.5|0|9.055809817148559|0|23051.5|0
