|dates|Owen_Indiana_UnitedStates.JHU_ConfirmedCases.data|Owen_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Owen_Indiana_UnitedStates.NYT_ConfirmedCases.data|Owen_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Owen_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Owen_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Owen_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Owen_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|3416.0|0|3420.0|0|76.0|0|0.0|100
0|2021-11-29|3462.0|0|3466.0|0|76.0|0|0.0|100
0|2021-11-30|3475.0|0|3479.0|0|77.0|0|0.0|100
0|2021-12-01|3496.0|0|3500.0|0|77.0|0|0.0|100
0|2021-12-02|3512.0|0|3516.0|0|77.0|0|0.0|100
0|2021-12-03|3535.0|0|3539.0|0|77.0|0|0.0|100
0|2021-12-04|3535.0|0|3539.0|0|77.0|0|0.0|100
0|2021-12-05|3535.0|0|3539.0|0|77.0|0|0.0|100
0|2021-12-06|3585.0|0|3589.0|0|77.0|0|0.0|100
0|2021-12-07|3596.0|0|3600.0|0|77.0|0|0.0|100
0|2021-12-08|3616.0|0|3620.0|0|77.0|0|0.0|100
0|2021-12-09|3628.0|0|3632.0|0|77.0|0|0.0|100
0|2021-12-10|3637.0|0|3641.0|0|78.0|0|0.0|100
0|2021-12-11|3637.0|0|3641.0|0|78.0|0|0.0|100
0|2021-12-12|3637.0|0|3641.0|0|78.0|0|0.0|100
0|2021-12-13|3683.0|0|3687.0|0|78.0|0|0.0|100
0|2021-12-14|3683.0|0|3702.0|0|78.0|0|0.0|100
0|2021-12-15|3719.0|0|3723.0|0|79.0|0|0.0|100
0|2021-12-16|3737.0|0|3741.0|0|79.0|0|0.0|100
0|2021-12-17|3755.0|0|3759.0|0|80.0|0|0.0|100
0|2021-12-18|3755.0|0|3759.0|0|80.0|0|0.0|100
0|2021-12-19|3755.0|0|3759.0|0|80.0|0|0.0|100
0|2021-12-20|3789.0|0|3793.0|0|81.0|0|0.0|100
0|2021-12-21|3798.0|0|3802.0|0|81.0|0|0.0|100
0|2021-12-22|3820.0|0|3824.0|0|82.0|0|0.0|100
0|2021-12-23|3820.0|0|3824.0|0|82.0|0|0.0|100
0|2021-12-24|3820.0|0|3824.0|0|82.0|0|0.0|100
0|2021-12-25|3820.0|0|3824.0|0|82.0|0|0.0|100
0|2021-12-26|3820.0|0|3824.0|0|82.0|0|0.0|100
0|2021-12-27|3880.0|0|3884.0|0|82.0|0|0.0|100
0|2021-12-28|3895.0|0|3899.0|0|84.0|0|0.0|100
0|2021-12-29|3924.0|0|3928.0|0|84.0|0|0.0|100
0|2021-12-30|3963.0|0|3967.0|0|84.0|0|0.0|100
0|2021-12-31|3963.0|0|3967.0|0|84.0|0|0.0|100
0|2022-01-01|3963.0|0|3967.0|0|84.0|0|0.0|100
0|2022-01-02|3963.0|0|3967.0|0|84.0|0|0.0|100
0|2022-01-03|4048.0|0|4052.0|0|84.0|0|0.0|100
0|2022-01-04|4084.0|0|4088.0|0|84.0|0|0.0|100
0|2022-01-05|4138.0|0|4142.0|0|84.0|0|0.0|100
0|2022-01-06|4176.0|0|4180.0|0|84.0|0|0.0|100
0|2022-01-07|4215.0|0|4219.0|0|87.0|0|0.0|100
0|2022-01-08|4215.0|0|4219.0|0|87.0|0|0.0|100
0|2022-01-09|4215.0|0|4219.0|0|87.0|0|0.0|100
0|2022-01-10|4331.0|0|4335.0|0|90.0|0|0.0|100
0|2022-01-11|4386.0|0|4390.0|0|91.0|0|0.0|100
0|2022-01-12|4450.0|0|4454.0|0|92.0|0|0.0|100
0|2022-01-13|4450.0|0|4525.0|0|92.0|0|0.0|100
0|2022-01-14|4614.0|0|4618.0|0|94.0|0|0.0|100
0|2022-01-15|4614.0|0|4618.0|0|94.0|0|0.0|100
0|2022-01-16|4614.0|0|4618.0|0|94.0|0|0.0|100
0|2022-01-17|4803.0|0|0.0|100|98.0|0|0.0|100
