|dates|Maricopa_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Maricopa_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Maricopa_Arizona_UnitedStates.Male_Total_Population.data|Maricopa_Arizona_UnitedStates.Male_Total_Population.missing|Maricopa_Arizona_UnitedStates.Female_Total_Population.data|Maricopa_Arizona_UnitedStates.Female_Total_Population.missing|Maricopa_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Maricopa_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-18|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-19|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-20|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-21|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-22|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-23|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-24|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-25|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-26|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-27|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-28|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-29|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-30|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-10-31|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-01|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-02|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-03|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-04|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-05|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-06|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-07|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-08|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-09|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-10|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-11|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-12|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-13|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-14|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-15|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-16|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-17|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-18|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-19|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-20|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-21|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-22|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-23|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-24|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-25|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-26|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-27|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-28|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-29|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-11-30|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-01|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-02|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-03|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-04|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-05|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-06|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-07|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-08|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-09|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-10|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-11|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-12|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-13|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-14|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-15|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-16|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-17|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-18|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-19|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-20|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-21|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-22|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-23|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-24|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-25|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-26|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-27|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-28|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-29|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-30|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2021-12-31|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-01|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-02|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-03|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-04|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-05|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-06|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-07|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-08|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-09|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-10|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-11|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-12|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-13|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-14|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-15|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-16|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
0|2022-01-17|669285.0|0|2181718.0|0|2229106.0|0|1052788.0|0
