|dates|Hidalgo_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Hidalgo_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Hidalgo_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Hidalgo_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Hidalgo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Hidalgo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Hidalgo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Hidalgo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|556.0|0|556.0|0|11.0|0|0.0|100
0|2021-10-18|562.0|0|562.0|0|11.0|0|0.0|100
0|2021-10-19|563.0|0|563.0|0|11.0|0|0.0|100
0|2021-10-20|565.0|0|565.0|0|11.0|0|0.0|100
0|2021-10-21|566.0|0|566.0|0|11.0|0|0.0|100
0|2021-10-22|569.0|0|569.0|0|11.0|0|0.0|100
0|2021-10-23|569.0|0|569.0|0|11.0|0|0.0|100
0|2021-10-24|569.0|0|569.0|0|11.0|0|0.0|100
0|2021-10-25|573.0|0|573.0|0|11.0|0|0.0|100
0|2021-10-26|573.0|0|573.0|0|11.0|0|0.0|100
0|2021-10-27|576.0|0|576.0|0|11.0|0|0.0|100
0|2021-10-28|578.0|0|578.0|0|11.0|0|0.0|100
0|2021-10-29|581.0|0|581.0|0|11.0|0|0.0|100
0|2021-10-30|581.0|0|581.0|0|11.0|0|0.0|100
0|2021-10-31|581.0|0|581.0|0|11.0|0|0.0|100
0|2021-11-01|584.0|0|584.0|0|11.0|0|0.0|100
0|2021-11-02|585.0|0|585.0|0|11.0|0|0.0|100
0|2021-11-03|597.0|0|597.0|0|11.0|0|0.0|100
0|2021-11-04|600.0|0|600.0|0|11.0|0|0.0|100
0|2021-11-05|603.0|0|603.0|0|11.0|0|0.0|100
0|2021-11-06|603.0|0|603.0|0|11.0|0|0.0|100
0|2021-11-07|603.0|0|603.0|0|11.0|0|0.0|100
0|2021-11-08|608.0|0|608.0|0|11.0|0|0.0|100
0|2021-11-09|609.0|0|609.0|0|11.0|0|0.0|100
0|2021-11-10|613.0|0|613.0|0|11.0|0|0.0|100
0|2021-11-11|613.0|0|613.0|0|11.0|0|0.0|100
0|2021-11-12|616.0|0|616.0|0|11.0|0|0.0|100
0|2021-11-13|616.0|0|616.0|0|11.0|0|0.0|100
0|2021-11-14|616.0|0|616.0|0|11.0|0|0.0|100
0|2021-11-15|621.0|0|621.0|0|11.0|0|0.0|100
0|2021-11-16|621.0|0|621.0|0|11.0|0|0.0|100
0|2021-11-17|623.0|0|623.0|0|11.0|0|0.0|100
0|2021-11-18|625.0|0|625.0|0|11.0|0|0.0|100
0|2021-11-19|625.0|0|625.0|0|11.0|0|0.0|100
0|2021-11-20|625.0|0|625.0|0|11.0|0|0.0|100
0|2021-11-21|625.0|0|625.0|0|11.0|0|0.0|100
0|2021-11-22|629.0|0|629.0|0|11.0|0|0.0|100
0|2021-11-23|629.0|0|629.0|0|11.0|0|0.0|100
0|2021-11-24|630.0|0|630.0|0|11.0|0|0.0|100
0|2021-11-25|630.0|0|630.0|0|11.0|0|0.0|100
0|2021-11-26|630.0|0|630.0|0|11.0|0|0.0|100
0|2021-11-27|630.0|0|630.0|0|11.0|0|0.0|100
0|2021-11-28|630.0|0|630.0|0|11.0|0|0.0|100
0|2021-11-29|631.0|0|631.0|0|12.0|0|0.0|100
0|2021-11-30|633.0|0|633.0|0|12.0|0|0.0|100
0|2021-12-01|637.0|0|637.0|0|12.0|0|0.0|100
0|2021-12-02|638.0|0|638.0|0|12.0|0|0.0|100
0|2021-12-03|638.0|0|638.0|0|12.0|0|0.0|100
0|2021-12-04|638.0|0|638.0|0|12.0|0|0.0|100
0|2021-12-05|638.0|0|638.0|0|12.0|0|0.0|100
0|2021-12-06|638.0|0|638.0|0|12.0|0|0.0|100
0|2021-12-07|638.0|0|638.0|0|12.0|0|0.0|100
0|2021-12-08|641.0|0|641.0|0|12.0|0|0.0|100
0|2021-12-09|644.0|0|644.0|0|12.0|0|0.0|100
0|2021-12-10|650.0|0|647.0|0|12.0|0|0.0|100
0|2021-12-11|650.0|0|650.0|0|12.0|0|0.0|100
0|2021-12-12|650.0|0|650.0|0|12.0|0|0.0|100
0|2021-12-13|657.0|0|657.0|0|12.0|0|0.0|100
0|2021-12-14|657.0|0|656.0|0|12.0|0|0.0|100
0|2021-12-15|661.0|0|661.0|0|12.0|0|0.0|100
0|2021-12-16|661.0|0|662.0|0|12.0|0|0.0|100
0|2021-12-17|664.0|0|663.0|0|12.0|0|0.0|100
0|2021-12-18|664.0|0|664.0|0|12.0|0|0.0|100
0|2021-12-19|664.0|0|664.0|0|12.0|0|0.0|100
0|2021-12-20|671.0|0|671.0|0|12.0|0|0.0|100
0|2021-12-21|671.0|0|671.0|0|12.0|0|0.0|100
0|2021-12-22|676.0|0|676.0|0|12.0|0|0.0|100
0|2021-12-23|677.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-24|677.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-25|677.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-26|677.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-27|689.0|0|689.0|0|12.0|0|0.0|100
0|2021-12-28|689.0|0|689.0|0|12.0|0|0.0|100
0|2021-12-29|698.0|0|698.0|0|12.0|0|0.0|100
0|2021-12-30|707.0|0|707.0|0|12.0|0|0.0|100
0|2021-12-31|707.0|0|707.0|0|12.0|0|0.0|100
0|2022-01-01|707.0|0|707.0|0|12.0|0|0.0|100
0|2022-01-02|707.0|0|707.0|0|12.0|0|0.0|100
0|2022-01-03|726.0|0|726.0|0|12.0|0|0.0|100
0|2022-01-04|728.0|0|728.0|0|12.0|0|0.0|100
0|2022-01-05|735.0|0|735.0|0|12.0|0|0.0|100
0|2022-01-06|756.0|0|756.0|0|12.0|0|0.0|100
0|2022-01-07|774.0|0|774.0|0|12.0|0|0.0|100
0|2022-01-08|774.0|0|774.0|0|12.0|0|0.0|100
0|2022-01-09|774.0|0|774.0|0|12.0|0|0.0|100
0|2022-01-10|801.0|0|801.0|0|12.0|0|0.0|100
0|2022-01-11|803.0|0|803.0|0|12.0|0|0.0|100
0|2022-01-12|816.0|0|816.0|0|12.0|0|0.0|100
0|2022-01-13|816.0|0|827.0|0|12.0|0|0.0|100
0|2022-01-14|848.0|0|848.0|0|12.0|0|0.0|100
0|2022-01-15|848.0|0|848.0|0|12.0|0|0.0|100
0|2022-01-16|848.0|0|848.0|0|12.0|0|0.0|100
0|2022-01-17|848.0|0|0.0|100|12.0|0|0.0|100
