|dates|Union_Iowa_UnitedStates.JHU_ConfirmedCases.data|Union_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Union_Iowa_UnitedStates.NYT_ConfirmedCases.data|Union_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Union_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Union_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|1971.0|0|1983.0|0|41.0|0|0.0|100
0|2021-12-02|1971.0|0|1983.0|0|41.0|0|0.0|100
0|2021-12-03|1971.0|0|1983.0|0|41.0|0|0.0|100
0|2021-12-04|1971.0|0|1983.0|0|41.0|0|0.0|100
0|2021-12-05|1971.0|0|1983.0|0|41.0|0|0.0|100
0|2021-12-06|1971.0|0|1983.0|0|41.0|0|0.0|100
0|2021-12-07|1971.0|0|1983.0|0|41.0|0|0.0|100
0|2021-12-08|2035.0|0|2042.0|0|41.0|0|0.0|100
0|2021-12-09|2035.0|0|2042.0|0|41.0|0|0.0|100
0|2021-12-10|2057.0|0|2042.0|0|41.0|0|0.0|100
0|2021-12-11|2057.0|0|2042.0|0|41.0|0|0.0|100
0|2021-12-12|2057.0|0|2042.0|0|41.0|0|0.0|100
0|2021-12-13|2057.0|0|2042.0|0|41.0|0|0.0|100
0|2021-12-14|2057.0|0|2042.0|0|41.0|0|0.0|100
0|2021-12-15|2100.0|0|2100.0|0|42.0|0|0.0|100
0|2021-12-16|2100.0|0|2100.0|0|42.0|0|0.0|100
0|2021-12-17|2100.0|0|2100.0|0|42.0|0|0.0|100
0|2021-12-18|2100.0|0|2100.0|0|42.0|0|0.0|100
0|2021-12-19|2100.0|0|2100.0|0|42.0|0|0.0|100
0|2021-12-20|2100.0|0|2100.0|0|42.0|0|0.0|100
0|2021-12-21|2100.0|0|2100.0|0|42.0|0|0.0|100
0|2021-12-22|2152.0|0|2158.0|0|44.0|0|0.0|100
0|2021-12-23|2152.0|0|2158.0|0|44.0|0|0.0|100
0|2021-12-24|2152.0|0|2158.0|0|44.0|0|0.0|100
0|2021-12-25|2152.0|0|2158.0|0|44.0|0|0.0|100
0|2021-12-26|2152.0|0|2158.0|0|44.0|0|0.0|100
0|2021-12-27|2152.0|0|2158.0|0|44.0|0|0.0|100
0|2021-12-28|2152.0|0|2158.0|0|44.0|0|0.0|100
0|2021-12-29|2191.0|0|2207.0|0|44.0|0|0.0|100
0|2021-12-30|2191.0|0|2207.0|0|44.0|0|0.0|100
0|2021-12-31|2191.0|0|2207.0|0|44.0|0|0.0|100
0|2022-01-01|2191.0|0|2207.0|0|44.0|0|0.0|100
0|2022-01-02|2191.0|0|2207.0|0|44.0|0|0.0|100
0|2022-01-03|2191.0|0|2207.0|0|44.0|0|0.0|100
0|2022-01-04|2191.0|0|2207.0|0|44.0|0|0.0|100
0|2022-01-05|2236.0|0|2249.0|0|44.0|0|0.0|100
0|2022-01-06|2236.0|0|2249.0|0|44.0|0|0.0|100
0|2022-01-07|2236.0|0|2249.0|0|44.0|0|0.0|100
0|2022-01-08|2236.0|0|2249.0|0|44.0|0|0.0|100
0|2022-01-09|2236.0|0|2249.0|0|44.0|0|0.0|100
0|2022-01-10|2236.0|0|2249.0|0|44.0|0|0.0|100
0|2022-01-11|2236.0|0|2249.0|0|44.0|0|0.0|100
0|2022-01-12|2311.0|0|2326.0|0|45.0|0|0.0|100
0|2022-01-13|2311.0|0|2326.0|0|45.0|0|0.0|100
0|2022-01-14|2311.0|0|2326.0|0|45.0|0|0.0|100
0|2022-01-15|2311.0|0|2326.0|0|45.0|0|0.0|100
0|2022-01-16|2311.0|0|2326.0|0|45.0|0|0.0|100
0|2022-01-17|2311.0|0|0.0|100|45.0|0|0.0|100
