|dates|Berkeley_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Berkeley_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Berkeley_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Berkeley_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Berkeley_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Berkeley_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Berkeley_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Berkeley_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-29|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-11-30|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-01|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-02|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-03|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-04|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-05|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-06|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-07|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-08|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-09|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-10|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-11|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-12|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-13|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-14|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-15|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-16|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-17|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-18|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-19|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-20|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-21|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-22|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-23|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-24|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-25|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-26|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-27|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-28|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-29|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-30|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2021-12-31|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-01|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-02|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-03|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-04|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-05|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-06|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-07|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-08|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-09|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-10|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-11|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-12|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-13|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-14|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-15|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-16|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
0|2022-01-17|102304.0|0|3695.0|0|3.4858819422824743|0|105999.0|0
