|dates|Athens_Ohio_UnitedStates.JHU_ConfirmedCases.data|Athens_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Athens_Ohio_UnitedStates.NYT_ConfirmedCases.data|Athens_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Athens_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Athens_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Athens_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Athens_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|8259.0|0|8259.0|0|96.0|0|0.0|100
0|2021-11-29|8273.0|0|8273.0|0|96.0|0|0.0|100
0|2021-11-30|8289.0|0|8289.0|0|96.0|0|0.0|100
0|2021-12-01|8326.0|0|8326.0|0|96.0|0|0.0|100
0|2021-12-02|8353.0|0|8353.0|0|96.0|0|0.0|100
0|2021-12-03|8381.0|0|8381.0|0|97.0|0|0.0|100
0|2021-12-04|8401.0|0|8401.0|0|97.0|0|0.0|100
0|2021-12-05|8418.0|0|8418.0|0|97.0|0|0.0|100
0|2021-12-06|8428.0|0|8428.0|0|97.0|0|0.0|100
0|2021-12-07|8449.0|0|8449.0|0|98.0|0|0.0|100
0|2021-12-08|8473.0|0|8473.0|0|98.0|0|0.0|100
0|2021-12-09|8503.0|0|8503.0|0|98.0|0|0.0|100
0|2021-12-10|8517.0|0|8517.0|0|98.0|0|0.0|100
0|2021-12-11|8540.0|0|8540.0|0|98.0|0|0.0|100
0|2021-12-12|8548.0|0|8548.0|0|98.0|0|0.0|100
0|2021-12-13|8563.0|0|8563.0|0|98.0|0|0.0|100
0|2021-12-14|8563.0|0|8591.0|0|98.0|0|0.0|100
0|2021-12-15|8613.0|0|8613.0|0|99.0|0|0.0|100
0|2021-12-16|8644.0|0|8644.0|0|99.0|0|0.0|100
0|2021-12-17|8673.0|0|8673.0|0|100.0|0|0.0|100
0|2021-12-18|8698.0|0|8698.0|0|100.0|0|0.0|100
0|2021-12-19|8716.0|0|8716.0|0|100.0|0|0.0|100
0|2021-12-20|8726.0|0|8726.0|0|100.0|0|0.0|100
0|2021-12-21|8750.0|0|8750.0|0|102.0|0|0.0|100
0|2021-12-22|8797.0|0|8797.0|0|102.0|0|0.0|100
0|2021-12-23|8833.0|0|8833.0|0|102.0|0|0.0|100
0|2021-12-24|8863.0|0|8863.0|0|102.0|0|0.0|100
0|2021-12-25|8863.0|0|8863.0|0|102.0|0|0.0|100
0|2021-12-26|8889.0|0|8889.0|0|102.0|0|0.0|100
0|2021-12-27|8921.0|0|8921.0|0|102.0|0|0.0|100
0|2021-12-28|8960.0|0|8960.0|0|102.0|0|0.0|100
0|2021-12-29|8994.0|0|8994.0|0|102.0|0|0.0|100
0|2021-12-30|9042.0|0|9042.0|0|102.0|0|0.0|100
0|2021-12-31|9068.0|0|9068.0|0|104.0|0|0.0|100
0|2022-01-01|9068.0|0|9068.0|0|104.0|0|0.0|100
0|2022-01-02|9168.0|0|9168.0|0|104.0|0|0.0|100
0|2022-01-03|9221.0|0|9221.0|0|104.0|0|0.0|100
0|2022-01-04|9293.0|0|9293.0|0|104.0|0|0.0|100
0|2022-01-05|9385.0|0|9385.0|0|104.0|0|0.0|100
0|2022-01-06|9476.0|0|9476.0|0|104.0|0|0.0|100
0|2022-01-07|9573.0|0|9573.0|0|104.0|0|0.0|100
0|2022-01-08|9668.0|0|9668.0|0|104.0|0|0.0|100
0|2022-01-09|9727.0|0|9727.0|0|104.0|0|0.0|100
0|2022-01-10|9838.0|0|9838.0|0|104.0|0|0.0|100
0|2022-01-11|9988.0|0|9988.0|0|105.0|0|0.0|100
0|2022-01-12|10237.0|0|10237.0|0|105.0|0|0.0|100
0|2022-01-13|10237.0|0|10415.0|0|105.0|0|0.0|100
0|2022-01-14|10929.0|0|10929.0|0|106.0|0|0.0|100
0|2022-01-15|11489.0|0|11489.0|0|106.0|0|0.0|100
0|2022-01-16|11817.0|0|11817.0|0|106.0|0|0.0|100
0|2022-01-17|11949.0|0|0.0|100|106.0|0|0.0|100
