|dates|White_Arkansas_UnitedStates.JHU_ConfirmedCases.data|White_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|White_Arkansas_UnitedStates.NYT_ConfirmedCases.data|White_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|White_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|White_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|White_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|White_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|13056.0|0|13056.0|0|189.0|0|0.0|100
0|2021-10-18|13056.0|0|13056.0|0|189.0|0|0.0|100
0|2021-10-19|13094.0|0|13094.0|0|190.0|0|0.0|100
0|2021-10-20|13115.0|0|13115.0|0|190.0|0|0.0|100
0|2021-10-21|13132.0|0|13132.0|0|191.0|0|0.0|100
0|2021-10-22|13142.0|0|13142.0|0|192.0|0|0.0|100
0|2021-10-23|13158.0|0|13158.0|0|192.0|0|0.0|100
0|2021-10-24|13170.0|0|13170.0|0|193.0|0|0.0|100
0|2021-10-25|13175.0|0|13175.0|0|194.0|0|0.0|100
0|2021-10-26|13194.0|0|13194.0|0|194.0|0|0.0|100
0|2021-10-27|13218.0|0|13218.0|0|194.0|0|0.0|100
0|2021-10-28|13230.0|0|13230.0|0|195.0|0|0.0|100
0|2021-10-29|13250.0|0|13250.0|0|195.0|0|0.0|100
0|2021-10-30|13268.0|0|13268.0|0|196.0|0|0.0|100
0|2021-10-31|13276.0|0|13276.0|0|197.0|0|0.0|100
0|2021-11-01|13281.0|0|13281.0|0|197.0|0|0.0|100
0|2021-11-02|13315.0|0|13315.0|0|199.0|0|0.0|100
0|2021-11-03|13334.0|0|13334.0|0|199.0|0|0.0|100
0|2021-11-04|13355.0|0|13355.0|0|200.0|0|0.0|100
0|2021-11-05|13388.0|0|13388.0|0|199.0|0|0.0|100
0|2021-11-06|13405.0|0|13405.0|0|199.0|0|0.0|100
0|2021-11-07|13408.0|0|13408.0|0|201.0|0|0.0|100
0|2021-11-08|13408.0|0|13410.0|0|201.0|0|0.0|100
0|2021-11-09|13449.0|0|13449.0|0|202.0|0|0.0|100
0|2021-11-10|13479.0|0|13479.0|0|202.0|0|0.0|100
0|2021-11-11|13500.0|0|13500.0|0|202.0|0|0.0|100
0|2021-11-12|13510.0|0|13510.0|0|202.0|0|0.0|100
0|2021-11-13|13532.0|0|13532.0|0|202.0|0|0.0|100
0|2021-11-14|13542.0|0|13542.0|0|203.0|0|0.0|100
0|2021-11-15|13544.0|0|13544.0|0|203.0|0|0.0|100
0|2021-11-16|13579.0|0|13579.0|0|203.0|0|0.0|100
0|2021-11-17|13616.0|0|13616.0|0|203.0|0|0.0|100
0|2021-11-18|13652.0|0|13652.0|0|204.0|0|0.0|100
0|2021-11-19|13685.0|0|13685.0|0|204.0|0|0.0|100
0|2021-11-20|13711.0|0|13711.0|0|204.0|0|0.0|100
0|2021-11-21|13717.0|0|13717.0|0|204.0|0|0.0|100
0|2021-11-22|13727.0|0|13727.0|0|204.0|0|0.0|100
0|2021-11-23|13757.0|0|13757.0|0|204.0|0|0.0|100
0|2021-11-24|13771.0|0|13771.0|0|206.0|0|0.0|100
0|2021-11-25|13794.0|0|13794.0|0|206.0|0|0.0|100
0|2021-11-26|13804.0|0|13804.0|0|206.0|0|0.0|100
0|2021-11-27|13836.0|0|13836.0|0|206.0|0|0.0|100
0|2021-11-28|13847.0|0|13847.0|0|206.0|0|0.0|100
0|2021-11-29|13854.0|0|13854.0|0|206.0|0|0.0|100
0|2021-11-30|13895.0|0|13895.0|0|206.0|0|0.0|100
0|2021-12-01|13925.0|0|13925.0|0|206.0|0|0.0|100
0|2021-12-02|13964.0|0|13964.0|0|206.0|0|0.0|100
0|2021-12-03|13993.0|0|13993.0|0|206.0|0|0.0|100
0|2021-12-04|14031.0|0|14031.0|0|206.0|0|0.0|100
0|2021-12-05|14036.0|0|14036.0|0|206.0|0|0.0|100
0|2021-12-06|14047.0|0|14047.0|0|206.0|0|0.0|100
0|2021-12-07|14075.0|0|14075.0|0|207.0|0|0.0|100
0|2021-12-08|14130.0|0|14130.0|0|207.0|0|0.0|100
0|2021-12-09|14147.0|0|14147.0|0|207.0|0|0.0|100
0|2021-12-10|14175.0|0|14175.0|0|207.0|0|0.0|100
0|2021-12-11|14195.0|0|14195.0|0|207.0|0|0.0|100
0|2021-12-12|14200.0|0|14200.0|0|208.0|0|0.0|100
0|2021-12-13|14218.0|0|14218.0|0|208.0|0|0.0|100
0|2021-12-14|14218.0|0|14232.0|0|208.0|0|0.0|100
0|2021-12-15|14267.0|0|14267.0|0|208.0|0|0.0|100
0|2021-12-16|14291.0|0|14291.0|0|208.0|0|0.0|100
0|2021-12-17|14317.0|0|14317.0|0|208.0|0|0.0|100
0|2021-12-18|14335.0|0|14335.0|0|208.0|0|0.0|100
0|2021-12-19|14343.0|0|14343.0|0|208.0|0|0.0|100
0|2021-12-20|14400.0|0|14400.0|0|209.0|0|0.0|100
0|2021-12-21|14427.0|0|14427.0|0|209.0|0|0.0|100
0|2021-12-22|14438.0|0|14438.0|0|209.0|0|0.0|100
0|2021-12-23|14460.0|0|14460.0|0|209.0|0|0.0|100
0|2021-12-24|14486.0|0|14486.0|0|209.0|0|0.0|100
0|2021-12-25|14499.0|0|14499.0|0|209.0|0|0.0|100
0|2021-12-26|14506.0|0|14506.0|0|209.0|0|0.0|100
0|2021-12-27|14509.0|0|14509.0|0|209.0|0|0.0|100
0|2021-12-28|14537.0|0|14537.0|0|210.0|0|0.0|100
0|2021-12-29|14577.0|0|14577.0|0|210.0|0|0.0|100
0|2021-12-30|14665.0|0|14665.0|0|210.0|0|0.0|100
0|2021-12-31|14744.0|0|14744.0|0|211.0|0|0.0|100
0|2022-01-01|14811.0|0|14811.0|0|211.0|0|0.0|100
0|2022-01-02|14832.0|0|14832.0|0|212.0|0|0.0|100
0|2022-01-03|14888.0|0|14888.0|0|212.0|0|0.0|100
0|2022-01-04|15051.0|0|15051.0|0|212.0|0|0.0|100
0|2022-01-05|15229.0|0|15229.0|0|212.0|0|0.0|100
0|2022-01-06|15359.0|0|15359.0|0|212.0|0|0.0|100
0|2022-01-07|15555.0|0|15555.0|0|212.0|0|0.0|100
0|2022-01-08|15761.0|0|15761.0|0|213.0|0|0.0|100
0|2022-01-09|15761.0|0|15761.0|0|213.0|0|0.0|100
0|2022-01-10|15894.0|0|15894.0|0|213.0|0|0.0|100
0|2022-01-11|16071.0|0|16071.0|0|213.0|0|0.0|100
0|2022-01-12|16336.0|0|16336.0|0|214.0|0|0.0|100
0|2022-01-13|16336.0|0|16568.0|0|214.0|0|0.0|100
0|2022-01-14|16911.0|0|16911.0|0|217.0|0|0.0|100
0|2022-01-15|17252.0|0|17252.0|0|218.0|0|0.0|100
0|2022-01-16|17372.0|0|17372.0|0|218.0|0|0.0|100
0|2022-01-17|17443.0|0|0.0|100|218.0|0|0.0|100
