|dates|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Perry_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Perry_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|5611.0|0|5611.0|0|130.0|0|0.0|100
0|2021-11-16|5630.0|0|5630.0|0|130.0|0|0.0|100
0|2021-11-17|5641.0|0|5641.0|0|131.0|0|0.0|100
0|2021-11-18|5666.0|0|5666.0|0|131.0|0|0.0|100
0|2021-11-19|5684.0|0|5684.0|0|131.0|0|0.0|100
0|2021-11-20|5698.0|0|5698.0|0|131.0|0|0.0|100
0|2021-11-21|5721.0|0|5721.0|0|131.0|0|0.0|100
0|2021-11-22|5748.0|0|5748.0|0|131.0|0|0.0|100
0|2021-11-23|5771.0|0|5771.0|0|132.0|0|0.0|100
0|2021-11-24|5796.0|0|5796.0|0|132.0|0|0.0|100
0|2021-11-25|5816.0|0|5816.0|0|132.0|0|0.0|100
0|2021-11-26|5833.0|0|5833.0|0|132.0|0|0.0|100
0|2021-11-27|5869.0|0|5869.0|0|132.0|0|0.0|100
0|2021-11-28|5869.0|0|5882.0|0|132.0|0|0.0|100
0|2021-11-29|5912.0|0|5912.0|0|133.0|0|0.0|100
0|2021-11-30|5935.0|0|5935.0|0|133.0|0|0.0|100
0|2021-12-01|5969.0|0|5969.0|0|134.0|0|0.0|100
0|2021-12-02|6017.0|0|6017.0|0|134.0|0|0.0|100
0|2021-12-03|6060.0|0|6060.0|0|135.0|0|0.0|100
0|2021-12-04|6114.0|0|6114.0|0|135.0|0|0.0|100
0|2021-12-05|6135.0|0|6135.0|0|135.0|0|0.0|100
0|2021-12-06|6161.0|0|6161.0|0|135.0|0|0.0|100
0|2021-12-07|6187.0|0|6187.0|0|135.0|0|0.0|100
0|2021-12-08|6211.0|0|6211.0|0|135.0|0|0.0|100
0|2021-12-09|6231.0|0|6231.0|0|135.0|0|0.0|100
0|2021-12-10|6271.0|0|6271.0|0|135.0|0|0.0|100
0|2021-12-11|6327.0|0|6327.0|0|135.0|0|0.0|100
0|2021-12-12|6352.0|0|6352.0|0|137.0|0|0.0|100
0|2021-12-13|6374.0|0|6374.0|0|137.0|0|0.0|100
0|2021-12-14|6374.0|0|6407.0|0|137.0|0|0.0|100
0|2021-12-15|6423.0|0|6423.0|0|140.0|0|0.0|100
0|2021-12-16|6451.0|0|6451.0|0|143.0|0|0.0|100
0|2021-12-17|6476.0|0|6476.0|0|143.0|0|0.0|100
0|2021-12-18|6507.0|0|6507.0|0|145.0|0|0.0|100
0|2021-12-19|6526.0|0|6526.0|0|145.0|0|0.0|100
0|2021-12-20|6538.0|0|6538.0|0|145.0|0|0.0|100
0|2021-12-21|6556.0|0|6556.0|0|146.0|0|0.0|100
0|2021-12-22|6589.0|0|6589.0|0|148.0|0|0.0|100
0|2021-12-23|6611.0|0|6611.0|0|149.0|0|0.0|100
0|2021-12-24|6641.0|0|6641.0|0|149.0|0|0.0|100
0|2021-12-25|6662.0|0|6662.0|0|149.0|0|0.0|100
0|2021-12-26|6675.0|0|6675.0|0|149.0|0|0.0|100
0|2021-12-27|6688.0|0|6688.0|0|149.0|0|0.0|100
0|2021-12-28|6726.0|0|6726.0|0|149.0|0|0.0|100
0|2021-12-29|6757.0|0|6757.0|0|150.0|0|0.0|100
0|2021-12-30|6788.0|0|6788.0|0|150.0|0|0.0|100
0|2021-12-31|6846.0|0|6846.0|0|154.0|0|0.0|100
0|2022-01-01|6871.0|0|6871.0|0|154.0|0|0.0|100
0|2022-01-02|6910.0|0|6910.0|0|154.0|0|0.0|100
0|2022-01-03|6951.0|0|6951.0|0|156.0|0|0.0|100
0|2022-01-04|6994.0|0|6994.0|0|156.0|0|0.0|100
0|2022-01-05|7045.0|0|7045.0|0|156.0|0|0.0|100
0|2022-01-06|7076.0|0|7076.0|0|158.0|0|0.0|100
0|2022-01-07|7143.0|0|7143.0|0|158.0|0|0.0|100
0|2022-01-08|7195.0|0|7195.0|0|158.0|0|0.0|100
0|2022-01-09|7230.0|0|7230.0|0|158.0|0|0.0|100
0|2022-01-10|7283.0|0|7283.0|0|158.0|0|0.0|100
0|2022-01-11|7343.0|0|7343.0|0|158.0|0|0.0|100
0|2022-01-12|7407.0|0|7407.0|0|159.0|0|0.0|100
0|2022-01-13|7407.0|0|7452.0|0|159.0|0|0.0|100
0|2022-01-14|7513.0|0|7513.0|0|160.0|0|0.0|100
0|2022-01-15|7562.0|0|7562.0|0|163.0|0|0.0|100
0|2022-01-16|7654.0|0|7654.0|0|163.0|0|0.0|100
0|2022-01-17|7711.0|0|0.0|100|163.0|0|0.0|100
