|dates|DesMoines_Iowa_UnitedStates.JHU_ConfirmedCases.data|DesMoines_Iowa_UnitedStates.JHU_ConfirmedCases.missing|DesMoines_Iowa_UnitedStates.NYT_ConfirmedCases.data|DesMoines_Iowa_UnitedStates.NYT_ConfirmedCases.missing|DesMoines_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|DesMoines_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|DesMoines_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|DesMoines_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6578.0|0|6583.0|0|93.0|0|0.0|100
0|2021-10-18|6578.0|0|6583.0|0|93.0|0|0.0|100
0|2021-10-19|6578.0|0|6583.0|0|93.0|0|0.0|100
0|2021-10-20|6675.0|0|6678.0|0|94.0|0|0.0|100
0|2021-10-21|6675.0|0|6678.0|0|94.0|0|0.0|100
0|2021-10-22|6675.0|0|6678.0|0|94.0|0|0.0|100
0|2021-10-23|6675.0|0|6678.0|0|94.0|0|0.0|100
0|2021-10-24|6675.0|0|6678.0|0|94.0|0|0.0|100
0|2021-10-25|6675.0|0|6678.0|0|94.0|0|0.0|100
0|2021-10-26|6675.0|0|6678.0|0|94.0|0|0.0|100
0|2021-10-27|6793.0|0|6796.0|0|97.0|0|0.0|100
0|2021-10-28|6793.0|0|6796.0|0|97.0|0|0.0|100
0|2021-10-29|6793.0|0|6796.0|0|97.0|0|0.0|100
0|2021-10-30|6793.0|0|6796.0|0|97.0|0|0.0|100
0|2021-10-31|6793.0|0|6796.0|0|97.0|0|0.0|100
0|2021-11-01|6793.0|0|6796.0|0|97.0|0|0.0|100
0|2021-11-02|6864.0|0|6796.0|0|97.0|0|0.0|100
0|2021-11-03|6864.0|0|6872.0|0|100.0|0|0.0|100
0|2021-11-04|6864.0|0|6872.0|0|100.0|0|0.0|100
0|2021-11-05|6864.0|0|6872.0|0|100.0|0|0.0|100
0|2021-11-06|6864.0|0|6872.0|0|100.0|0|0.0|100
0|2021-11-07|6864.0|0|6872.0|0|100.0|0|0.0|100
0|2021-11-08|6864.0|0|6872.0|0|100.0|0|0.0|100
0|2021-11-09|6864.0|0|6872.0|0|100.0|0|0.0|100
0|2021-11-10|6864.0|0|6969.0|0|100.0|0|0.0|100
0|2021-11-11|6956.0|0|6969.0|0|100.0|0|0.0|100
0|2021-11-12|6956.0|0|6969.0|0|100.0|0|0.0|100
0|2021-11-13|6956.0|0|6969.0|0|100.0|0|0.0|100
0|2021-11-14|6956.0|0|6969.0|0|100.0|0|0.0|100
0|2021-11-15|6956.0|0|6969.0|0|100.0|0|0.0|100
0|2021-11-16|6956.0|0|6969.0|0|100.0|0|0.0|100
0|2021-11-17|7027.0|0|7040.0|0|101.0|0|0.0|100
0|2021-11-18|7027.0|0|7040.0|0|101.0|0|0.0|100
0|2021-11-19|7027.0|0|7040.0|0|101.0|0|0.0|100
0|2021-11-20|7027.0|0|7040.0|0|101.0|0|0.0|100
0|2021-11-21|7027.0|0|7040.0|0|101.0|0|0.0|100
0|2021-11-22|7027.0|0|7040.0|0|101.0|0|0.0|100
0|2021-11-23|7027.0|0|7040.0|0|101.0|0|0.0|100
0|2021-11-24|7098.0|0|7114.0|0|105.0|0|0.0|100
0|2021-11-25|7098.0|0|7114.0|0|105.0|0|0.0|100
0|2021-11-26|7098.0|0|7114.0|0|105.0|0|0.0|100
0|2021-11-27|7098.0|0|7114.0|0|105.0|0|0.0|100
0|2021-11-28|7098.0|0|7114.0|0|105.0|0|0.0|100
0|2021-11-29|7098.0|0|7114.0|0|105.0|0|0.0|100
0|2021-11-30|7098.0|0|7114.0|0|105.0|0|0.0|100
0|2021-12-01|7153.0|0|7161.0|0|106.0|0|0.0|100
0|2021-12-02|7153.0|0|7161.0|0|106.0|0|0.0|100
0|2021-12-03|7153.0|0|7161.0|0|106.0|0|0.0|100
0|2021-12-04|7153.0|0|7161.0|0|106.0|0|0.0|100
0|2021-12-05|7153.0|0|7161.0|0|106.0|0|0.0|100
0|2021-12-06|7153.0|0|7161.0|0|106.0|0|0.0|100
0|2021-12-07|7153.0|0|7161.0|0|106.0|0|0.0|100
0|2021-12-08|7216.0|0|7223.0|0|106.0|0|0.0|100
0|2021-12-09|7216.0|0|7223.0|0|106.0|0|0.0|100
0|2021-12-10|7248.0|0|7223.0|0|109.0|0|0.0|100
0|2021-12-11|7248.0|0|7223.0|0|109.0|0|0.0|100
0|2021-12-12|7248.0|0|7223.0|0|109.0|0|0.0|100
0|2021-12-13|7248.0|0|7223.0|0|109.0|0|0.0|100
0|2021-12-14|7248.0|0|7223.0|0|109.0|0|0.0|100
0|2021-12-15|7296.0|0|7302.0|0|110.0|0|0.0|100
0|2021-12-16|7296.0|0|7302.0|0|110.0|0|0.0|100
0|2021-12-17|7296.0|0|7302.0|0|110.0|0|0.0|100
0|2021-12-18|7296.0|0|7302.0|0|110.0|0|0.0|100
0|2021-12-19|7296.0|0|7302.0|0|110.0|0|0.0|100
0|2021-12-20|7296.0|0|7302.0|0|110.0|0|0.0|100
0|2021-12-21|7296.0|0|7302.0|0|110.0|0|0.0|100
0|2021-12-22|7372.0|0|7381.0|0|110.0|0|0.0|100
