|dates|Mountrail_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Mountrail_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Mountrail_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Mountrail_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Mountrail_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Mountrail_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Mountrail_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Mountrail_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1833.0|0|1833.0|0|25.0|0|0.0|100
0|2021-10-18|1836.0|0|1836.0|0|25.0|0|0.0|100
0|2021-10-19|1843.0|0|1843.0|0|25.0|0|0.0|100
0|2021-10-20|1848.0|0|1848.0|0|25.0|0|0.0|100
0|2021-10-21|1859.0|0|1859.0|0|25.0|0|0.0|100
0|2021-10-22|1867.0|0|1867.0|0|25.0|0|0.0|100
0|2021-10-23|1871.0|0|1871.0|0|26.0|0|0.0|100
0|2021-10-24|1873.0|0|1873.0|0|26.0|0|0.0|100
0|2021-10-25|1874.0|0|1874.0|0|26.0|0|0.0|100
0|2021-10-26|1885.0|0|1885.0|0|26.0|0|0.0|100
0|2021-10-27|1890.0|0|1890.0|0|26.0|0|0.0|100
0|2021-10-28|1893.0|0|1893.0|0|26.0|0|0.0|100
0|2021-10-29|1898.0|0|1898.0|0|27.0|0|0.0|100
0|2021-10-30|1903.0|0|1903.0|0|27.0|0|0.0|100
0|2021-10-31|1907.0|0|1907.0|0|27.0|0|0.0|100
0|2021-11-01|1908.0|0|1908.0|0|27.0|0|0.0|100
0|2021-11-02|1921.0|0|1921.0|0|27.0|0|0.0|100
0|2021-11-03|1933.0|0|1933.0|0|27.0|0|0.0|100
0|2021-11-04|1943.0|0|1943.0|0|27.0|0|0.0|100
0|2021-11-05|1946.0|0|1946.0|0|27.0|0|0.0|100
0|2021-11-06|1953.0|0|1953.0|0|27.0|0|0.0|100
0|2021-11-07|1955.0|0|1955.0|0|27.0|0|0.0|100
0|2021-11-08|1958.0|0|1958.0|0|27.0|0|0.0|100
0|2021-11-09|1959.0|0|1959.0|0|27.0|0|0.0|100
0|2021-11-10|1959.0|0|1960.0|0|27.0|0|0.0|100
0|2021-11-11|1966.0|0|1966.0|0|27.0|0|0.0|100
0|2021-11-12|1968.0|0|1968.0|0|27.0|0|0.0|100
0|2021-11-13|1973.0|0|1973.0|0|27.0|0|0.0|100
0|2021-11-14|1973.0|0|1973.0|0|27.0|0|0.0|100
0|2021-11-15|1981.0|0|1981.0|0|27.0|0|0.0|100
0|2021-11-16|1989.0|0|1989.0|0|28.0|0|0.0|100
0|2021-11-17|1991.0|0|1991.0|0|29.0|0|0.0|100
0|2021-11-18|1998.0|0|1998.0|0|29.0|0|0.0|100
0|2021-11-19|2000.0|0|2000.0|0|29.0|0|0.0|100
0|2021-11-20|2009.0|0|2009.0|0|29.0|0|0.0|100
0|2021-11-21|2010.0|0|2010.0|0|29.0|0|0.0|100
0|2021-11-22|2016.0|0|2016.0|0|29.0|0|0.0|100
0|2021-11-23|2033.0|0|2033.0|0|29.0|0|0.0|100
0|2021-11-24|2046.0|0|2046.0|0|29.0|0|0.0|100
0|2021-11-25|2067.0|0|2067.0|0|29.0|0|0.0|100
0|2021-11-26|2070.0|0|2070.0|0|29.0|0|0.0|100
0|2021-11-27|2074.0|0|2074.0|0|29.0|0|0.0|100
0|2021-11-28|2079.0|0|2079.0|0|29.0|0|0.0|100
0|2021-11-29|2083.0|0|2083.0|0|29.0|0|0.0|100
0|2021-11-30|2104.0|0|2104.0|0|29.0|0|0.0|100
0|2021-12-01|2113.0|0|2113.0|0|29.0|0|0.0|100
0|2021-12-02|2133.0|0|2133.0|0|29.0|0|0.0|100
0|2021-12-03|2133.0|0|2135.0|0|29.0|0|0.0|100
0|2021-12-04|2137.0|0|2137.0|0|29.0|0|0.0|100
0|2021-12-05|2138.0|0|2138.0|0|29.0|0|0.0|100
0|2021-12-06|2138.0|0|2138.0|0|29.0|0|0.0|100
0|2021-12-07|2146.0|0|2146.0|0|31.0|0|0.0|100
0|2021-12-08|2153.0|0|2153.0|0|31.0|0|0.0|100
0|2021-12-09|2162.0|0|2162.0|0|31.0|0|0.0|100
0|2021-12-10|2169.0|0|2169.0|0|31.0|0|0.0|100
0|2021-12-11|2179.0|0|2179.0|0|31.0|0|0.0|100
0|2021-12-12|2181.0|0|2181.0|0|31.0|0|0.0|100
0|2021-12-13|2184.0|0|2184.0|0|31.0|0|0.0|100
0|2021-12-14|2184.0|0|2192.0|0|31.0|0|0.0|100
0|2021-12-15|2200.0|0|2200.0|0|32.0|0|0.0|100
0|2021-12-16|2203.0|0|2203.0|0|32.0|0|0.0|100
0|2021-12-17|2209.0|0|2209.0|0|32.0|0|0.0|100
0|2021-12-18|2215.0|0|2215.0|0|32.0|0|0.0|100
0|2021-12-19|2221.0|0|2221.0|0|32.0|0|0.0|100
0|2021-12-20|2224.0|0|2224.0|0|32.0|0|0.0|100
0|2021-12-21|2240.0|0|2240.0|0|32.0|0|0.0|100
0|2021-12-22|2241.0|0|2241.0|0|32.0|0|0.0|100
0|2021-12-23|2243.0|0|2243.0|0|32.0|0|0.0|100
0|2021-12-24|2247.0|0|2247.0|0|32.0|0|0.0|100
0|2021-12-25|2250.0|0|2250.0|0|32.0|0|0.0|100
0|2021-12-26|2252.0|0|2252.0|0|32.0|0|0.0|100
0|2021-12-27|2253.0|0|2253.0|0|32.0|0|0.0|100
0|2021-12-28|2258.0|0|2258.0|0|32.0|0|0.0|100
0|2021-12-29|2260.0|0|2260.0|0|32.0|0|0.0|100
0|2021-12-30|2269.0|0|2269.0|0|32.0|0|0.0|100
0|2021-12-31|2275.0|0|2275.0|0|32.0|0|0.0|100
0|2022-01-01|2282.0|0|2282.0|0|32.0|0|0.0|100
0|2022-01-02|2284.0|0|2284.0|0|32.0|0|0.0|100
0|2022-01-03|2286.0|0|2286.0|0|32.0|0|0.0|100
0|2022-01-04|2300.0|0|2300.0|0|32.0|0|0.0|100
0|2022-01-05|2322.0|0|2322.0|0|32.0|0|0.0|100
0|2022-01-06|2354.0|0|2354.0|0|32.0|0|0.0|100
0|2022-01-07|2360.0|0|2360.0|0|32.0|0|0.0|100
0|2022-01-08|2374.0|0|2374.0|0|32.0|0|0.0|100
0|2022-01-09|2379.0|0|2379.0|0|32.0|0|0.0|100
0|2022-01-10|2383.0|0|2383.0|0|32.0|0|0.0|100
0|2022-01-11|2403.0|0|2403.0|0|32.0|0|0.0|100
0|2022-01-12|2450.0|0|2450.0|0|32.0|0|0.0|100
0|2022-01-13|2450.0|0|2490.0|0|32.0|0|0.0|100
0|2022-01-14|2529.0|0|2529.0|0|32.0|0|0.0|100
0|2022-01-15|2564.0|0|2564.0|0|32.0|0|0.0|100
0|2022-01-16|2580.0|0|2580.0|0|32.0|0|0.0|100
0|2022-01-17|2588.0|0|0.0|100|32.0|0|0.0|100
