|dates|Franklin_Virginia_UnitedStates.JHU_ConfirmedCases.data|Franklin_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Virginia_UnitedStates.NYT_ConfirmedCases.data|Franklin_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|7387.0|0|7387.0|0|129.0|0|0.0|100
0|2022-01-02|7387.0|0|7387.0|0|129.0|0|0.0|100
0|2022-01-03|7533.0|0|7533.0|0|132.0|0|0.0|100
0|2022-01-04|7582.0|0|7582.0|0|132.0|0|0.0|100
0|2022-01-05|7617.0|0|7617.0|0|132.0|0|0.0|100
0|2022-01-06|7675.0|0|7675.0|0|132.0|0|0.0|100
0|2022-01-07|7740.0|0|7740.0|0|132.0|0|0.0|100
0|2022-01-08|7740.0|0|7740.0|0|132.0|0|0.0|100
0|2022-01-09|7740.0|0|7740.0|0|132.0|0|0.0|100
0|2022-01-10|8025.0|0|8025.0|0|132.0|0|0.0|100
0|2022-01-11|8085.0|0|8085.0|0|133.0|0|0.0|100
0|2022-01-12|8206.0|0|8206.0|0|134.0|0|0.0|100
0|2022-01-13|8206.0|0|8308.0|0|134.0|0|0.0|100
0|2022-01-14|8442.0|0|8442.0|0|134.0|0|0.0|100
0|2022-01-15|8442.0|0|8442.0|0|134.0|0|0.0|100
0|2022-01-16|8442.0|0|8442.0|0|134.0|0|0.0|100
0|2022-01-17|8809.0|0|0.0|100|134.0|0|0.0|100
