|dates|Franklin_Virginia_UnitedStates.JHU_ConfirmedCases.data|Franklin_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Virginia_UnitedStates.NYT_ConfirmedCases.data|Franklin_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5840.0|0|5840.0|0|98.0|0|0.0|100
0|2021-10-18|5882.0|0|5882.0|0|98.0|0|0.0|100
0|2021-10-19|5894.0|0|5894.0|0|98.0|0|0.0|100
0|2021-10-20|5926.0|0|5926.0|0|98.0|0|0.0|100
0|2021-10-21|5957.0|0|5957.0|0|99.0|0|0.0|100
0|2021-10-22|5971.0|0|5971.0|0|100.0|0|0.0|100
0|2021-10-23|5971.0|0|5971.0|0|100.0|0|0.0|100
0|2021-10-24|5971.0|0|5971.0|0|100.0|0|0.0|100
0|2021-10-25|5996.0|0|5996.0|0|102.0|0|0.0|100
0|2021-10-26|6000.0|0|6000.0|0|102.0|0|0.0|100
0|2021-10-27|6017.0|0|6017.0|0|103.0|0|0.0|100
0|2021-10-28|6023.0|0|6023.0|0|104.0|0|0.0|100
0|2021-10-29|6039.0|0|6039.0|0|104.0|0|0.0|100
0|2021-10-30|6039.0|0|6039.0|0|104.0|0|0.0|100
0|2021-10-31|6039.0|0|6039.0|0|104.0|0|0.0|100
0|2021-11-01|6058.0|0|6058.0|0|106.0|0|0.0|100
0|2021-11-02|6071.0|0|6071.0|0|106.0|0|0.0|100
0|2021-11-03|6080.0|0|6080.0|0|106.0|0|0.0|100
0|2021-11-04|6085.0|0|6085.0|0|107.0|0|0.0|100
0|2021-11-05|6097.0|0|6097.0|0|107.0|0|0.0|100
0|2021-11-06|6097.0|0|6097.0|0|107.0|0|0.0|100
0|2021-11-07|6097.0|0|6097.0|0|107.0|0|0.0|100
0|2021-11-08|6130.0|0|6130.0|0|107.0|0|0.0|100
0|2021-11-09|6136.0|0|6136.0|0|107.0|0|0.0|100
0|2021-11-10|6154.0|0|6154.0|0|107.0|0|0.0|100
0|2021-11-11|6170.0|0|6170.0|0|107.0|0|0.0|100
0|2021-11-12|6182.0|0|6182.0|0|107.0|0|0.0|100
0|2021-11-13|6182.0|0|6182.0|0|107.0|0|0.0|100
0|2021-11-14|6182.0|0|6182.0|0|107.0|0|0.0|100
0|2021-11-15|6213.0|0|6213.0|0|108.0|0|0.0|100
0|2021-11-16|6223.0|0|6223.0|0|108.0|0|0.0|100
0|2021-11-17|6241.0|0|6241.0|0|108.0|0|0.0|100
0|2021-11-18|6269.0|0|6269.0|0|108.0|0|0.0|100
0|2021-11-19|6284.0|0|6284.0|0|110.0|0|0.0|100
0|2021-11-20|6284.0|0|6284.0|0|110.0|0|0.0|100
0|2021-11-21|6284.0|0|6284.0|0|110.0|0|0.0|100
0|2021-11-22|6346.0|0|6346.0|0|111.0|0|0.0|100
0|2021-11-23|6357.0|0|6357.0|0|111.0|0|0.0|100
0|2021-11-24|6380.0|0|6380.0|0|111.0|0|0.0|100
0|2021-11-25|6403.0|0|6403.0|0|111.0|0|0.0|100
0|2021-11-26|6419.0|0|6419.0|0|112.0|0|0.0|100
0|2021-11-27|6419.0|0|6419.0|0|112.0|0|0.0|100
0|2021-11-28|6419.0|0|6419.0|0|112.0|0|0.0|100
0|2021-11-29|6457.0|0|6457.0|0|112.0|0|0.0|100
0|2021-11-30|6470.0|0|6470.0|0|112.0|0|0.0|100
0|2021-12-01|6492.0|0|6492.0|0|112.0|0|0.0|100
0|2021-12-02|6516.0|0|6516.0|0|112.0|0|0.0|100
0|2021-12-03|6557.0|0|6557.0|0|112.0|0|0.0|100
0|2021-12-04|6557.0|0|6557.0|0|112.0|0|0.0|100
0|2021-12-05|6557.0|0|6557.0|0|112.0|0|0.0|100
0|2021-12-06|6638.0|0|6638.0|0|112.0|0|0.0|100
0|2021-12-07|6648.0|0|6648.0|0|114.0|0|0.0|100
0|2021-12-08|6693.0|0|6693.0|0|114.0|0|0.0|100
0|2021-12-09|6724.0|0|6724.0|0|114.0|0|0.0|100
0|2021-12-10|6751.0|0|6751.0|0|115.0|0|0.0|100
0|2021-12-11|6751.0|0|6751.0|0|115.0|0|0.0|100
0|2021-12-12|6751.0|0|6751.0|0|115.0|0|0.0|100
0|2021-12-13|6847.0|0|6847.0|0|115.0|0|0.0|100
0|2021-12-14|6847.0|0|6868.0|0|115.0|0|0.0|100
0|2021-12-15|6902.0|0|6902.0|0|116.0|0|0.0|100
0|2021-12-16|6935.0|0|6935.0|0|117.0|0|0.0|100
0|2021-12-17|6959.0|0|6959.0|0|118.0|0|0.0|100
0|2021-12-18|6959.0|0|6959.0|0|118.0|0|0.0|100
0|2021-12-19|6959.0|0|6959.0|0|118.0|0|0.0|100
0|2021-12-20|7033.0|0|7033.0|0|120.0|0|0.0|100
0|2021-12-21|7044.0|0|7044.0|0|121.0|0|0.0|100
0|2021-12-22|7061.0|0|7061.0|0|123.0|0|0.0|100
0|2021-12-23|7084.0|0|7084.0|0|126.0|0|0.0|100
0|2021-12-24|7117.0|0|7117.0|0|126.0|0|0.0|100
0|2021-12-25|7117.0|0|7117.0|0|126.0|0|0.0|100
0|2021-12-26|7117.0|0|7117.0|0|126.0|0|0.0|100
0|2021-12-27|7173.0|0|7173.0|0|126.0|0|0.0|100
0|2021-12-28|7205.0|0|7205.0|0|128.0|0|0.0|100
0|2021-12-29|7255.0|0|7255.0|0|128.0|0|0.0|100
0|2021-12-30|7298.0|0|7298.0|0|129.0|0|0.0|100
0|2021-12-31|7387.0|0|7387.0|0|129.0|0|0.0|100
