|dates|BlueEarth_Minnesota_UnitedStates.BLS_EmployedPopulation.data|BlueEarth_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|BlueEarth_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|BlueEarth_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|BlueEarth_Minnesota_UnitedStates.BLS_UnemploymentRate.data|BlueEarth_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|BlueEarth_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|BlueEarth_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-31|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-01|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-02|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-03|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-04|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-05|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-06|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-07|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-08|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-09|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-10|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-11|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-12|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-13|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-14|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-15|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-16|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
0|2022-01-17|38427.0|0|1348.0|0|3.389063482086738|0|39775.0|0
